Addr,City,Control,Hbcu,Hloffer,Iclevel,Instnm,Latitude,Locale,Longitud,Newid,Number of Records,Obereg,Prgmofr,Sector,Stabbr,Unitid,ZIP
717 Pine Ave,Long Beach,3,2,2,3,John Wesley International Barber and Beauty College,33.775797,11,-118.19297,-2,1,8,2,9,CA,428125,90813
112 S.W. Eleventh Street,Lawton,3,2,2,3,Platt College-Lawton,34.606746,13,-98.403714,-2,1,6,5,9,OK,428143,73501-3808
710 Larsen Ln,Bensenville,3,2,1,3,Star Truck Driving School-Bensenville,41.976323,21,-87.947023,-2,1,3,3,9,IL,428295,60106
2700 Flightline Ave,Sanford,3,2,1,3,Aerosim Flight Academy,28.77858,13,-81.251501,-2,1,5,1,9,FL,429012,32773
"1001 N.E. Green Oaks Blvd., Suite 190",Arlington,3,2,1,3,Arlington Medical Institute,32.78542,11,-97.094331,-2,1,6,1,9,TX,429100,76006-2317
995 Day Hill Rd,Windsor,3,2,2,3,Branford Hall Career Institute-Windsor Campus,41.878055,21,-72.702363,-2,1,1,6,9,CT,430096,6095
"8585 Broadway, Suite 200",Merrillville,3,2,2,3,Everest College-Merrillville,41.46292,21,-87.333581,-2,1,3,10,9,IN,430175,46410
610 Rt 206,Bordentown,3,2,2,3,Empire Beauty School-Bordentown,40.173971,21,-74.702495,-2,1,2,2,9,NJ,430218,8505
The Plaza at 320 Mall Blvd,Monroeville,3,2,2,3,Empire Beauty School-Monroeville,40.434267,21,-79.785703,-2,1,2,2,9,PA,430227,15146-2229
"238 SW Military Drive, Suite 101",San Antonio,3,2,2,3,Southern Careers Institute-San Antonio,29.355779,11,-98.494245,-2,1,6,7,9,TX,430245,78221
153 Zan Road,Charlottesville,3,2,1,3,Virginia School of Massage,38.055496,13,-78.495794,-2,1,5,2,9,VA,430254,22901
215 67th Street,Virginia Beach,2,2,2,3,Cayce Reilly School of Massotherapy,36.89281,11,-75.990601,-2,1,5,2,8,VA,430306,23451
8376 Fruitridge Road,Sacramento,2,2,2,3,CET-Sacramento,38.525114,11,-121.396589,-2,1,8,3,8,CA,430342,95828
8025 Black Horse Pike Bayport One Suite 250,West  Atlantic City,3,2,2,3,Prism Career Institute-West Atlantic City,39.377288,22,-74.493112,-2,1,2,1,9,NJ,430403,8232
"1600 Terrell Mill Road, Suite G",Marietta,3,2,2,3,Everest Institute-Marietta,33.913158,21,-84.481765,-2,1,5,4,9,GA,430421,30067
32 E 31 St,New York,3,2,1,3,Studio Jewelers,40.745464,11,-73.983774,-2,1,2,9,9,NY,430564,10016-4112
1850 SW 8th St 4th Fl,Miami,3,2,1,3,Praxis Institute,25.765409,11,-80.225612,-2,1,5,3,9,FL,430582,33135
11501 East 350 Highway,Raytown,1,2,2,3,Herndon Career Center,38.976533,21,-94.447518,-2,1,4,8,7,MO,430643,64138-2695
4799 Midland Dr,Charleston,1,2,4,2,Carver Career Center,38.289708,22,-81.562988,-2,1,5,21,4,WV,430795,25306-6397
262 Old New Brunswick Road - Ste A,Piscataway,3,2,4,2,StenoTech Career Institute-Fairfield,40.55287,21,-74.476401,-2,1,2,-1,6,NJ,430847,08854-3756
1620 River Road,Clearfield,1,2,2,3,Clearfield County Career and Technology Center,41.030572,41,-78.418679,-2,1,2,17,7,PA,430908,16830
85 North Malin Road,Broomall,1,2,2,3,Delaware County Technical School-Practical Nursing Program,39.988172,21,-75.368076,-2,1,2,1,7,PA,430971,19008
"1231 Cabrillo Ave, Suite 201",Torrance,3,2,2,3,Everest College-Torrance,33.835712,12,-118.315267,-2,1,8,2,9,CA,430980,90501
"600 Pavonia Avenue, 1st floor",Jersey City,3,2,2,3,The Institute for Health Education,40.732959,11,-74.060314,-2,1,2,3,9,NJ,430999,7306
1621 Maple Dr,Midwest City,1,2,2,3,Mid-Del Technology Center,35.455237,21,-97.402578,-2,1,6,32,7,OK,431017,73110-4825
"3601 W Devon Avenue, Ste. 210",Chicago,3,2,2,3,BIR Training Center,41.997066,11,-87.719326,-2,1,3,5,9,IL,431026,60659
4701 Transit Rd,Williamsville,3,2,2,3,New York Institute of Massage Inc,42.974993,21,-78.696761,-2,1,2,1,9,NY,431071,14221
44 Sewall Street,Ludlow,3,2,2,3,Jolie Hair and Beauty Academy-Ludlow,42.170121,21,-72.481367,-2,1,1,2,9,MA,431099,1056
5 BOCES Road,Poughkeepsie,1,2,2,3,Dutchess BOCES-Practical Nursing Program,41.742609,21,-73.866586,-2,1,2,1,7,NY,431105,12601-6599
564  W Herndon,Clovis,3,2,4,2,Institute of Technology Inc,36.83679,21,-119.723249,-2,1,8,17,6,CA,431141,93612
422 Dickinson St,Charleston,1,2,2,3,Garnet Career Center,38.351017,13,-81.629876,-2,1,5,5,7,WV,431169,25301
431 Minor Street,Bristol,1,2,2,3,Bristol Technical Education Center,41.69004,21,-72.990101,-2,1,1,6,7,CT,431187,6010
Adult Education Office  8250 State St Rd,Batavia,1,2,2,3,Genesee Valley BOCES-Practical Nursing Program,43.014665,41,-78.182909,-2,1,2,1,7,NY,431196,14020
2755 State Highway 67,Johnstown,1,2,2,3,Hamilton Fulton Montgomery BOCES-Practical Nursing Program,42.984198,41,-74.298686,-2,1,2,1,7,NY,431202,12095
295 W Main St,Ilion,1,2,2,3,Herkimer County BOCES-Practical Nursing Program,43.01983,31,-75.046219,-2,1,2,1,7,NY,431275,13357
1225 Beltline Rd Ste 7,Garland,3,2,2,3,International Beauty College,32.94581,21,-96.645646,-2,1,6,3,9,TX,431284,75040-3294
360 Santa Barbara Blvd North,Cape Coral,1,2,2,3,Cape Coral Institute of Technology,26.658856,12,-81.975445,-2,1,5,21,7,FL,431558,33993-2479
Fruit St,Boston,2,2,6,1,Massachusetts General Hospital Dietetic Internship,42.362612,11,-71.068939,-2,1,1,1,2,MA,431594,02114-2696
11006 Veirs Mill Road,Wheaton,3,2,2,3,American Beauty Academy,39.035463,21,-77.0519,-2,1,2,3,9,MD,431637,20902-1911
1801 Branch,Platte City,1,2,2,3,Northland Career Center,39.356472,31,-94.768905,-2,1,4,8,7,MO,431691,64079
7 Mahan Dr,Norwich,1,2,2,3,Norwich Technical High School,41.549585,13,-72.077967,-2,1,1,1,7,CT,431707,06360-2425
137 Bey Lea  Rd,Toms River,1,2,2,3,Ocean County Vocational-Technical School,39.983014,21,-74.195308,-2,1,2,32,7,NJ,431716,08753-2703
200 BOCES Drive,Yorktown Heights,1,2,2,3,Putnam Westchester BOCES-Practical Nursing Program,41.278181,41,-73.765536,-2,1,2,1,7,NY,431770,10598-4399
52 Ferndale Loomis Rd,Liberty,1,2,2,3,Sullivan County BOCES-Practical Nursing Program,41.788239,41,-74.778741,-2,1,2,1,7,NY,431877,12754
6441 NW Loop 410,San Antonio,3,2,3,2,Kaplan College-San Antonio-Ingram,29.46408,11,-98.622541,-2,1,6,5,6,TX,431886,78238
1033 S Broadway St,Los Angeles,3,2,2,3,Virginia Sewing Machines and School Center,34.0326,11,-118.266,-2,1,8,4,9,CA,431956,90015-4001
3655 MacLand Rd,Hiram,3,2,2,3,Vogue Beauty and Barber School,33.909059,21,-84.746624,-2,1,5,3,9,GA,431965,30141-2226
450 N Hwy 59,Kansas,1,2,2,3,Northeast Technology Center-Kansas,36.209828,42,-94.778431,-2,1,6,28,7,OK,432074,74347
2383 Cherry Road,Rock Hill,3,2,2,3,Kenneth Shuler School of Cosmetology-Rock Hill,34.942991,13,-81.030578,-2,1,5,2,9,SC,432117,29730
294 Candelaria Street,El Paso,2,2,2,3,CET-El Paso,31.696178,11,-106.323535,-2,1,6,2,8,TX,432269,79907
4040  Vine Street,Riverside,3,2,3,2,Kaplan College-Riverside,33.976895,11,-117.369777,-2,1,8,5,6,CA,432302,92507-0000
702 W Town and Country Rd,Orange,3,2,3,2,Career Networks Institute,33.693904,12,-117.885043,-2,1,8,8,6,CA,433013,92868-4710
1050 Westminster St,Fitchburg,1,2,2,3,Monty Tech,42.560657,22,-71.860828,-2,1,1,1,7,MA,433040,1420
1976 Lewis Turner Blvd,Fort Walton Beach,1,2,4,2,CHOICE High School and Technical Center,30.470338,13,-86.613809,-2,1,5,11,4,FL,433068,32547
622 George Washington Hwy,Lincoln,3,2,4,2,Lincoln Technical Institute-Lincoln,41.936234,21,-71.48077,-2,1,1,7,6,RI,433101,2865
518 W Prospect St,Smithville,1,2,2,3,Wayne County Schools Career Center,40.863781,32,-81.868927,-2,1,3,12,7,OH,433138,44677
Broadway at 11th St,Quincy,2,2,2,3,Blessing Hospital School of Medical Laboratory Technology,39.936092,33,-91.398646,-2,1,3,1,8,IL,433165,62305-7005
1200 Blythe Blvd,Charlotte,1,2,3,2,Carolinas College of Health Sciences,35.200295,11,-80.838535,-2,1,5,7,4,NC,433174,28203-2861
460 Belmont Street,Brockton,3,2,2,3,Sullivan and Cogliano Training Center,42.097303,21,-71.054426,-2,1,1,18,9,MA,433466,02301-1822
One Eagle Dr Ste 1,Sanford,3,2,1,3,Seacoast Career Schools-Sanford Campus,43.402074,32,-70.706341,-2,1,1,3,9,ME,433970,4073
2107 Pike Street,Parkersburg,2,2,2,3,HRDE-Stanley Technical Institute-Parkersburg,39.23562,13,-81.541781,-2,1,5,1,8,WV,434122,26101
780 Bay Blvd Suite101,Chula Vista,3,2,3,2,Pima Medical Institute-Chula Vista,32.619148,21,-117.093014,-2,1,8,9,6,CA,434140,91910
2359 Windy Hill Road,Marietta,3,2,4,2,Lincoln College of Technology-Marietta,33.904619,21,-84.483943,-2,1,5,10,6,GA,434159,30067
512 S Chestnut,Lufkin,3,2,2,3,Academy of Hair Design-Lufkin,31.331837,33,-94.718537,-2,1,6,3,9,TX,434274,75904
"3141 College, Suite A-10",Beaumont,3,2,2,3,Academy of Hair Design-Beaumont,30.068432,12,-94.121696,-2,1,6,3,9,TX,434283,77701-4650
517 Progress Drive      Suite A - L,Linthicum,3,2,1,3,Baltimore School of Massage-Linthicum,39.215919,21,-76.672532,-2,1,2,2,9,MD,434308,21090
6 Park Avenue,Worcester,3,2,2,3,Toni & Guy Hairdressing Academy-Worcester,42.28463,12,-71.808651,-2,1,1,1,9,MA,434344,01605-2213
204 E. Nora Ave,Spokane,2,2,2,3,Northwest HVAC/R Training Center,47.67365,12,-117.407601,-2,1,8,1,8,WA,434362,99207
830 North Broad Street,Philadelphia,3,2,2,3,L T International Beauty School,39.968826,11,-75.160368,-2,1,2,1,9,PA,434380,19130
4000 W.  Flagler St.,Miami,3,2,2,3,New Professions Technical Institute,25.771488,11,-80.261873,-2,1,5,7,9,FL,434469,33134
423 79th Ave N,Myrtle Beach,3,2,2,3,Strand College of Hair Design,33.74785,13,-78.815652,-2,1,5,4,9,SC,434496,29572
5015a Wesley St.,Greenville,3,2,2,3,Cosmetology Career Institute,33.119311,32,-96.107808,-2,1,6,3,9,TX,434502,75402
35 N Main St,Southington,3,2,2,3,Branford Hall Career Institute-Southington Campus,41.602304,21,-72.877922,-2,1,1,6,9,CT,434520,6489
7535 Poe Avenue,Dayton,3,2,4,2,Creative Images Institute of Cosmetology-North Dayton,39.855992,21,-84.188407,-2,1,3,6,6,OH,434830,45414
126 Corporate Blvd,South Plainfield,3,2,2,3,Central Career Institute LLC,40.547815,21,-74.421204,-2,1,2,4,9,NJ,436003,07080-2408
91 N Franklin St,Hempstead,2,2,2,3,Franklin Career Institute,40.70867,21,-73.627681,-2,1,2,3,8,NY,436012,11550-3003
14 Intendente Ramirez St,Caguas,3,2,2,3,IVAEM College,18.235779,13,-66.033313,-2,1,9,5,9,PR,438984,00725-0000
109 Sanford St,Hamden,3,2,2,3,Lincoln Technical Institute-Hamden,41.383403,21,-72.916091,-2,1,1,4,9,CT,439039,6514
"10102 E. Knox Ave., Suite 200",Spokane,3,2,3,2,Carrington College-Spokane,47.67611,13,-117.268101,-2,1,8,7,6,WA,439118,99206-4187
3208 Fm 528,Friendswood,3,2,3,2,Texas School of Business-Friendswood,29.523396,21,-95.162819,-2,1,6,4,6,TX,439127,77546
"3699 Wilshire Blvd., Fourth Floor",Los Angeles,2,2,3,2,CBD College,34.0623,11,-118.306201,-2,1,8,3,5,CA,439367,90010
319 Pass Road,Gulfport,3,2,2,3,Infinity Career College,30.390802,13,-89.055634,-2,1,5,3,9,MS,439400,39507
7275 Estapona Circle,Fern Park,3,2,3,2,Lincoln Technical Institute-Fern Park,28.653509,21,-81.345803,-2,1,5,9,6,FL,439437,32730-2351
700 Monroe Street N.E.,Washington,3,2,2,3,Bennett Career Institute,38.93264,11,-76.995965,-2,1,2,4,9,DC,439473,20017
"Iverson Mall, 3705 Branch Avenue, Lower Level",Hillcrest Heights,3,2,2,3,Hair Academy II,38.839695,21,-76.948468,-2,1,2,1,9,MD,436030,20748-1401
330 W Graham,Pryor,3,2,2,3,Pryor Beauty College,36.309563,41,-95.322932,-2,1,6,3,9,OK,436067,74361
205 10th St,Lewiston,3,2,4,2,Mr Leon's School of Hair Design-Lewiston,46.418004,13,-117.02046,-2,1,7,2,6,ID,436100,83501
135 S State St.  Ste 12,Lindon,3,2,1,3,Utah College of Massage Therapy-Utah Valley,40.335502,21,-111.712373,-2,1,7,1,9,UT,436270,84042
6363 Sunset Blvd,Hollywood,3,2,5,1,Los Angeles Film School,34.098214,11,-118.32827,-2,1,8,6,3,CA,436429,90028-7318
"7041 Old Wake Forest Rd, Ste 103",Raleigh,3,2,2,3,The Medical Arts School,35.87016,11,-78.583951,-2,1,5,3,9,NC,436632,27616-3211
200 East Laurel Avenue,Foley,3,2,2,3,Fortis College-Foley,30.40606,31,-87.681411,-2,1,5,3,9,AL,436641,36535
10525 Plaza Americana Drive,Baton Rouge,3,2,1,3,Medical Training College,30.427312,12,-91.069449,-2,1,5,4,9,LA,436650,70816-5820
13926 SW 47th Street,Miami,3,2,5,1,Professional Training Centers,25.722903,21,-80.419483,-2,1,5,9,3,FL,436702,33175
2810 E Trinity Mills Rd Ste 145,Carrollton,3,2,2,3,Toni & Guy Hairdressing Academy-Carrollton,32.985382,21,-96.853265,-2,1,6,1,9,TX,436775,75006
449 Thames St,Newport,2,2,4,2,International Yacht Restoration School,41.480948,21,-71.314724,-2,1,1,3,5,RI,437237,2840
6115 Eastex Freeway,Beaumont,3,2,3,2,Kaplan College-Beaumont,30.12551,12,-94.156361,-2,1,6,5,6,TX,440323,77706
6410 McPherson Road,Laredo,3,2,3,2,Kaplan College-Laredo,27.561588,12,-99.474475,-2,1,6,4,6,TX,440332,78041
23400 Michigan Ave - Ste 200,Dearborn,3,2,2,3,Everest Institute-Dearborn,42.302712,13,-83.264657,-2,1,3,10,9,MI,440369,48124
"321 Main Street, 2nd Floor",Hackensack,3,2,2,3,Academy of Massage Therapy,40.888721,21,-74.040623,-2,1,2,4,9,NJ,437501,7601
125 Michael Drive,Syosset,3,2,2,3,Star Career Academy-Syosset,40.805326,21,-73.519957,-2,1,2,6,9,NY,437529,11791-5311
2731 Farmers Market Road,Springfield,3,2,1,3,Midwest Technical Institute-Springfield,39.840996,12,-89.595331,-2,1,3,9,9,IL,437556,62707
2818 S International,Weslaco,3,2,2,3,Advanced Barber College and Hair Design,26.131543,21,-97.958247,-2,1,6,3,9,TX,437608,78596
"6505 Airport Blvd, Suite 102",Austin,3,2,4,2,The College of Health Care Professions-Austin,30.329462,11,-97.713662,-2,1,6,7,6,TX,437635,78752-3630
6812 Pacific Blvd.,Huntington Park,3,2,3,2,ICDC College,33.977625,21,-118.225125,-2,1,8,28,6,CA,437662,90255
Carr. 955 Km. 4.8 Barrio Palmer,Rio Grande,2,2,2,3,Monteclaro Escuela de Hoteleria y Artes Culinarias,18.369284,21,-65.772956,-2,1,9,1,8,PR,437705,00745-0000
201 Bergen St,Newark,2,2,2,3,New Community Workforce Development Center,40.73855,11,-74.193608,-2,1,2,3,8,NJ,437723,7103
12170 N. Abrams Road Suite 200,Dallas,3,2,3,2,Dallas Nursing Institute,32.9138,11,-96.734878,-2,1,6,2,6,TX,437732,75243
751 WEST HUNDRED ROAD,CHESTER,3,2,3,2,Richmond School of Health and Technology,37.349509,21,-77.373151,-2,1,5,7,6,VA,437769,23836
6804 Ingram Road,San Antonio,3,2,2,3,Milan Institute-San Antonio Ingram,29.4637,11,-98.624911,-2,1,6,6,9,TX,437778,78238
5317 Coldwater Rd,Fort Wayne,3,2,2,3,Rudae's School of Beauty Culture-Ft Wayne,41.127925,11,-85.137998,-2,1,3,4,9,IN,437857,46825-5444
"175 East Olive Avenue, 3rd Floor",Burbank,3,2,2,3,InterCoast Colleges-Burbank,34.180805,12,-118.309153,-2,1,8,3,9,CA,437884,91502
2157 Country Hills Drive,Antioch,3,2,4,2,Carrington College California-Antioch,37.969344,21,-121.786092,-2,1,8,8,6,CA,437927,94509
6201 San Ignacio Ave.,San Jose,3,2,4,2,Carrington College California-San Jose,37.235597,11,-121.776159,-2,1,8,11,6,CA,437936,95119
"5441 E. 22nd St, Ste.125",Tucson,3,2,5,1,Brookline College-Tucson,32.207932,11,-110.876375,-2,1,6,11,3,AZ,438179,85711
6431 Tara Blvd,Jonesboro,3,2,2,3,Everest Institute-Jonesboro,33.577006,21,-84.375195,-2,1,5,6,9,GA,438197,30236-1214
"380 Civic Dr., Ste. 300",Pleasant Hill,3,2,3,2,Carrington College California-Pleasant Hill,37.962649,21,-122.072153,-2,1,8,11,6,CA,438258,94523
26 South Hamilton St,Poughkeepsie,3,2,2,3,Ridley-Lowell Business & Technical Institute-Poughkeepsie,41.700589,21,-73.923961,-2,1,2,8,9,NY,438267,12601
2600 Lake Lucien Drive   Suite#240,Maitland,3,2,3,2,Florida College of Natural Health-Maitland,28.629921,21,-81.397179,-2,1,5,7,6,FL,438285,32751
616  67th Street Circle East,Bradenton,3,2,3,2,Florida College of Natural Health-Bradenton,27.49489,21,-82.477585,-2,1,5,7,6,FL,438294,34208
Ave.Fernandez Juncos #60,Carolina,3,2,2,3,Modern Hairstyling Institute-Carolina,18.39557,12,-65.951726,-2,1,9,6,9,PR,438337,980
9494 Haven Avenue,Rancho Cucamonga,3,2,4,2,Universal Technical Institute of California Inc,34.082782,21,-117.576366,-2,1,8,26,6,CA,438504,91730-0000
255 Northpoint Ste 100,Houston,3,2,2,3,Everest Institute-Greenspoint,29.938574,11,-95.40382,-2,1,6,5,9,TX,438656,77060
6552 US Hwy 49,Hattiesburg,3,2,2,3,The Academy of Hair Design Six,31.35057,13,-89.338121,-2,1,5,3,9,MS,438674,39401-7569
112 Industry Avenue,Springfield,3,2,1,3,Branford Hall Career Institute-Springfield Campus,42.140969,12,-72.543347,-2,1,1,7,9,MA,438805,1104
5430 Fredericksburg Rd Ste 310,San Antonio,3,2,3,2,Quest College,29.507458,11,-98.563014,-2,1,6,10,6,TX,439507,78229
30522 US Hwy 19 N Ste 300,Palm Harbor,3,2,3,2,Central Florida Institute,28.050137,21,-82.74043,-2,1,5,8,6,FL,439525,34684-0000
4242 South Sheridan,Tulsa,3,2,3,2,Community Care College,36.101615,11,-95.905178,-2,1,6,30,6,OK,439570,74145
3602 SW Topeka Blvd,Topeka,3,2,2,3,Marinello Schools of Beauty-Topeka,39.003032,12,-95.68523,-2,1,4,3,9,KS,439589,66611
355 Harlem Rd,West Seneca,1,2,2,3,Erie 1 BOCES,42.851567,21,-78.78642,-2,1,2,3,7,NY,439622,14224
386 N Glynn St,Fayetteville,3,2,2,3,Fayette Beauty Academy,33.455874,21,-84.455909,-2,1,5,1,9,GA,439631,30214
6251 S. Wilmot Road,Tucson,3,2,1,3,HDS Truck Driving Institute,32.13887,41,-110.856474,-2,1,6,1,9,AZ,439668,85706
7360 SW 24th Street  Suite 31,Miami,2,2,1,3,International Training Careers,25.748003,21,-80.314797,-2,1,5,1,8,FL,439686,33155
3084 Whiskey Rd,Aiken,3,2,2,3,Lacy Cosmetology School-Aiken,33.494068,21,-81.700905,-2,1,5,1,9,SC,439729,29803
5972 Stockton Blvd,Sacramento,3,2,2,3,My Le's Beauty College,38.518623,21,-121.441343,-2,1,8,2,9,CA,439747,95824-3039
2022 SW 1st St,Miami,3,2,2,3,New Concept Massage and Beauty School,25.77128,11,-80.228547,-2,1,5,5,9,FL,439774,33135
2317 Gold Meadow Way,Gold River,3,2,3,2,Bryan College-Gold River,38.623627,21,-121.262813,-2,1,8,4,6,CA,439826,95670-4443
229 South Hollywood Rd Suite B,Houma,3,2,2,3,Omega Institute of Cosmetology,29.602712,22,-90.752356,-2,1,5,4,9,LA,439844,70360-2716
17215 Studebaker Rd #310,Cerritos,3,2,2,3,PCI College,33.87475,21,-118.100169,-2,1,8,-1,9,CA,439871,90703
"3680 E. Imperial Highway, 5th Floor",Lynwood,3,2,2,3,American Career College at St Francis,33.931919,21,-118.201182,-2,1,8,1,9,CA,439905,90262
410 E Main St,Shawnee,3,2,2,3,Shawnee Beauty College,35.32765,32,-96.918058,-2,1,6,3,9,OK,439932,74801
"849 Dennison Ave. SW, Suite 101",Birmingham,2,2,2,3,Southeastern School of Cosmetology,33.479509,12,-86.84206,-2,1,5,2,8,AL,439978,35211-3865
3410 Aztec Rd NE,Albuquerque,3,2,2,3,Universal Therapeutic Massage Institute,35.11988,11,-106.604888,-2,1,6,4,9,NM,439996,87107-4403
354 E I 30 Suite A,Garland,3,2,2,3,National Beauty College,32.880549,21,-96.632034,-2,1,6,3,9,TX,440077,75043
"3003 English Creek Avenue, Suite 212",Egg Harbor Township,3,2,2,3,Star Career Academy-Egg Harbor,39.43275,22,-74.612508,-2,1,2,5,9,NJ,440086,8234
"425 Ernest Barrett Pkwy, Suite 1120",Kennesaw,3,2,2,3,Empire Beauty School-Kennesaw,34.011112,21,-84.562798,-2,1,5,2,9,GA,440101,30144
1500 Shoppes at Northway,Pittsburgh,3,2,3,2,Career Training Academy-Pittsburgh,40.550469,21,-80.02044,-2,1,2,7,6,PA,440174,15237
Vo Tech Dr,Mill Creek,1,2,2,3,Huntingdon County Career and Technology Center,40.434249,42,-77.927438,-2,1,2,1,7,PA,440217,17060
3014 E Sunshine St Ste G,Springfield,3,2,2,3,Missouri College of Cosmetology North,37.17977,12,-93.234611,-2,1,4,4,9,MO,440226,65804-2000
178-18 Liberty Avenue,Jamaica,3,2,4,2,New York Automotive and Diesel Institute,40.705278,11,-73.781177,-2,1,2,6,6,NY,440262,11433-1433
3000 N Dysart Rd,Avondale,1,2,2,3,Southwest Skill Center-Campus of Estrella Mountain Community College,33.480685,22,-112.343176,-2,1,6,11,7,AZ,440721,85323
4500 Crown Rd,Liverpool,1,2,2,3,Onondaga Cortland Madison BOCES,43.115889,21,-76.203875,-2,1,2,14,7,NY,440730,13090
213 W Southmore St    Suite 101,Pasadena,3,2,3,2,Interactive Learning Systems-Pasadena,29.69044,21,-95.213772,-2,1,6,3,6,TX,440776,77502
8590 W. Fairview Avenue,Boise,3,2,1,3,Milan Institute-Boise,43.620897,12,-116.288005,-2,1,7,1,9,ID,440846,83704-8320
7001 I-40 West,Amarillo,3,2,1,3,Milan Institute-Amarillo,35.18633,12,-101.914861,-2,1,6,7,9,TX,440855,79106
550 Broad Street 2nd Floor,Newark,3,2,2,3,Star Career Academy-Newark,40.742528,11,-74.168818,-2,1,2,7,9,NJ,440907,07102-4531
211 Plain St,Lowell,3,2,2,3,Lincoln Technical Institute-Lowell,42.620987,21,-71.318316,-2,1,1,6,9,MA,440952,1852
9275 Richmond Ave #180,Houston,3,2,2,3,Texas Barber Colleges and Hairstyling Schools,29.727855,11,-95.527848,-2,1,6,1,9,TX,440989,77063
7151 Office City Dr,Houston,3,2,2,3,Everest Institute-Hobby,29.700913,11,-95.290472,-2,1,6,5,9,TX,441016,77087
1200 N. Magnolia Ave.,Anaheim,3,2,3,2,American Career College-Anaheim,33.849876,11,-117.975644,-2,1,8,10,6,CA,441052,92801-0000
500 Innovation Drive,Blairsville,3,2,3,2,Wyo Tech-Blairsville,40.447002,31,-79.225116,-2,1,2,3,6,PA,441089,15717-1301
"1049 SW Baseline Rd, Suite 500, Building E",Hillsboro,3,2,4,2,Northwest College-Hillsboro,45.521185,13,-122.984087,-2,1,8,9,6,OR,441168,97123
712 N Watson Road,Arlington,3,2,2,3,American Broadcasting School-Arlington,32.753208,11,-97.061973,-2,1,6,1,9,TX,441195,76011
1601 W Main St,Mesa,1,2,2,3,East Valley Institute of Technology,33.414755,11,-111.865465,-2,1,6,37,7,AZ,441210,85201
2727 Buena Vista Drive #105,Paso Robles,3,2,2,3,Design's School of Cosmetology,35.647157,41,-120.672164,-2,1,8,2,9,CA,441256,93446
525 Anacapa St,Santa Barbara,3,2,2,3,Paul Mitchell the School-Santa Barbara,34.418359,13,-119.695407,-2,1,8,1,9,CA,441274,93101
71 Jones Rd,Hamden,1,2,2,3,Eli Whitney Technical High School,41.343183,21,-72.943607,-2,1,1,2,7,CT,441317,6514
60 Daniels St,Middletown,1,2,2,3,Vinal Technical High School,41.528214,13,-72.674656,-2,1,1,1,7,CT,441335,6457
210 Birch St,Willimantic,1,2,2,3,Windham Technical High School,41.719782,31,-72.22058,-2,1,1,1,7,CT,441353,6226
"1413 Foulk Road, Suite 100",Wilmington,3,2,2,3,Harris School of Business-Wilmington Campus,39.800892,21,-75.523917,-2,1,2,3,9,DE,441362,19803
1255 Cleveland St,Clearwater,3,2,3,2,Ultimate Medical Academy-Clearwater,27.96532,12,-82.785431,-2,1,5,14,6,FL,441371,33755-4933
3269 North Federal Highway,Pompano Beach,3,2,2,3,Florida Barber Academy,26.271484,12,-80.098793,-2,1,5,1,9,FL,441380,33064
5045 Soutel Dr Ste 80,Jacksonville,3,2,2,3,Jacksonville Beauty Institute,30.398448,11,-81.726649,-2,1,5,2,9,FL,441405,32208
3501 SW 28 St.,Miami,1,2,2,3,M-DCPS The English Center,25.739631,11,-80.251702,-2,1,5,14,7,FL,441414,33133-2703
5818 SW 8th St,Miami,3,2,2,3,Florida Education Institute,25.76325,21,-80.290496,-2,1,5,6,9,FL,441423,33144
5950 WEST OAKLAND PARK,LAUDERHILL,3,2,2,3,Superior Career Institute,26.164,21,-80.230621,-2,1,5,9,9,FL,441432,33313
493 Semoran Blvd,Casselberry,3,2,3,2,Institute of Technical Arts,28.65432,21,-81.333521,-2,1,5,4,6,FL,441441,32707
"1069 Ringwood Avenue, Suite 315",Haskell,3,2,2,3,Institute for Therapeutic Massage,41.005971,21,-74.291259,-2,1,2,4,9,NJ,441548,7420
"97-77 Queens Blvd, 9th Floor",Rego Park,2,2,2,3,Metropolitan Learning Institute,40.730459,11,-73.862296,-2,1,2,8,8,NY,441575,11374
3181 Saunders Settlement Rd,Sanborn,1,2,2,3,Orleans Niagara BOCES-Practical Nursing Program,43.14606,41,-78.866537,-2,1,2,1,7,NY,441593,14132
5385 Main St,Williamsville,3,2,2,3,Leon Studio One School of Hair Design,42.960266,21,-78.758098,-2,1,2,1,9,NY,441618,14221
127 S Broadway,Yonkers,2,2,4,2,St Joseph's Medical Center School of Radiography,40.929512,21,-73.897524,-2,1,2,1,5,NY,441627,10701
8816 Mentor Ave,Mentor,3,2,4,2,Brown Aveda Institute-Mentor,41.672002,21,-81.324318,-2,1,3,7,6,OH,441645,44060
4700 Silverton Road NE,Salem,3,2,2,3,Institute of Technology Inc,44.969947,22,-122.966655,-2,1,8,8,9,OR,441663,97305
1 Schoolhouse Rd,Dimock,1,2,2,3,Susquehanna County Career and Technology Center,41.78638,42,-75.89551,-2,1,2,13,7,PA,441672,18816-0100
305 W. Interstate 20,Grand Prairie,3,2,3,2,Concorde Career College-Grand Prairie,32.676584,21,-97.05273,-2,1,6,7,6,TX,441742,75052-3831
3662 W Camp Wisdom Rd,Dallas,3,2,2,3,MJ's Beauty Academy Inc,32.661971,11,-96.879361,-2,1,6,5,9,TX,441779,75237
