Addr,City,Control,Hbcu,Hloffer,Iclevel,Instnm,Latitude,Locale,Longitud,Newid,Number of Records,Obereg,Prgmofr,Sector,Stabbr,Unitid,ZIP
"2381 East Windmill Lane, Suite 14",Las Vegas,3,2,1,3,Utah College of Massage Therapy-Vegas,36.0411,12,-115.120471,-2,1,8,1,9,NV,469124,89123-2069
"1409 West Southern Avenue, Suite 6",Tempe,3,2,2,3,Utah College of Massage Therapy-Tempe,33.392455,12,-111.961544,-2,1,6,3,9,AZ,469133,85282-4446
"10000 North 31 Avenue, Metro Center Business Park, Bldg D, #100",Phoenix,3,2,1,3,Utah College of Massage Therapy-Phoenix,33.577302,11,-112.126739,-2,1,6,2,9,AZ,469142,85051-3470
8991 B Harlan Street Suite B,Westminster,3,2,1,3,Utah College of Massage Therapy-Westminster,39.859212,21,-105.064843,-2,1,7,1,9,CO,469151,80031-2921
14107A East Exposition Avenue,Aurora,3,2,1,3,Utah College of Massage Therapy-Aurora,39.703945,11,-104.82488,-2,1,7,1,9,CO,469160,80012-2523
311-A East Highway 303,Grand Prairie,3,2,2,3,Tint School of Makeup and Cosmetology-Grand Prairie,32.708639,21,-97.000845,-2,1,6,3,9,TX,469197,75051-4804
170 Red Rock Road,York,3,2,1,3,Baltimore School of Massage-York,40.083883,22,-76.767977,-2,1,2,1,9,PA,469586,17402-8046
"15650 North Black Canyon Highway, B210",Phoenix,3,2,2,3,Allen School-Phoenix,33.62946,11,-112.117361,-2,1,6,2,9,AZ,469610,85053-4064
4444 South Sheridan,Tulsa,3,2,3,2,Oklahoma Technical College,36.09865,11,-95.906151,-2,1,6,14,6,OK,469629,74145-1122
3620 Avenue of the Cities,Moline,3,2,4,2,Midwest Technical Institute-Moline,41.48953,13,-90.483041,-2,1,3,9,6,IL,469638,61265-4421
1230 Main Street,Clifton,3,2,2,3,Star Career Academy-Clifton,40.877883,21,-74.142112,-2,1,2,3,9,NJ,469647,07011-2248
7228 England Drive,Alexandria,3,2,2,3,Unitech Training Academy-Alexandria,31.32246,23,-92.534661,-2,1,5,7,9,LA,469911,71301
2827 4th Avenue,Lake Charles,3,2,2,3,Unitech Training Academy-Lake Charles,30.20428,13,-93.193241,-2,1,5,7,9,LA,469920,70601-7887
10935 Weyburn Avenue,Los Angeles,3,2,2,3,Aveda Institute-Los Angeles,34.06281,11,-118.446531,-2,1,8,1,9,CA,469957,90024-2808
5115 Portage Road,Kalamazoo,3,2,3,2,Career Quest Learning Center-Kalamazoo,42.243182,13,-85.560069,-2,1,3,8,6,MI,469975,49002-1711
211 West Coffee Street,Tullahoma,3,2,2,3,Buchanan Beauty College,35.35414,32,-86.205871,-2,1,5,3,9,TN,469993,37388-3409
947 New Hampshire,Lawrence,3,2,3,2,WellSpring School of Allied Health-Lawrence,38.966625,13,-95.234781,-2,1,4,5,6,KS,470047,66045-3073
1631 Gordon Highway,Augusta,3,2,2,3,Regina's College of Beauty,33.44107,12,-82.015291,-2,1,5,2,9,GA,470223,30906-0000
14 North Broadway,Tarrytown,3,2,1,3,New York School of Esthetics & Day Spa,41.07663,21,-73.857751,-2,1,2,1,9,NY,475404,10591-3232
1120 Zap Drive,Baraboo,3,2,4,2,Panache Academy of Beauty,43.57609,32,-89.780141,-2,1,3,4,6,WI,475413,53913-2596
5360 Black Horse Pike,Turnersville,3,2,1,3,ASI Career Institute,39.75546,21,-75.045231,-2,1,2,1,9,NJ,475431,08012-1043
2041 West Carroll Avenue,Chicago,2,2,2,3,Chicago School for Piano Technology,41.8872,11,-87.678011,-2,1,3,2,8,IL,475440,60612-1630
113 Market Ridge Drive,Ridgeland,3,2,2,3,Midwest Technical Institute-Ridgeland,32.402992,21,-90.177702,-2,1,5,7,9,MS,475459,39157-6027
285 Changebridge Road,Pine Brook,3,2,2,3,Christine Valmy International School of Esthetics & Cosmetology,40.86887,21,-74.358221,-2,1,2,2,9,NJ,475468,07058-9589
54 Water Street,East Providence,3,2,2,3,MotoRing Technical Training Institute,41.81857,21,-71.385131,-2,1,1,1,9,RI,479062,02914-5022
184 Sweeney Street,North Tonawanda,3,2,2,3,Leon Studio One School of Hair Design & Career Training Center,43.02317,21,-78.873871,-2,1,2,1,9,NY,479123,14120-5922
5940 Centreville Crest Lane,Centreville,3,2,2,3,Columbia College,38.83836,21,-77.435045,-2,1,5,3,9,VA,479248,20121-2342
21615 Hesperian Boulevard,Hayward,3,2,2,3,NCP College of Nursing-Hayward,37.66066,12,-122.115801,-2,1,8,1,9,CA,479424,94541-7026
"309 Curtis Mathes Way, #101",Arlington,3,2,2,3,Paul Mitchell the School-Arlington,32.680567,11,-97.107959,-2,1,6,3,9,TX,475486,76018-6032
302 Oceanside Boulevard,Oceanside,3,2,2,3,MediaTech Institute-Oceanside,33.183,21,-117.370671,-2,1,8,2,9,CA,475501,92054-5116
2601 East Main Street,Spartanburg,3,2,2,3,Palmetto Beauty School,34.97873,13,-81.871101,-2,1,5,1,9,SC,475538,29307-1424
9941 Interstate Commerce Drive,Fort Myers,3,2,2,3,Paul Mitchell the School-Fort Myers,26.49551,41,-81.792621,-2,1,5,1,9,FL,475547,33913
8551 Glenwood Avenue,Raleigh,3,2,2,3,Paul Mitchell The School-Raleigh,35.88234,11,-78.739861,-2,1,5,2,9,NC,475556,27612-7358
4853  Broadway,Gary,3,2,2,3,Lil Lou's Barber College,41.53024,13,-87.335761,-2,1,3,4,9,IN,475574,46409-2645
1221 Sunset Boulevard,West Columbia,3,2,2,3,Columbia Academy of Cosmetology,33.998154,21,-81.079617,-2,1,5,1,9,SC,475626,29169-5911
241 North Main Street,Decatur,3,2,2,3,Shear Learning Academy of Cosmetology,39.84322,13,-88.956321,-2,1,3,2,9,IL,475653,62523-1208
724 East Expressway 83,La Joya,3,2,2,3,University of Cosmetology Arts & Sciences-La Joya,26.246691,21,-98.46889,-2,1,6,4,9,TX,475662,78560-4018
"6551 Van Nuys Boulevard, Suite 200",Van Nuys,3,2,2,3,Preferred College of Nursing-Van Nuys,34.18995,11,-118.449931,-2,1,8,1,9,CA,475680,91401-1442
19300 Sherman Way,Reseda,2,2,2,3,Annenberg School of Nursing,34.20069,11,-118.553921,-2,1,8,1,8,CA,475705,91335-5426
12215 SW 112 Street,Miami,3,2,3,2,American Medical Academy,25.661946,21,-80.393892,-2,1,5,4,6,FL,475714,33186-4830
88 South Tooele Blvd.,Tooele,1,2,4,2,Tooele Applied Technology College,40.528669,41,-112.325362,-2,1,7,21,4,UT,475723,84074-2093
3733 West Emporium Circle,Mesquite,3,2,2,3,Carrington College-Mesquite,32.81582,21,-96.626121,-2,1,6,3,9,TX,475750,75150-6509
1775 Montgomery Highway South,Hoover,3,2,2,3,Regency Beauty Institute-Hoover,33.378027,13,-86.803864,-2,1,5,1,9,AL,476090,35244-0000
"309 North West Loop 410, Suite 1",San Antonio,3,2,2,3,Regency Beauty Institute-San Antonio,29.521749,11,-98.497261,-2,1,6,1,9,TX,476106,78216-0000
14360 North Dale Mabry Highway,Tampa,3,2,2,3,Regency Beauty Institute-Carrollwood,28.078665,21,-82.507009,-2,1,5,1,9,FL,476115,33609-0000
25973 US Highway 19 North,Clearwater,3,2,2,3,Regency Beauty Institute-Clearwater,28.008745,12,-82.730676,-2,1,5,1,9,FL,476124,33763-0000
"12365 Hornsby Lane, Suite C",Newport News,3,2,2,3,Regency Beauty Institute-Newport News,37.11441,12,-76.504171,-2,1,5,1,9,VA,476133,23609-0000
"2325 South Stemmons Freeway, Suite 404",Lewisville,3,2,2,3,Regency Beauty Institute-Lewisville,33.00671,21,-96.975411,-2,1,6,1,9,TX,476142,75067-0000
"13465 Inwood Road, Suite 185",Dallas,3,2,2,3,Regency Beauty Institute-Dallas,32.92995,21,-96.823381,-2,1,6,1,9,TX,476151,75244-0000
1017 North Central Expressway,Plano,3,2,2,3,Regency Beauty Institute-Plano,33.01558,11,-96.708925,-2,1,6,1,9,TX,476160,75075-0000
116 South Independence Boulevard,Virginia Beach,3,2,2,3,Empire Beauty School-Virginia Beach,36.83839,11,-76.135711,-2,1,5,1,9,VA,476179,23462-6779
1064 Suncrest Towne Centre Drive,Morgantown,3,2,2,3,Ross Medical Education Center-Morgantown,39.651993,23,-79.942455,-2,1,5,3,9,WV,476230,26505-1875
2285 Grant Avenue,Ogden,3,2,4,2,Paul Mitchell the School-Ogden,41.22579,13,-111.974641,-2,1,7,2,6,UT,476294,84401
3050 Tillman Drive,Bensalem,3,2,2,3,Everest Institute-Bensalem,40.114061,21,-74.960254,-2,1,2,6,9,PA,476328,19020-2062
"1861 Valley View Lane, Suite 100",Farmers Branch,3,2,3,2,Golf Academy of America-Farmers Branch,32.92271,21,-96.917171,-2,1,6,1,6,TX,476337,75234-8906
1055 S. Sherman Street,Richardson,3,2,1,3,Utah College of Massage Therapy-Dallas,32.937984,12,-96.741024,-2,1,6,2,9,TX,476346,75801-4848
2070 Sam Rittenberg Blvd.,Charleston,3,2,2,3,Lacy Cosmetology School-West Ashley,32.792256,12,-80.030918,-2,1,5,1,9,SC,476373,29407-4605
2601 South Military Trail,West Palm Beach,3,2,5,1,Dade Medical College-West Palm Beach,26.639,21,-80.114401,-2,1,5,4,3,FL,476382,33415-7510
"9550 Regency Square Boulevard, Suite 1200",Jacksonville,3,2,3,2,Dade Medical College-Jacksonville,30.32563,11,-81.550021,-2,1,5,3,6,FL,476391,32225-8116
"3031 Tisch Way, 1st Floor, Ste 3PW",San Jose,2,2,2,3,WestMed College,37.3176,11,-121.947631,-2,1,8,6,8,CA,476470,95128-2541
10456 S. Halsted Street,Chicago,3,2,2,3,Larry's Barber College,41.70365,11,-87.643111,-2,1,3,3,9,IL,476489,60628-2322
25 Elm Place,Brooklyn,3,2,2,3,Access Careers,40.68945,11,-73.984101,-2,1,2,8,9,NY,476504,11201-5826
18914 Soledad Canyon Road,Canyon Country,3,2,2,3,Flair Beauty College,34.415644,21,-118.465914,-2,1,8,4,9,CA,476513,91351-3381
"4698 Forest Hill Boulevard, Suite C",West Palm Beach,3,2,2,3,Eternity Cosmetology School,26.651582,21,-80.115585,-2,1,5,4,9,FL,476522,33415-5719
"195 Commercial Drive, Suite 100",London,3,2,2,3,Tri-State Institute of Hair Design,37.102686,33,-84.068036,-2,1,5,4,9,KY,476531,40744
1836 Fredericksburg Road,San Antonio,3,2,2,3,Vogue College of Cosmetology-San Antonio Fredericksburg,29.46228,11,-98.523451,-2,1,6,4,9,TX,476540,78201-5035
6012 Ingram Road,San Antonio,3,2,2,3,Vogue College of Cosmetology,29.466289,11,-98.602778,-2,1,6,4,9,TX,476559,78238-4402
"13641 Warwick Boulevard, Suite C",Newport News,3,2,2,3,Tomorrow's Image Barber Academy of Virginia,37.11819,12,-76.525071,-2,1,5,1,9,VA,476568,23602-5532
1220 Lomaland Drive,El Paso,3,2,2,3,Excel Learning Center,31.74167,11,-106.331921,-2,1,6,12,9,TX,476577,79907-1400
"7330 West 52nd Avenue, Suite T",Arvada,3,2,1,3,College of International Esthetics Inc,39.79046,21,-105.075931,-2,1,7,1,9,CO,476586,80002-3754
12631 East Imperial Highway Bldg D-108,Santa Fe Springs,3,2,2,3,Medical Allied Career Center,33.9177,21,-118.062731,-2,1,8,6,9,CA,476595,90670-4710
266 Greenwich Street,Hempstead,3,2,1,3,Long Island Barber Institute,40.69972,21,-73.615331,-2,1,2,1,9,NY,476610,11550-6317
3034 Wilford Drive,Toledo,3,2,4,2,Toni & Guy Hairdressing Academy-Toledo,41.67466,21,-83.697191,-2,1,3,1,6,OH,476629,43615-1731
"5450 W Sahara Ave, #320",Las Vegas,3,2,2,3,American Institute of Medical Sonography,36.14552,11,-115.216191,-2,1,8,2,9,NV,476638,89146-0383
4280 South Hualapai Way,Las Vegas,3,2,4,2,Destination Academy for Spa and Salon Professionals,36.11208,21,-115.314321,-2,1,8,4,6,NV,476647,89147-8397
7645 West Belmont Avenue,Elmwood Park,3,2,2,3,Curve Metric School of Hair Design,41.93755,21,-87.818661,-2,1,3,2,9,IL,476674,60707-1118
5203 Airport Hwy,Toledo,3,2,2,3,Athena Career Academy,41.616588,11,-83.66478,-2,1,3,4,9,OH,476683,43615
16 West 7200 South,Midvale,3,2,2,3,The Barber School,40.620745,21,-111.891544,-2,1,7,1,9,UT,476708,84047-3723
1200 West Polk Avenue,Pharr,3,2,2,3,RGV Careers,26.20742,21,-98.198661,-2,1,6,4,9,TX,476726,78577-2106
112 River Street,Fitchburg,3,2,2,3,Alexander Academy,42.58544,22,-71.812241,-2,1,1,2,9,MA,476735,01420-0000
931 Coombs Street,Napa,3,2,2,3,LeMelange Academy of Hair,38.297988,13,-122.286558,-2,1,8,3,9,CA,476744,94558-2935
845 North Park Avenue,Tucson,3,2,2,3,Aveda Institute-Tucson,32.23279,11,-110.957181,-2,1,6,2,9,AZ,476753,85719-4876
5820 East Franklin Road,Nampa,3,2,4,2,Velvet Touch Academy of Cosmetology,43.605098,41,-116.510657,-2,1,7,4,6,ID,476762,83687-5020
682 Wickham Road,Melbourne,3,2,2,3,Ambiance Beauty & Barber Academy Inc,28.117735,13,-80.672661,-2,1,5,2,9,FL,476771,32935-8771
10301 Garvey Avenue  #200,El Monte,3,2,2,3,Diamond Beauty College,34.06318,21,-118.046471,-2,1,8,4,9,CA,476780,91733-2180
"257 Longford Drive, Rm 5",South San Francisco,3,2,2,3,NCP College of Nursing-South San Francisco,37.65661,13,-122.455951,-2,1,8,1,9,CA,476799,94080-1005
3400 McFarland Boulevard Suite # 3,Northport,3,2,2,3,University Academy of Hair Design,33.24134,22,-87.589651,-2,1,5,4,9,AL,476805,35476-3100
2309 Silver Star Road,Orlando,3,2,1,3,Florida Institute of Recording Sound and Technology,28.578206,12,-81.411474,-2,1,5,2,9,FL,476814,32804-3309
10158 South Parker Road,Parker,3,2,4,2,New Dimensions Beauty Academy Inc,39.53453,21,-104.766551,-2,1,7,5,6,CO,476823,80138-9801
203 E. Main Street,Olanta,3,2,2,3,Jolei's Hair Institute,33.93535,42,-79.933461,-2,1,5,2,9,SC,476832,29114-9337
1600 Holcomb Avenue,Reno,3,2,4,2,Paul Mitchell the School-Reno,39.50915,12,-119.803681,-2,1,8,3,6,NV,476841,89501-3356
3027 North Cole Road,Boise,3,2,4,2,Boise Barber College,43.632512,12,-116.274324,-2,1,7,3,6,ID,476850,83704-5919
1646 South Woodruff Avenue,Idaho Falls,3,2,4,2,Austin Kade Academy,43.482822,13,-112.000775,-2,1,7,3,6,ID,476869,83404-5540
1202 Troy-Schenectady Road,Latham,3,2,1,3,Aesthetic Science Institute,42.771428,21,-73.822507,-2,1,2,2,9,NY,476878,12110-1095
4840 Roswell Road NE Bldg E Ste 201,Sandy Springs,3,2,2,3,Elaine Sterling Institute,33.88693,13,-84.382231,-2,1,5,1,9,GA,476887,30342-2633
7701 Interstate 40 West,Amarillo,3,2,2,3,Wade Gordon Hairdressing Academy,35.186426,12,-101.92695,-2,1,6,3,9,TX,476896,79121-0548
9062 Metcalf Avenue,Overland Park,3,2,2,3,Mitsu Sato Hair Academy,38.96481,12,-94.670221,-2,1,4,1,9,KS,476902,66212-1457
6565 Sunset Boulevard,Los Angeles,3,2,2,3,SAE Institute of Technology-Los Angeles,34.09851,11,-118.332951,-2,1,8,1,9,CA,476911,90028-7219
6840 Southwest 40th Street,Miami,3,2,2,3,Florida Vocational Institute,25.7327,21,-80.305361,-2,1,5,2,9,FL,476939,33155-3762
215 Peachtree Street,Atlanta,3,2,3,2,SAE Institute of Technology-Atlanta,33.75992,11,-84.387151,-2,1,5,2,6,GA,476948,30303-1736
149 West Main Street,Jerome,3,2,4,2,Academy di Firenze,42.724061,33,-114.519356,-2,1,7,5,6,ID,476957,83338-2329
16051 W. Dixie Highway,North Miami Beach,3,2,2,3,SAE Institute of Technology-Miami,25.92387,21,-80.155391,-2,1,5,1,9,FL,476966,33160-4307
8731 West 95th Street,Overland Park,3,2,2,3,Paul Mitchell the School-Overland Park,38.95593,12,-94.688051,-2,1,4,1,9,KS,476984,66212
10714 South River Front Parkway,South Jordan,3,2,2,3,Medspa Academies,40.556775,21,-111.912306,-2,1,7,1,9,UT,476993,84095-3519
10543 Citation Drive,Brighton,3,2,2,3,Brighton Institute of Cosmetology,42.52114,22,-83.743601,-2,1,3,4,9,MI,477002,48116-8360
"Savannah Centre, 7400 Abercorn St",Savannah,3,2,2,3,Empire Beauty School-Savannah,32.007124,12,-81.111471,-2,1,5,1,9,GA,478582,31406-2455
2324 San Jacinto Boulevard,Denton,3,2,2,3,Ogle School Hair Skin Nails-Denton,33.19227,12,-97.113221,-2,1,6,3,9,TX,478591,76205-7534
1312 Bridford Parkway,Greensboro,3,2,2,3,Empire Beauty School-West Greensboro,36.05155,11,-79.904341,-2,1,5,1,9,NC,478616,27407-2693
901 SouthWest 37th Street,Topeka,3,2,2,3,Old Town Barber College-Topeka,39.00027,12,-95.689101,-2,1,4,1,9,KS,478643,66601-0000
801 Tilton Road,Northfield,3,2,2,3,Jolie Hair and Beauty Academy-Northfield,39.38346,22,-74.555341,-2,1,2,3,9,NJ,478661,08225-1265
115 South 5th Street,Salina,3,2,2,3,Hays Academy of Hair Design,38.8398,33,-97.607551,-2,1,4,2,9,KS,478917,67401-0000
1130 Westloop Place,Manhattan,3,2,2,3,Bellus Academy,39.191162,13,-96.609538,-2,1,4,6,9,KS,478953,66502-2838
2030 South 314th Street,Federal Way,3,2,2,3,Cortiva Institute-Seattle,47.320351,21,-122.307873,-2,1,8,2,9,WA,479053,98003-5475
901 West Park Ave,Ocean,3,2,4,2,Medical Career Institute,40.263227,21,-74.046685,-2,1,2,7,6,NJ,479965,7712
641 N State St Ste 1,San Jacinto,3,2,2,3,Advance Beauty Techs Academy,33.795354,22,-116.971478,-2,1,8,6,9,CA,479974,92583-6572
700 Ken Pratt Blvd Ste 510,Longmont,3,2,4,2,Longs Peak Academy,40.1531,23,-105.104971,-2,1,7,4,6,CO,479983,80501
529 Hahn Ave Ste 101,Glendale,3,2,2,3,Brand College,34.15799,12,-118.265451,-2,1,8,10,9,CA,479992,91203
1029-A Tennessee St,Vallejo,3,2,2,3,Hinton Barber College,38.109809,12,-122.24568,-2,1,8,3,9,CA,480000,94590
1728 North Kelsey St,Visalia,3,2,1,3,Advanced Career Institute,36.344315,12,-119.385566,-2,1,8,10,9,CA,480019,93291
630 9th Ave Ste 901,New York,3,2,2,3,Digital Film Academy,40.759983,11,-73.991413,-2,1,2,2,9,NY,480028,10036
5511 Capital Center Dr Ste 204,Raleigh,3,2,1,3,MyComputerCareer.com-Raleigh,35.76721,11,-78.727311,-2,1,5,1,9,NC,480037,27606
742 N. Loop 410 Ste 226,San Antonio,3,2,2,3,Ogle School Hair Skin Nails-San Antonio,29.520152,11,-98.504152,-2,1,6,3,9,TX,480125,78216
19600 S Dixie Highway Suite B,Cutler Bay,3,2,5,1,Fortis College-Cutler Bay,25.585241,21,-80.363442,-2,1,5,4,3,FL,480143,33157
8720 Gateway East Blvd,El Paso,3,2,3,2,Anamarc College-El Paso East,31.729328,11,-106.314491,-2,1,6,7,6,TX,480152,79936
10213 Linn Station Rd,Louisville,3,2,4,2,Ideal Beauty Academy,38.224654,21,-85.567549,-2,1,5,3,6,KY,480161,40223
1425 County Rd 101 N,Plymouth,3,2,2,3,Minnesota School of Cosmetology-Plymouth Campus,44.994286,13,-93.502161,-2,1,4,1,9,MN,480170,55447
6320 Ritchie Hwy,Glen Burnie,3,2,2,3,Empire Beauty School-Glen Burnie,39.20365,21,-76.614088,-2,1,2,1,9,MD,480310,21061
14555 Potomac Mills Rd,Woodbridge,3,2,2,3,Everest College-Woodbridge,38.6354,21,-77.29783,-2,1,5,5,9,VA,480329,22192
1740 W 92nd St,Kansas City,3,2,2,3,Everest College-Kansas City,38.96357,11,-94.607151,-2,1,4,7,9,MO,480338,64114
8939 E Indian Bean Rd Ste B-2,Scottsdale,3,2,2,3,International School of Cosmetology-Toni & Guy Hairdressing Academy,33.536941,21,-111.889155,-2,1,6,1,9,AZ,480347,85250
19 Keewaydin Dr,Salem,3,2,2,3,InterCoast Career Institute-Salem,42.775187,21,-71.246201,-2,1,1,3,9,NH,480356,3079
4490 Brandt Pike,Dayton,3,2,2,3,Ross Medical Education Center-Dayton,39.818115,12,-84.12831,-2,1,3,3,9,OH,480523,45424
2150 W 4th St,Ontario,3,2,2,3,Ross Medical Education Center-Ontario,40.7739,23,-82.591771,-2,1,3,3,9,OH,480532,44906
1751 Scottsville Rd Ste 1,Bowling Green,3,2,2,3,Ross Medical Education Center-Bowling Green,36.967947,13,-86.433167,-2,1,5,3,9,KY,480550,42104
6950 Germantown Avenue,Philadelphia,2,2,2,3,NewCourtland Education Center,40.05515,11,-75.189051,-2,1,2,2,8,PA,480684,19119-2126
12125 Veirs Mill Rd.,Silver Spring,3,2,2,3,Columbia Institute,39.05627,21,-77.080751,-2,1,2,2,9,MD,480693,20906-4503
15 Mc Coy Place,Simi Valley,3,2,1,3,EMS Training Institute,34.27074,22,-118.796901,-2,1,8,1,9,CA,480718,93065
"468 E. Sprague Rd., D-175",Ionia,2,2,4,2,School of Missionary Aviation Technology,42.940606,41,-85.084212,-2,1,3,2,5,MI,480727,48846
534 Wolcott Rd Ste C,Wolcott,3,2,2,3,Ace Cosmetology and Barber Training Center,41.594257,22,-72.987735,-2,1,1,1,9,CT,480736,6716
"8390 LBJ Freeway, Suite 300",Dallas,3,2,3,2,The College of Health Care Professions-Dallas,32.92259,11,-96.758031,-2,1,6,5,6,TX,480824,75243-1188
4248 North Freeway,Fort Worth,3,2,3,2,The College of Health Care Professions-Fort Worth,32.819049,11,-97.312432,-2,1,6,6,6,TX,480833,76137-5021
5238-2 Norwood Ave,Jacksonville,3,2,2,3,Shear Finesse Hairstyling Academy,30.372147,11,-81.66447,-2,1,5,3,9,FL,480842,32208
2414 S. Limit Ave,Sedalia,3,2,2,3,Academy of Salon Professionals,38.691176,33,-93.251036,-2,1,4,6,9,MO,480879,65301
"6300 La Calma Dr. Suite ,350",Austin,3,2,1,3,CyberTex Institute of Technology,30.32428,11,-97.703231,-2,1,6,4,9,TX,480888,78752
3050 Paul Sweet Road,Santa Cruz,3,2,2,3,UEI College-Santa Cruz,36.98817,22,-121.985231,-2,1,8,1,9,CA,480897,95065
510 Barnum Ave,Bridgeport,3,2,1,3,New England Tractor Trailer Training School of CT-Bridgeport,41.187046,12,-73.179423,-2,1,1,1,9,CT,480903,6068
501 Prize Oaks Drive,Cedar Park,3,2,4,2,Gemini School of Visual Arts & Communication,30.50915,21,-97.846121,-2,1,6,1,6,TX,480912,78613
14445 Potomac Mills Road,Woodbridge,3,2,2,3,Paul Mitchell the School-Woodbridge,38.635754,21,-77.297049,-2,1,5,1,9,VA,480930,22192
"4925 University Drive, Suite 134",Huntsville,3,2,2,3,The Salon Professional Academy-Huntsville,34.737966,12,-86.656105,-2,1,5,1,9,AL,480976,35816
3535 Fort Meade Road,Laurel,3,2,2,3,Aspen Beauty Academy of Laurel,39.100704,21,-76.822817,-2,1,2,1,9,MD,480994,20724
1801 S. Great Southwest Parkway,Grand Prairie,3,2,1,3,M T Training Center,32.71991,21,-97.042611,-2,1,6,11,9,TX,481003,75150-5153
1057 County Road,Leesport,1,2,2,3,Berks Career & Technology Center,40.386863,21,-75.999034,-2,1,2,34,7,PA,481021,19533-9112
609 River Street,Carthage,1,2,2,3,Carthage R9 School District-Carthage Technical Center,37.174366,31,-94.300532,-2,1,4,5,7,MO,481049,64836-1332
121 North George Street,York,3,2,2,3,World A Cuts Barber Institute,39.96446,13,-76.728381,-2,1,2,1,9,PA,481067,17401-1105
"2625 Butterfield Road, Ste 102E",Oak Brook,3,2,2,3,PCCTI IT and Healthcare,41.84402,21,-87.984611,-2,1,3,3,9,IL,481085,60523-1234
1735 West 5400 South,Taylorsville,3,2,2,3,Top Nails & Hair Beauty School,40.653138,21,-111.939556,-2,1,7,6,9,UT,481100,84118-0000
"1025 Vermont Avenue, NW",Washington,3,2,3,2,Radians College,38.9033,11,-77.032921,-2,1,2,2,6,DC,481119,20005-3542
1926 West 17th Street,Santa Ana,3,2,2,3,Santa Ana Beauty College,33.75931,11,-117.895961,-2,1,8,5,9,CA,481128,92706-2321
1805 15th Avenue,Union Grove,2,2,4,2,Shepherds College,42.68122,31,-88.062931,-2,1,3,2,5,WI,481137,53182-1527
2637 North Decatur Road,Decatur,3,2,1,3,Woodruff Medical Training and Testing,33.792119,21,-84.285176,-2,1,5,1,9,GA,481146,30033-6103
138 West 14th Street,New York,3,2,1,3,American Academy of Personal Training,40.73785,11,-73.998971,-2,1,2,1,9,NY,481164,10011-7301
"6000 Unity Drive, Suite K",Norcross,3,2,2,3,Technology Center,33.91589,21,-84.202751,-2,1,5,1,9,GA,481173,30071-3519
1056 North Bush Street,Ukiah,1,2,2,3,Ukiah Adult School,39.161277,33,-123.214665,-2,1,8,1,7,CA,481182,95482-3865
9825 County Farm Road,Riverside,1,2,2,3,Riverside County Office of Education,33.920183,11,-117.454809,-2,1,8,14,7,CA,481191,92503-3504
3470 Wilshire Boulevard 11th Floor,Los Angeles,3,2,4,2,Advanced Computing Institute,34.061698,11,-118.299794,-2,1,8,10,6,CA,481234,90010-3911
11 Oval Drive,Islandia,3,2,1,3,New York Institute of Beauty,40.80249,21,-73.189311,-2,1,2,2,9,NY,481243,11749-1479
