Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Grcohrt,Number of Records,Pgrcohrt,Ret Nmf,Ret Pcf,Rrftcta,Rrftct,Rrftex,Stufacr,Ugentern,Unitid (Ef2013D),Unitid
7232,17904,15124,7232,17904,15124,8645,19317,16537,138,1,27,95,58,163,163,0,16,502,200341,200341
8610,16026,14156,8610,16026,14156,8610,16026,14156,46,1,71,0,,0,0,0,7,65,200466,200466
17500,28350,25460,17500,28350,25460,17500,28350,25460,43,1,67,26,65,40,40,0,14,64,200484,200484
8200,17674,,8200,17674,,8200,17674,,109,1,59,11,50,22,22,0,12,186,200527,200527
7810,13570,10990,7810,13570,10990,7810,13570,10990,112,1,59,16,70,23,23,0,14,189,200554,200554
11216,16986,16986,11216,16986,16986,19296,25066,25066,159,1,37,116,64,180,183,3,11,428,200572,200572
15261,19792,,15261,19792,,15261,19792,,6,1,15,8,53,15,15,0,9,41,200590,200590
30941,39341,,30941,39341,,30941,39341,,9,1,82,11,85,13,13,0,6,11,200624,200624
20169,27009,,20169,27009,,20169,27009,,53,1,62,20,50,40,40,0,12,86,200633,200633
15400,26700,,15400,26700,,15400,26700,,31,1,53,1,100,1,1,0,12,58,200785,200785
14120,25740,23956,14120,25740,23956,22484,34104,32320,3589,1,69,2040,66,3074,3074,0,20,5202,200800,200800
,,,,,,,,,,1,,19,61,31,31,0,6,,200828,200828
10182,21802,,10182,21802,,17030,28650,,283,1,35,214,61,352,352,0,19,819,200846,200846
8660,11140,12212,8660,11140,12212,8660,11140,12212,15,1,79,5,45,11,11,0,7,19,200873,200873
17606,26755,,17606,26755,,17606,26755,,16,1,100,5,19,26,26,0,12,16,201016,201016
28430,34730,37130,28430,34730,37130,28430,34730,37130,54,1,82,27,71,38,38,0,8,66,201061,201061
34805,39963,42833,34805,39963,42833,34805,39963,42833,621,1,77,412,74,559,559,0,9,807,201104,201104
21496,27526,,21496,27526,,21496,27526,,2,1,2,0,,0,0,0,9,86,201177,201177
32990,40990,39230,32990,40990,39230,32990,40990,39230,762,1,74,564,79,712,712,0,13,1028,201195,201195
7826,10970,,7826,10970,,10250,13394,,175,1,52,110,45,245,245,0,12,337,201283,201283
34004,41934,41864,34004,41934,41864,34004,41934,41864,250,1,69,161,67,239,239,0,14,360,201371,201371
18032,29390,,18032,29390,,18032,29390,,,1,,51,64,80,80,0,15,,201399,201399
11012,17106,,11012,17106,,18320,24414,,330,1,34,177,55,323,323,0,20,960,201432,201432
16788,22882,23506,16788,22882,23506,24096,30190,30814,3330,1,78,2518,70,3591,3591,0,18,4261,201441,201441
19845,23345,,19845,23345,,19845,23345,,33,1,17,0,0,2,2,0,10,189,201469,201469
,,,,,,,,,,1,,281,81,347,347,0,15,,201496,201496
,,,,,,,,,,1,,36,95,38,38,0,8,,201539,201539
38140,48376,44350,38140,48376,44350,38140,48376,44350,691,1,76,493,74,663,669,6,12,907,201548,201548
47245,57798,57798,47245,57798,57798,47245,57798,57798,1252,1,91,1292,94,1371,1371,0,10,1377,201645,201645
29270,34470,35020,29270,34470,35020,29270,34470,35020,779,1,82,708,85,831,832,1,13,948,201654,201654
11560,20512,,11560,20512,,14320,23272,,250,1,21,109,43,253,254,1,15,1210,201672,201672
9658,18704,17804,9658,18704,17804,17110,26156,25256,411,1,71,265,53,502,503,1,13,581,201690,201690
13644,18018,,13644,18018,,13644,18018,,46,1,42,23,33,69,69,0,5,109,201751,201751
16000,20900,,16000,20900,,16000,20900,,,1,,88,92,96,96,0,8,,201803,201803
25683,34783,,25683,34783,,25683,34783,,28,1,13,0,,0,0,0,10,214,201821,201821
21356,29726,28028,21356,29726,28028,21356,29726,28028,109,1,59,77,77,100,100,0,13,185,201858,201858
17206,29548,27434,17206,29548,27434,32238,44580,42466,4431,1,77,3472,85,4103,4105,2,17,5780,201885,201885
7441,13141,,7441,13141,,10928,16628,,988,1,24,413,48,862,862,0,16,4190,201928,201928
11632,23974,,11632,23974,,18724,31066,,668,1,51,0,,0,0,0,14,1317,201946,201946
12312,24654,,12312,24654,,20938,33280,,921,1,59,0,,0,0,0,15,1574,201955,201955
26420,33920,33418,26420,33920,33418,26420,33920,33418,362,1,27,93,64,145,146,1,13,1321,201964,201964
6671,14079,,6671,14079,,9503,16911,,289,1,14,162,39,416,416,0,16,2131,201973,201973
46609,51063,54161,46609,51063,54161,46609,51063,54161,155,1,80,108,78,138,138,0,9,194,202046,202046
46569,54669,59413,46569,54669,59413,46569,54669,59413,64,1,93,51,85,60,60,0,7,69,202073,202073
13459,25317,25317,13459,25317,25317,16638,28496,28496,1729,1,45,1029,67,1531,1531,0,19,3827,202134,202134
6695,8495,,6695,8495,,6695,8495,,,1,,109,89,123,123,0,19,,202152,202152
17773,22773,24925,17773,22773,24925,17773,22773,24925,85,1,46,95,81,118,118,0,21,183,202161,202161
34840,41980,42430,34840,41980,42430,34840,41980,42430,234,1,66,204,79,257,257,0,11,356,202170,202170
7122,13518,,7122,13518,,11518,17914,,1515,1,22,739,49,1505,1505,0,18,7027,202222,202222
7196,13196,,8013,14013,,11528,17528,,1493,1,24,764,48,1608,1608,0,21,6122,202356,202356
19086,30444,,19086,30444,,19086,30444,,7,1,8,3,38,8,8,0,8,90,202435,202435
38050,40550,49540,38050,40550,49540,38050,40550,49540,1783,1,89,1815,89,2049,2050,1,14,2010,202480,202480
33640,42900,41700,33640,42900,41700,33640,42900,41700,240,1,78,136,58,236,236,0,11,309,202514,202514
45760,56520,56520,45760,56520,56520,45760,56520,56520,582,1,95,562,89,629,629,0,10,614,202523,202523
8331,16202,,8331,16202,,11841,19712,,208,1,20,147,53,278,278,0,16,1060,202648,202648
19845,23345,,19845,23345,,19845,23345,,18,1,16,0,,0,0,0,10,111,202684,202684
31973,37293,41306,31973,37293,41306,31973,37293,41306,581,1,39,400,76,525,525,0,14,1504,202763,202763
16117,30067,,16117,30067,,16117,30067,,9,1,1,9,47,19,19,0,13,1052,202806,202806
14050,23050,14900,14050,23050,14900,14050,23050,14900,59,1,53,39,76,51,51,0,12,111,202903,202903
24675,40872,,24675,40872,,24675,40872,,16,1,18,0,,0,0,0,7,90,202912,202912
,,,,,,,,,,1,,16,73,22,22,0,13,,202985,202985
,,,,,,,,,,1,,56,72,78,78,0,15,,203030,203030
29180,34148,38154,29180,34148,38154,29180,34148,38154,351,1,91,223,65,345,345,0,16,384,203085,203085
35949,42813,43145,35949,42813,43145,35949,42813,43145,287,1,75,230,76,304,304,0,11,381,203128,203128
9418,14570,14570,9418,14570,14570,13708,18860,18860,874,1,65,478,48,996,996,0,16,1346,203155,203155
23710,26639,,23710,26639,,23710,26639,,12,1,50,9,75,12,12,0,10,24,203289,203289
22431,29926,,22431,29926,,22431,29926,,46,1,75,0,,0,0,0,22,61,203313,203313
6615,8915,,6720,9020,,7560,9860,,458,1,38,174,49,356,356,0,16,1215,203331,203331
37970,48310,48310,37970,48310,48310,37970,48310,48310,792,1,88,600,88,681,681,0,13,899,203368,203368
25520,38122,,25520,38122,,25520,38122,,58,1,11,0,,0,0,0,11,540,203386,203386
,,,,,,,,,,1,,20,100,20,20,0,6,,203438,203438
11636,21596,,11636,21596,,19596,29556,,151,1,41,58,49,118,118,0,23,372,203447,203447
11636,21596,,11636,21596,,19596,29556,,101,1,52,36,60,60,60,0,28,196,203456,203456
11636,21596,,11636,21596,,19596,29556,,604,1,51,357,63,564,564,0,24,1187,203465,203465
11636,21596,,11636,21596,,19596,29556,,279,1,49,136,55,248,248,0,29,569,203474,203474
11636,21596,,11636,21596,,19596,29556,,258,1,61,86,69,124,124,0,22,423,203483,203483
11636,21596,,11636,21596,,19596,29556,,174,1,54,93,56,167,167,0,19,321,203492,203492
16406,24926,24926,16406,24926,24926,24366,32886,32886,4293,1,77,3144,78,4044,4044,0,21,5556,203517,203517
11636,21596,,11636,21596,,19596,29556,,274,1,51,128,61,210,210,0,26,536,203526,203526
,,60070,,,60070,,,60070,480,1,96,427,96,446,446,0,9,500,203535,203535
16398,29267,21762,16398,29267,21762,16398,29267,21762,58,1,31,37,52,71,71,0,10,185,203544,203544
31998,38174,40364,31998,38174,40364,31998,38174,40364,206,1,70,192,71,272,276,4,14,294,203580,203580
9307,14128,,10156,14977,,14996,19817,,720,1,30,326,47,698,698,0,19,2410,203599,203599
10037,17502,,10037,17502,,14736,22201,,427,1,32,217,52,418,418,0,15,1318,203678,203678
15025,25150,,15025,25150,,15025,25150,,48,1,26,25,57,44,44,0,20,182,203720,203720
15025,25150,,15025,25150,,15025,25150,,12,1,16,13,59,22,22,0,9,73,203739,203739
6394,10048,,6975,10629,,10476,14130,,997,1,27,738,60,1224,1224,0,19,3666,203748,203748
22757,30283,31157,22757,30283,31157,22757,30283,31157,209,1,50,158,62,254,254,0,12,416,203757,203757
29478,35078,37934,29478,35078,37934,29478,35078,37934,314,1,64,251,71,352,352,0,11,489,203775,203775
35004,38572,44362,35004,38572,44362,35004,38572,44362,385,1,88,281,72,393,393,0,11,437,203845,203845
8872,14342,,8872,14342,,10982,16452,,190,1,18,82,43,191,191,0,15,1082,203881,203881
19634,27634,,19634,27634,,19634,27634,,31,1,8,19,86,22,22,0,7,393,203960,203960
12333,20973,,12333,20973,,21426,30066,,645,1,56,405,65,625,626,1,19,1161,204006,204006
12333,20973,,12333,20973,,21426,30066,,359,1,38,202,61,333,334,1,16,936,204015,204015
21061,29701,29701,21061,29701,29701,36851,45491,45491,3637,1,92,3332,90,3720,3720,0,16,3955,204024,204024
20049,27020,,20049,27020,,20049,27020,,43,1,54,17,52,33,33,0,13,79,204060,204060
16041,29433,24041,16041,29433,24041,16041,29433,24041,86,1,36,63,77,82,82,0,12,242,204176,204176
32450,34100,38895,32450,34100,38895,32450,34100,38895,552,1,86,477,74,647,647,0,13,645,204185,204185
28590,31380,35020,28590,31380,35020,28590,31380,35020,301,1,74,211,73,290,290,0,17,405,204194,204194
28300,37600,35880,28300,37600,35880,28300,37600,35880,312,1,63,190,69,274,274,0,11,496,204200,204200
11205,15718,,11205,15718,,15675,20188,,358,1,16,200,52,385,385,0,18,2280,204255,204255
30890,35550,35694,30890,35550,35694,30890,35550,35694,403,1,72,276,68,404,404,0,14,557,204264,204264
17286,28644,,17286,28644,,17286,28644,,,1,,9,90,10,10,0,13,,204307,204307
20907,24403,,20907,24403,,20907,24403,,148,1,94,0,,0,0,0,9,158,204316,204316
7341,12099,,7341,12099,,10853,15611,,218,1,20,121,53,229,229,0,14,1092,204422,204422
10974,16574,,10974,16574,,14334,19934,,160,1,15,132,59,223,223,0,21,1081,204440,204440
29904,39012,38502,29904,39012,38502,29904,39012,38502,330,1,51,232,60,385,385,0,15,653,204468,204468
15265,22015,22015,15265,22015,22015,15265,22015,22015,1298,1,83,71,68,105,105,0,26,1564,204486,204486
50786,61891,62132,50786,61891,62132,50786,61891,62132,780,1,97,709,93,759,759,0,9,804,204501,204501
13696,23315,,13696,23315,,13696,23315,,26,1,45,13,57,23,23,0,16,58,204592,204592
34009,40037,42087,34009,40037,42087,34009,40037,42087,237,1,32,176,66,266,266,0,14,739,204617,204617
40440,50960,50960,40440,50960,50960,40440,50960,50960,613,1,57,531,84,630,630,0,12,1081,204635,204635
12664,22000,22000,12664,22000,22000,28384,37720,37720,280,1,89,197,65,304,304,0,16,313,204662,204662
12700,22036,,12700,22036,,28420,37756,,381,1,77,245,59,414,414,0,17,498,204671,204671
12700,22036,22036,12700,22036,22036,28420,37756,37756,486,1,84,297,63,470,470,0,19,580,204680,204680
12700,22036,,12700,22036,,28420,37756,,406,1,75,220,63,352,353,1,18,539,204699,204699
12700,22036,22036,12700,22036,22036,28420,37756,37756,1056,1,84,626,57,1090,1090,0,25,1264,204705,204705
15723,25479,25479,15723,25479,25479,31443,41199,41199,7121,1,70,6660,92,7204,7204,0,19,10129,204796,204796
11332,19772,,11332,19772,,13178,21618,,119,1,49,79,61,129,129,0,21,241,204802,204802
11528,19968,,11528,19968,,16064,24504,,341,1,59,147,51,291,291,0,21,575,204820,204820
11332,19772,,11332,19772,,13178,21618,,254,1,52,119,51,232,232,0,21,485,204839,204839
11528,19968,,11528,19968,,16064,24504,,410,1,58,190,60,316,316,0,22,702,204848,204848
17404,25440,24396,17404,25440,24396,26368,34404,33360,4233,1,72,3042,79,3869,3869,0,18,5910,204857,204857
11536,19976,,11536,19976,,16064,24504,,288,1,55,138,52,266,266,0,20,521,204866,204866
15380,21636,,15380,21636,,15380,21636,,35,1,38,32,64,50,50,0,15,91,204884,204884
10092,16032,,10092,16032,,10092,16032,,,1,,0,,0,0,0,10,,204893,204893
44260,50860,55690,44260,50860,55690,44260,50860,55690,536,1,94,430,80,537,537,0,11,570,204909,204909
36764,44372,44276,36764,44372,44276,36764,44372,44276,568,1,82,427,76,559,559,0,11,693,204936,204936
8430,12522,,8430,12522,,11644,15736,,1414,1,44,727,49,1483,1483,0,18,3210,204945,204945
,,,,,,,,,,1,,15,94,16,16,0,8,,204981,204981
,,36598,,,36598,,,36598,14,1,26,16,84,19,19,0,5,54,205027,205027
22694,32878,,22694,32878,,22694,32878,,21,1,16,13,72,18,18,0,14,130,205054,205054
13200,31670,16700,13200,31670,16700,13200,31670,16700,13,1,87,10,71,14,14,0,10,15,205124,205124
19928,25928,,19928,25928,,19928,25928,,,1,,1,100,1,1,0,30,,205179,205179
27868,36508,35008,27868,36508,35008,27868,36508,35008,386,1,50,158,51,311,311,0,18,769,205203,205203
33324,40992,,33324,40992,,33324,40992,,74,1,90,58,83,70,70,0,12,82,205391,205391
13891,19843,21451,13891,19843,21451,19005,24957,26565,1065,1,80,384,52,739,739,0,19,1337,205443,205443
5574,11152,,6702,12280,,9870,15448,,1639,1,26,1071,46,2339,2339,0,16,6312,205470,205470
18570,30570,,18570,30570,,18570,30570,,19,1,95,2,15,13,13,0,11,20,205513,205513
24084,29691,,24084,29691,,24084,29691,,9,1,56,0,,0,0,0,10,16,205522,205522
24084,29691,,24084,29691,,24084,29691,,6,1,38,0,0,3,3,0,9,16,205531,205531
24084,29691,,24084,29691,,24084,29691,,9,1,53,1,20,5,5,0,11,17,205559,205559
24084,29691,,24084,29691,,24084,29691,,5,1,28,4,80,5,5,0,7,18,205568,205568
21257,24763,,21257,24763,,21257,24763,,172,1,55,2,67,3,3,0,14,313,205610,205610
20897,24403,,20897,24403,,20897,24403,,87,1,52,0,0,2,2,0,11,168,205647,205647
16349,27339,,16349,27339,,16349,27339,,,1,,27,49,55,55,0,11,,205708,205708
16349,27339,,16349,27339,,16349,27339,,,1,,23,32,72,72,0,7,,205726,205726
10687,16299,,10687,16299,,12871,18483,,1398,1,35,722,46,1585,1585,0,22,3992,205841,205841
16338,25077,,16338,25077,,16338,25077,,19,1,9,31,51,61,61,0,16,205,205887,205887
27090,32190,34490,27090,32190,34490,27090,32190,34490,458,1,72,339,86,393,394,1,15,635,205957,205957
8892,12092,,8892,12092,,12512,15712,,289,1,42,90,47,192,192,0,17,685,205966,205966
16155,27549,,16155,27549,,16155,27549,,67,1,94,16,36,45,45,0,9,71,206002,206002
7756,13356,,7756,13356,,10236,15836,,212,1,31,126,40,317,318,1,13,688,206011,206011
26908,36481,36481,26908,36481,36481,26908,36481,36481,464,1,41,290,65,447,447,0,18,1132,206048,206048
15103,22834,24109,15103,22834,24109,24223,31954,33229,3277,1,71,2196,68,3227,3228,1,21,4624,206084,206084
12353,23225,,12353,23225,,12353,23225,,2,1,18,0,0,1,1,0,6,11,206154,206154
21053,28853,,21053,28853,,21053,28853,,29,1,40,18,56,32,32,0,9,73,206224,206224
14104,25612,,14104,25612,,14104,25612,,12,1,3,4,44,9,9,0,8,441,206279,206279
23566,28066,31686,23566,28066,31686,23566,28066,31686,251,1,31,120,79,152,152,0,18,805,206330,206330
31970,37420,38344,31970,37420,38344,31970,37420,38344,102,1,49,58,65,89,89,0,7,208,206349,206349
22341,29595,,22341,29595,,22341,29595,,10,1,22,12,71,17,17,0,7,45,206394,206394
28948,36964,39390,28948,36964,39390,28948,36964,39390,492,1,68,363,73,494,494,0,13,725,206437,206437
8953,14733,,8953,14733,,13033,18813,,129,1,15,170,61,279,279,0,17,867,206446,206446
,,26890,,,26890,,,26890,70,1,81,43,74,58,115,57,8,86,206491,206491
31065,34565,40057,31065,34565,40057,31065,34565,40057,256,1,79,224,82,274,274,0,15,323,206507,206507
41030,50766,50766,41030,50766,50766,41030,50766,50766,549,1,87,364,74,489,489,0,12,631,206525,206525
,,53500,,,53500,,,53500,560,1,97,499,87,573,573,0,12,579,206589,206589
11930,22890,22438,11930,22890,22438,19934,30894,30442,2141,1,62,1431,62,2325,2327,2,21,3473,206604,206604
9470,14274,16010,9470,14274,16010,17474,22278,24014,205,1,70,113,67,169,169,0,29,291,206613,206613
36000,46520,46520,36000,46520,46520,36000,46520,46520,1284,1,87,882,83,1057,1061,4,12,1483,206622,206622
22431,29926,,22431,29926,,22431,29926,,59,1,73,0,,0,0,0,15,81,206631,206631
12320,20343,20343,12320,20343,20343,12549,20572,20572,1985,1,66,1347,69,1943,1944,1,17,3028,206695,206695
,,28010,,,28010,,,28010,237,1,55,53,33,160,160,0,17,428,206817,206817
27616,34960,34960,27616,34960,34960,27616,34960,34960,177,1,46,70,50,139,139,0,15,382,206835,206835
25244,30644,32844,25244,30644,32844,25244,30644,32844,283,1,75,186,68,275,275,0,14,376,206862,206862
10666,18896,15337,10666,18896,15337,18106,26336,22777,829,1,50,302,60,500,500,0,20,1643,206914,206914
8155,11227,12241,8155,11227,12241,11155,14227,15241,607,1,58,436,59,733,733,0,24,1042,206923,206923
11983,21299,17293,11983,21299,17293,20097,29413,25407,2082,1,52,1362,65,2092,2092,0,21,3987,206941,206941
9774,15714,12906,9774,15714,12906,14000,19940,17132,501,1,51,214,44,487,487,0,24,985,206996,206996
10665,18007,13063,10665,18007,13063,18067,25409,20465,596,1,59,377,63,603,603,0,19,1004,207041,207041
7900,13359,12882,7900,13359,12882,11517,16976,16499,280,1,38,169,45,375,375,0,20,735,207050,207050
6395,12470,14663,6395,12470,14663,8695,14770,16963,297,1,17,169,49,346,346,0,26,1714,207069,207069
16711,28105,24954,16711,28105,24954,16711,28105,24954,40,1,95,24,45,53,53,0,6,42,207157,207157
7775,16465,16465,7775,16465,16465,13199,21889,21889,597,1,49,98,70,140,140,0,18,1219,207209,207209
9404,16732,14834,9404,16732,14834,14562,21890,19992,441,1,37,186,55,340,340,0,20,1199,207236,207236
21778,27210,27338,21778,27210,27338,21778,27210,27338,,1,,253,74,341,341,0,21,,207254,207254
11112,17652,14298,11112,17652,14298,18132,24672,21318,852,1,36,599,68,880,880,0,18,2348,207263,207263
7819,11829,11219,7819,11829,11219,12259,16269,15659,815,1,33,404,51,799,799,0,17,2451,207281,207281
8375,17275,13775,8375,17275,13775,13130,22030,18530,728,1,65,403,53,766,766,0,22,1125,207290,207290
8842,13842,14522,8842,13842,14522,14964,19964,20644,386,1,54,213,59,360,360,0,17,720,207306,207306
23650,29825,29825,23650,29825,29825,23650,29825,29825,526,1,78,336,85,395,395,0,16,676,207324,207324
10853,18943,15888,10853,18943,15888,10853,18943,15888,271,1,70,66,63,105,105,0,16,389,207351,207351
13312,21842,21842,13312,21842,21842,25897,34427,34427,3701,1,66,3270,79,4160,4160,0,20,5622,207388,207388
8268,13802,,8268,13802,,12831,18365,,524,1,11,0,,0,0,0,21,4690,207397,207397
26900,33400,33400,26900,33400,33400,26900,33400,33400,578,1,80,374,74,505,505,0,15,725,207403,207403
8031,16289,,8031,16289,,12831,21089,,1158,1,28,534,44,1207,1207,0,22,4187,207449,207449
33626,42936,44356,33626,42936,44356,33626,42936,44356,355,1,60,259,81,318,318,0,11,592,207458,207458
14723,23441,23441,14723,23441,23441,26912,35630,35630,3727,1,66,3411,84,4063,4063,0,18,5618,207500,207500
7896,13896,13630,7896,13896,13630,13506,19506,19240,542,1,39,29,36,80,80,0,19,1395,207564,207564
27654,36950,36950,27654,36950,36950,27654,36950,36950,393,1,64,373,81,463,465,2,15,617,207582,207582
12889,20849,18449,12891,20851,18451,19545,27505,25105,645,1,42,136,60,225,225,0,23,1554,207661,207661
9105,15812,,9105,15812,,15347,22054,,822,1,30,428,49,876,876,0,20,2783,207670,207670
25805,33389,33389,25805,33389,33389,25805,33389,33389,108,1,65,42,48,87,87,0,9,167,207689,207689
7796,14712,13106,7796,14712,13106,14228,21144,19538,173,1,51,114,69,165,165,0,13,338,207722,207722
10225,16725,16725,10225,16725,16725,14875,21375,21375,408,1,40,221,54,410,410,0,16,1027,207740,207740
11169,16305,15045,11169,16305,15045,19294,24430,23170,511,1,38,327,57,570,570,0,17,1341,207847,207847
18220,28620,26470,18220,28620,26470,18220,28620,26470,157,1,44,49,52,95,95,0,17,355,207856,207856
11862,17613,17613,11862,17613,17613,18222,23973,23973,875,1,62,534,70,762,762,0,18,1414,207865,207865
6339,16446,,6339,16446,,10781,20888,,1720,1,29,891,54,1664,1664,0,19,5968,207935,207935
40559,49147,51035,40559,49147,51035,40559,49147,51035,851,1,83,720,90,797,797,0,11,1029,207971,207971
8600,15125,13100,8600,15125,13100,12471,18996,16971,273,1,31,152,49,308,308,0,19,885,208035,208035
27100,30604,33370,27100,30604,33370,27100,30604,33370,169,1,41,67,45,148,148,0,14,416,208239,208239
8612,16430,,8612,16430,,16004,23822,,328,1,37,115,32,357,357,0,17,885,208275,208275
8052,17037,17037,8988,17973,17973,13200,22185,22185,484,1,33,353,54,651,651,0,22,1475,208318,208318
8295,16620,,8295,16620,,15585,23910,,876,1,39,427,52,815,815,0,26,2231,208390,208390
8633,16283,,8633,16283,,16058,23708,,678,1,23,356,49,730,730,0,23,2910,208406,208406
9186,16341,,9186,16341,,13164,20319,,81,1,45,1,3,31,31,0,14,182,208415,208415
,,,,,,,,,,1,,158,71,223,223,0,43,,208479,208479
30992,39022,39022,30992,39022,39022,30992,39022,39022,220,1,43,174,71,246,246,0,23,507,208488,208488
11688,21090,21090,11688,21090,21090,20913,30315,30315,341,1,30,243,64,381,381,0,25,1153,208646,208646
19550,27550,26060,19550,27550,26060,19550,27550,26060,31,1,44,21,47,45,45,0,12,70,208725,208725
34414,44044,43800,34414,44044,43800,34414,44044,43800,619,1,69,347,83,420,420,0,14,893,208822,208822
22431,29926,,22431,29926,,22431,29926,,62,1,68,0,,0,0,0,17,91,208965,208965
7121,14996,14996,7121,14996,14996,11801,19676,19676,716,1,32,338,50,671,671,0,18,2264,209038,209038
45030,55666,55666,45030,55666,55666,45030,55666,55666,473,1,79,476,86,552,552,0,11,595,209056,209056
40160,48182,48182,40160,48182,48182,40160,48182,48182,447,1,84,355,80,441,443,2,12,531,209065,209065
8634,15660,,8634,15660,,13254,20280,,809,1,37,611,52,1184,1187,3,19,2215,209074,209074
24915,35175,,24915,35175,,24915,35175,,2,1,1,2,50,4,4,0,6,175,209108,209108
,,32784,,,32784,,,32784,15,1,100,11,85,13,13,0,5,15,209241,209241
8787,16707,,8787,16707,,14187,22107,,1269,1,24,759,52,1461,1461,0,21,5219,209250,209250
27995,35995,35395,27995,35995,35395,27995,35995,35395,51,1,40,20,67,30,30,0,15,127,209287,209287
,,,,,,,,,,1,,16,84,19,19,0,11,,209348,209348
28350,37650,37470,28350,37650,37470,28350,37650,37470,82,1,57,37,54,68,68,0,12,143,209409,209409
12348,20196,21163,12348,20196,21163,25988,33836,34803,342,1,19,288,74,388,388,0,21,1804,209506,209506
29945,38245,37745,29945,38245,37745,29945,38245,37745,20,1,49,10,53,19,19,0,8,41,209533,209533
12864,23442,23559,12864,23442,23559,28056,38634,38751,3553,1,54,2797,84,3324,3324,0,23,6537,209542,209542
13243,24352,24352,13243,24352,24352,33268,44377,44377,3913,1,69,3436,87,3962,3962,0,21,5672,209551,209551
46231,48221,48221,46231,48221,48221,46231,48221,48221,60,1,48,57,74,77,77,0,7,124,209603,209603
39694,50486,50486,39694,50486,50486,39694,50486,50486,421,1,68,365,79,460,460,0,10,617,209612,209612
8083,15556,,8083,15556,,12691,20164,,1176,1,24,679,59,1155,1155,0,22,4860,209746,209746
13978,25578,23528,13978,25578,23528,29188,40788,38738,1517,1,21,983,73,1346,1346,0,21,7388,209807,209807
41290,53958,53958,41290,53958,53958,41290,53958,53958,835,1,90,785,90,872,872,0,13,927,209825,209825
47860,54440,59630,47860,54440,59630,47860,54440,59630,354,1,82,301,94,320,320,0,9,433,209922,209922
8763,16914,,8763,16914,,9483,17634,,394,1,33,226,58,389,389,0,20,1203,209940,209940
16887,27807,,16887,27807,,16887,27807,,,1,,0,,0,0,0,10,,210076,210076
11656,20287,21367,11656,20287,21367,24118,32749,33829,595,1,32,429,67,641,641,0,18,1885,210146,210146
8874,16824,15375,8874,16824,15375,8874,16824,15375,379,1,70,202,50,406,406,0,14,543,210155,210155
11870,19778,19778,11870,19778,19778,12350,20258,20258,417,1,52,196,51,384,384,0,17,809,210234,210234
8790,15390,,8790,15390,,13314,19914,,99,1,14,62,42,147,157,10,17,712,210270,210270
32098,33892,32166,32098,33892,32166,32098,33892,32166,74,1,41,55,65,85,85,0,11,181,210304,210304
30331,41876,40407,30331,41876,40407,30331,41876,40407,222,1,79,167,77,218,218,0,13,280,210331,210331
20895,28473,,20895,28473,,20895,28473,,,1,,5,26,19,19,0,30,,210359,210359
44433,54813,54813,44433,54813,54813,44433,54813,54813,545,1,93,451,86,525,525,0,11,588,210401,210401
13266,22581,22581,13266,22581,22581,26391,35706,35706,826,1,51,685,69,1000,1000,0,18,1634,210429,210429
19474,25774,29734,19474,25774,29734,19474,25774,29734,80,1,85,40,74,54,54,0,6,94,210492,210492
39560,48360,49160,39560,48360,49160,39560,48360,49160,655,1,85,293,71,410,410,0,15,770,210571,210571
8728,11670,,11980,14922,,14972,17914,,2170,1,42,1371,55,2473,2473,0,19,5183,210605,210605
42100,49520,52020,42100,49520,52020,42100,49520,52020,601,1,91,499,85,584,584,0,11,658,210669,210669
36978,44906,48398,36978,44906,48398,36978,44906,48398,417,1,84,331,85,389,389,0,15,494,210739,210739
33060,39260,43250,33060,39260,43250,33060,39260,43250,389,1,67,292,71,411,411,0,12,581,210775,210775
24175,28551,33675,24175,28551,33675,24175,28551,33675,98,1,88,56,82,68,68,0,28,112,210890,210890
27028,30532,32911,27028,30532,32911,27028,30532,32911,73,1,52,24,62,39,40,1,10,140,210906,210906
27604,31108,36499,27604,31108,36499,27604,31108,36499,466,1,59,125,55,227,227,0,16,787,210942,210942
27316,30820,33514,27316,30820,33514,27316,30820,33514,318,1,62,162,54,299,299,0,16,513,210960,210960
22196,31286,29190,22196,31286,29190,22196,31286,29190,99,1,60,58,75,77,77,0,11,165,211024,211024
8310,15375,,12360,19425,,16410,23475,,291,1,28,131,61,216,217,1,19,1041,211079,211079
42160,57896,51970,42160,57896,51970,42160,57896,51970,597,1,80,579,85,678,678,0,12,742,211088,211088
,,,,,,,,,,1,,18,82,22,22,0,11,,211149,211149
22182,22182,22182,22182,22182,22182,32306,32306,32306,2208,1,78,1540,81,1910,1910,0,21,2821,211158,211158
19055,25085,27987,19055,25085,27987,19055,25085,27987,187,1,81,165,79,210,210,0,30,230,211200,211200
,,59760,,,59760,,,59760,365,1,95,331,91,365,365,0,8,385,211273,211273
,,61060,,,61060,,,61060,933,1,95,861,94,915,915,0,10,986,211291,211291
11066,16966,,14258,20158,,17450,23350,,1218,1,32,959,71,1349,1349,0,18,3813,211307,211307
6270,9420,,9060,12210,,11850,15000,,651,1,41,342,60,567,567,0,18,1572,211343,211343
32089,43726,45322,32089,43726,45322,32089,43726,45322,304,1,75,272,71,382,384,2,12,407,211352,211352
18884,25298,24860,18884,25298,24860,22736,29150,28712,1164,1,63,498,80,624,624,0,22,1849,211361,211361
