Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Grcohrt,Number of Records,Pgrcohrt,Ret Nmf,Ret Pcf,Rrftcta,Rrftct,Rrftex,Stufacr,Ugentern,Unitid (Ef2013D),Unitid
17678,24914,,17678,24914,,17678,24914,,42,1,71,17,50,34,34,0,14,59,211398,211398
30936,38450,38450,30936,38450,38450,30936,38450,38450,203,1,22,151,72,210,210,0,11,910,211431,211431
50042,61222,62032,50042,61222,62032,50042,61222,62032,1442,1,94,1320,94,1401,1408,7,10,1535,211440,211440
36000,44671,45021,36000,44671,45021,36000,44671,45021,140,1,36,97,67,145,145,0,9,386,211468,211468
19267,26122,25647,19267,26122,25647,19267,26122,25647,95,1,75,29,39,75,75,0,12,127,211477,211477
36440,46162,46162,36440,46162,46162,36440,46162,46162,92,1,24,90,77,117,117,0,10,376,211556,211556
35370,44378,44378,35370,44378,44378,35370,44378,44378,190,1,44,152,72,210,210,0,10,431,211583,211583
14056,21794,21716,14056,21794,21716,18552,26290,26212,344,1,84,171,54,315,315,0,16,409,211608,211608
13204,23004,22120,13204,23004,22120,17037,26837,25953,964,1,61,711,76,939,940,1,20,1591,211644,211644
,,,,,,,,,,1,,0,,0,0,0,10,,211802,211802
10315,22180,20742,10315,22180,20742,10315,22180,20742,29,1,85,25,89,28,28,0,2,34,211893,211893
19385,27665,,19385,27665,,19385,27665,,53,1,76,50,94,53,53,0,12,70,211909,211909
8270,15270,,11710,18710,,14750,21750,,1269,1,35,943,63,1507,1507,0,22,3619,211927,211927
35990,47467,47467,35990,47467,47467,35990,47467,47467,416,1,79,312,67,464,464,0,13,527,211981,211981
48615,60183,60183,48615,60183,60183,48615,60183,60183,626,1,93,540,90,601,601,0,10,675,212009,212009
25439,33959,,25439,33959,,25439,33959,,74,1,53,61,73,84,84,0,14,140,212045,212045
44255,57870,57870,44255,57870,57870,44255,57870,57870,3022,1,63,2607,86,3016,3016,0,10,4784,212054,212054
15255,18855,19255,15255,18855,19255,15255,18855,19255,24,1,57,22,71,31,31,0,9,42,212072,212072
19059,26808,,19059,26808,,19059,26808,,,1,,19,49,39,39,0,24,,212090,212090
35435,44567,44567,35435,44567,44567,35435,44567,44567,1537,1,90,1145,88,1307,1308,1,14,1709,212106,212106
14986,23586,20866,14986,23586,20866,25110,33710,30990,1143,1,60,876,71,1229,1229,0,22,1915,212115,212115
34272,39984,42192,34272,39984,42192,34272,39984,42192,433,1,55,294,80,366,366,0,13,792,212133,212133
12349,22649,20287,12349,22649,20287,16201,26501,24139,1073,1,66,689,72,953,953,0,19,1622,212160,212160
40300,46690,49650,40300,46690,49650,40300,46690,49650,530,1,91,410,82,502,503,1,12,585,212197,212197
11658,15558,,11658,15558,,11658,15558,,54,1,77,44,54,82,82,0,9,70,212425,212425
21920,24435,,21920,24435,,21920,24435,,77,1,100,67,87,77,86,9,9,77,212434,212434
17950,32950,,17950,32950,,17950,32950,,21,1,35,2,100,2,3,1,30,60,212452,212452
19316,31190,,19316,31190,,19316,31190,,,1,,11,92,12,12,0,11,,212568,212568
51161,60765,60765,51161,60765,60765,51161,60765,60765,604,1,93,550,92,599,599,0,9,651,212577,212577
30880,41820,41820,30880,41820,41820,30880,41820,41820,611,1,54,468,79,594,594,0,13,1122,212601,212601
27270,31270,36520,27270,31270,36520,27270,31270,36520,334,1,85,261,77,339,339,0,13,395,212656,212656
,,58320,,,58320,,,58320,703,1,98,678,88,769,769,0,10,721,212674,212674
16730,24838,24838,16730,24838,24838,16730,24838,24838,648,1,92,590,88,669,670,1,15,706,212805,212805
32450,45780,42030,32450,45780,42030,32450,45780,42030,211,1,41,74,82,90,90,0,14,512,212832,212832
31894,34506,34840,31894,34506,34840,31894,34506,34840,249,1,36,147,56,262,262,0,15,692,212869,212869
10826,18710,,12731,20615,,15896,23780,,1030,1,17,585,58,1015,1016,1,17,6023,212878,212878
48088,61898,61898,48088,61898,61898,48088,61898,61898,330,1,99,316,98,323,323,0,8,332,212911,212911
17184,34166,31207,17184,34166,31207,17184,34166,31207,84,1,99,64,74,87,90,3,8,85,212975,212975
29440,38312,41960,29440,38312,41960,29440,38312,41960,288,1,44,240,78,308,308,0,12,661,212984,212984
20214,30792,,20214,30792,,20214,30792,,17,1,100,13,93,14,14,0,15,17,212993,212993
37316,49576,49130,37316,49576,49130,37316,49576,49130,287,1,53,200,82,244,244,0,9,541,213011,213011
12800,23500,23920,12800,23500,23920,23936,34636,35056,2756,1,78,2144,73,2921,2924,3,19,3533,213020,213020
22195,28807,27765,22195,28807,27765,22195,28807,27765,156,1,71,136,72,188,190,2,17,219,213233,213233
41020,49220,49220,41020,49220,49220,41020,49220,49220,391,1,76,353,88,402,402,0,13,517,213251,213251
27980,33970,35500,27980,33970,35500,27980,33970,35500,311,1,67,183,71,256,256,0,11,463,213303,213303
17958,35958,,17958,35958,,17958,35958,,,1,,60,65,93,93,0,20,,213312,213312
36732,40560,45468,36732,40560,45468,36732,40560,45468,500,1,79,388,76,513,514,1,13,635,213321,213321
13895,22265,22265,13895,22265,22265,24019,32389,32389,1812,1,71,1451,73,1990,1990,0,20,2557,213349,213349
29236,37348,38434,29236,37348,38434,29236,37348,38434,229,1,56,174,72,242,243,1,13,409,213358,213358
41700,44900,51770,41700,44900,51770,41700,44900,51770,936,1,76,707,82,857,858,1,12,1233,213367,213367
17248,23218,25052,17248,23218,25052,17248,23218,25052,337,1,64,174,52,337,337,0,16,524,213376,213376
,,59750,,,59750,,,59750,635,1,94,574,91,629,629,0,10,676,213385,213385
21970,27470,29980,21970,27470,29980,21970,27470,29980,134,1,34,96,72,134,134,0,17,390,213400,213400
14340,25539,,14340,25539,,14340,25539,,35,1,43,35,71,49,49,0,12,81,213473,213473
39700,47090,48630,39700,47090,48630,39700,47090,48630,415,1,81,334,83,404,404,0,12,512,213507,213507
8650,12650,,11860,15860,,15070,19070,,947,1,32,550,55,991,991,0,18,2950,213525,213525
18325,25165,,18325,25165,,18325,25165,,219,1,72,134,68,197,197,0,16,305,213534,213534
45585,57145,57145,45585,57145,57145,45585,57145,57145,1198,1,96,1143,94,1217,1217,0,10,1243,213543,213543
16292,20282,23239,16292,20282,23239,21572,25562,28519,331,1,74,320,72,447,447,0,17,446,213598,213598
13674,23374,21874,13674,23374,21874,21798,31498,29998,1081,1,79,772,70,1099,1099,0,21,1360,213613,213613
28340,38300,,28340,38300,,28340,38300,,,1,,0,,0,0,0,10,,213622,213622
7540,12990,,11170,16620,,14800,20250,,1055,1,49,733,59,1238,1240,2,18,2161,213659,213659
36817,44729,46707,36817,44729,46707,36817,44729,46707,347,1,89,255,79,321,321,0,14,390,213668,213668
9077,12971,,9077,12971,,9077,12971,,12,1,55,6,60,10,10,0,11,22,213686,213686
21962,31116,28013,21962,31116,28013,21962,31116,28013,157,1,49,119,58,204,204,0,9,318,213774,213774
13242,18757,22434,13242,18757,22434,23366,28881,32558,622,1,74,328,72,456,456,0,16,843,213783,213783
35850,39790,46556,35850,39790,46556,35850,39790,46556,405,1,66,369,81,454,454,0,13,614,213826,213826
17235,22635,,17235,22635,,17235,22635,,100,1,51,94,73,128,128,0,35,195,213914,213914
33250,44838,44838,33250,44838,44838,33250,44838,44838,596,1,89,533,80,666,669,3,13,668,213987,213987
34820,43890,42990,34820,43890,42990,34820,43890,42990,648,1,83,613,87,708,708,0,13,778,213996,213996
31452,37516,,31452,37516,,31452,37516,,29,1,35,11,52,21,21,0,14,84,214023,214023
11216,22725,21309,11216,22725,21309,21340,32849,31433,1284,1,63,1053,81,1298,1298,0,22,2045,214041,214041
30310,37060,41940,30310,37060,41940,30310,37060,41940,428,1,63,414,81,511,511,0,13,676,214069,214069
10245,16080,,14295,20130,,18345,24180,,1550,1,34,911,62,1477,1477,0,20,4562,214111,214111
40728,50838,50838,40728,50838,50838,40728,50838,50838,74,1,64,82,79,104,104,0,8,116,214148,214148
40458,52428,49090,40458,52428,49090,40458,52428,49090,355,1,74,296,78,378,378,0,12,479,214157,214157
25768,35768,34598,25768,35768,34598,25768,35768,34598,387,1,53,113,60,188,188,0,13,735,214166,214166
44450,55370,55370,44450,55370,55370,44450,55370,55370,579,1,91,527,91,581,581,0,11,634,214175,214175
30335,39975,39475,30335,39975,39475,30335,39975,39475,501,1,81,378,66,574,574,0,14,619,214272,214272
,,,,,,,,,,1,,192,74,258,258,0,24,,214290,214290
9190,17986,17138,13600,22396,21548,17500,26296,25448,1498,1,44,951,63,1521,1523,2,21,3419,214379,214379
16504,25629,,16504,25629,,16504,25629,,,1,,6,86,7,7,0,15,,214476,214476
,,,,,,,,,,1,,202,79,256,257,1,22,,214528,214528
15150,21450,,15150,21450,,15150,21450,,305,1,81,173,53,329,329,0,13,375,214582,214582
20040,30840,30840,20040,30840,30840,27102,37902,37902,1103,1,82,854,83,1026,1026,0,15,1349,214591,214591
19212,30012,,19212,30012,,25818,36618,,161,1,59,95,71,133,133,0,13,272,214625,214625
19118,29918,,19118,29918,,25674,36474,,84,1,39,34,77,44,44,0,10,213,214634,214634
19154,29954,,19154,29954,,25760,36560,,167,1,70,117,81,144,144,0,14,238,214643,214643
19286,30086,,19286,30086,,25962,36762,,250,1,66,151,65,231,231,0,16,376,214652,214652
19402,30202,,19402,30202,,26078,36878,,231,1,59,172,81,212,212,0,14,392,214670,214670
20040,30840,30840,20040,30840,30840,27102,37902,37902,1415,1,89,1060,83,1278,1278,0,17,1584,214689,214689
19270,30070,30070,19270,30070,30070,25876,36676,36676,241,1,71,136,68,201,201,0,16,340,214698,214698
20040,30840,30840,20040,30840,30840,27102,37902,37902,792,1,76,587,78,756,756,0,17,1038,214704,214704
20040,30840,30840,20040,30840,30840,27102,37902,37902,740,1,67,508,82,620,621,1,14,1103,214713,214713
19408,30208,,19408,30208,,26084,36884,,326,1,66,264,74,359,360,1,16,491,214731,214731
19154,29954,,19154,29954,,25760,36560,,184,1,61,97,77,126,126,0,12,304,214740,214740
19212,30012,,19212,30012,,25818,36618,,198,1,63,101,74,137,137,0,11,314,214759,214759
19350,30150,30150,19350,30150,30150,26026,36826,36826,360,1,84,301,76,395,395,0,15,430,214768,214768
22792,33592,33592,22792,33592,33592,35366,46166,46166,8005,1,90,7023,92,7604,7604,0,17,8875,214777,214777
19264,30064,30064,19264,30064,30064,25870,36670,36670,191,1,74,137,71,193,193,0,12,259,214786,214786
19270,30070,30070,19270,30070,30070,25876,36676,36676,307,1,71,159,74,216,216,0,12,434,214795,214795
19408,30208,,19408,30208,,26084,36884,,917,1,71,509,77,662,662,0,21,1295,214801,214801
19350,30150,30150,19350,30150,30150,26026,36826,36826,256,1,76,143,71,202,202,0,15,337,214810,214810
19402,30202,,19402,30202,,26078,36878,,284,1,58,215,76,282,282,0,15,487,214829,214829
12346,19706,,12346,19706,,12346,19706,,6,1,38,7,54,13,13,0,15,16,214838,214838
20240,26430,,20240,26430,,20240,26430,,12,1,5,5,63,8,8,0,15,255,214883,214883
27100,33900,,27100,33900,,27100,33900,,115,1,100,90,69,130,130,0,15,115,214892,214892
34450,47180,47180,34450,47180,47180,34450,47180,47180,39,1,66,9,100,9,9,0,7,59,214971,214971
25548,30172,,25548,30172,,25548,30172,,51,1,78,47,76,62,62,0,8,65,215053,215053
48878,61800,61800,48878,61800,61800,48878,61800,61800,2353,1,73,2330,98,2383,2397,14,6,3214,215062,215062
39110,49624,49426,39110,49624,49426,39110,49624,49426,540,1,66,443,75,594,594,0,13,819,215099,215099
41839,51415,55327,41839,51415,55327,41839,51415,55327,457,1,79,333,82,408,408,0,8,580,215105,215105
25290,35290,34090,25290,35290,34090,25290,35290,34090,137,1,66,104,75,139,139,0,13,207,215114,215114
39194,52766,52766,39194,52766,52766,39194,52766,52766,440,1,78,425,88,483,483,0,11,561,215132,215132
8215,15525,,12655,19965,,17095,24405,,1355,1,26,715,51,1402,1402,0,15,5225,215239,215239
17224,25642,25642,17224,25642,25642,27828,36246,36246,389,1,75,231,70,330,330,0,17,520,215266,215266
17274,26714,26714,17274,26714,26714,27878,37318,37318,386,1,71,327,83,394,394,0,18,540,215275,215275
17276,26262,26262,17276,26262,26262,27880,36866,36866,688,1,82,570,75,764,764,0,20,836,215284,215284
21246,32126,32126,21246,32126,32126,31252,42132,42132,3851,1,80,3306,91,3638,3638,0,14,4831,215293,215293
15470,25614,25614,15470,25614,25614,24844,34988,34988,133,1,76,93,61,152,152,0,10,175,215309,215309
30324,38277,,30324,38277,,30324,38277,,107,1,71,68,67,102,102,0,10,151,215381,215381
,,,,,,,,,,1,,36,73,49,49,0,18,,215390,215390
21066,29319,29319,21066,29319,29319,21066,29319,29319,719,1,73,438,64,686,686,0,21,980,215415,215415
28359,41667,,28359,41667,,28359,41667,,116,1,81,120,45,265,265,0,13,143,215433,215433
29350,35450,39800,29350,35450,39800,29350,35450,39800,539,1,50,390,76,516,516,0,13,1074,215442,215442
11850,22650,,15180,25980,,18450,29250,,251,1,15,123,48,257,257,0,17,1674,215585,215585
20681,28121,27246,20681,28121,27246,20681,28121,27246,,1,,18,67,27,27,0,8,,215594,215594
29370,39245,37870,29370,39245,37870,29370,39245,37870,333,1,95,172,95,182,187,5,24,349,215637,215637
32392,38004,40755,32392,38004,40755,32392,38004,40755,988,1,73,683,81,848,848,0,15,1353,215655,215655
25422,36722,,25422,36722,,25422,36722,,111,1,100,102,81,126,126,0,20,111,215682,215682
37425,46305,46305,37425,46305,46305,37425,46305,46305,112,1,70,53,71,75,75,0,10,161,215691,215691
37692,48192,45038,37692,48192,45038,37692,48192,45038,400,1,99,329,82,400,431,31,14,404,215743,215743
45040,54772,54772,45040,54772,54772,45040,54772,54772,1272,1,82,1094,89,1229,1229,0,15,1556,215770,215770
36180,44278,42838,36180,44278,42838,36180,44278,42838,472,1,89,289,85,339,339,0,12,530,215798,215798
44422,49922,55008,44422,49922,55008,44422,49922,55008,878,1,85,868,90,961,961,0,11,1035,215929,215929
33600,42800,43900,33600,42800,43900,33600,42800,43900,380,1,52,264,78,337,337,0,14,732,215947,215947
22240,38200,,22240,38200,,22240,38200,,,1,,9,82,11,11,0,5,,215974,215974
12044,15360,,12044,15360,,12044,15360,,83,1,56,46,57,81,81,0,10,147,215992,215992
14502,22622,24046,14502,22622,24046,22970,31090,32514,1516,1,78,1056,71,1480,1480,0,19,1953,216010,216010
14768,22100,22132,14768,22100,22132,18270,25602,25634,1408,1,68,1261,82,1531,1544,13,21,2060,216038,216038
21600,27600,37000,21600,27600,37000,21600,27600,37000,10,1,37,5,83,6,6,0,7,27,216047,216047
23527,31596,,23527,31596,,23527,31596,,292,1,83,157,65,241,244,3,10,352,216083,216083
41500,51400,51400,41500,51400,51400,41500,51400,51400,589,1,89,529,84,631,631,0,12,660,216278,216278
,,60671,,,60671,,,60671,388,1,96,361,96,378,378,0,8,405,216287,216287
11130,12130,16780,11130,12130,16780,11130,12130,16780,402,1,90,206,65,315,315,0,16,447,216296,216296
,,18650,,,18650,,,18650,38,1,100,30,88,34,34,0,20,38,216311,216311
17166,32296,29632,17166,32296,29632,27192,42322,39658,4380,1,59,3650,89,4109,4109,0,14,7416,216339,216339
30602,39102,41078,30602,39102,41078,30602,39102,41078,303,1,83,195,65,298,298,0,14,367,216357,216357
18594,29718,,18594,29718,,18594,29718,,,1,,45,58,77,77,0,10,,216418,216418
23795,29933,,23795,29933,,23795,29933,,31,1,100,35,80,44,44,0,7,31,216427,216427
23566,29704,,23566,29704,,23566,29704,,107,1,99,64,71,90,90,0,12,108,216436,216436
19814,29669,,19814,29669,,19814,29669,,46,1,79,73,90,81,81,0,11,58,216445,216445
23594,29732,,23594,29732,,23594,29732,,82,1,83,81,81,100,100,0,13,99,216454,216454
52630,58880,58880,52630,58880,58880,52630,58880,58880,425,1,95,407,89,456,456,0,12,447,216524,216524
23232,31026,31026,23232,31026,31026,23232,31026,31026,134,1,70,120,74,163,163,0,14,191,216542,216542
27455,29055,43595,27455,29055,43595,27455,29055,43595,166,1,90,78,46,169,170,1,14,184,216551,216551
48780,58736,58736,48780,58736,58736,48780,58736,58736,1659,1,89,1542,94,1640,1641,1,12,1870,216597,216597
12887,21437,,12887,21437,,12887,21437,,,1,,2,40,5,5,0,6,,216630,216630
41410,51690,51690,41410,51690,51690,41410,51690,51690,326,1,90,323,86,376,376,0,10,361,216667,216667
23340,29500,31500,23340,29500,31500,23340,29500,31500,407,1,90,286,81,351,352,1,14,451,216694,216694
14950,25690,25690,14950,25690,25690,25074,35814,35814,2292,1,61,2032,87,2326,2326,0,20,3738,216764,216764
13889,28489,20049,13889,28489,20049,13889,28489,20049,,1,,3,100,3,3,0,8,,216773,216773
16683,23242,,16683,23242,,16683,23242,,,1,,18,56,32,32,0,25,,216782,216782
36695,44555,43805,36695,44555,43805,36695,44555,43805,302,1,98,273,86,316,316,0,11,309,216807,216807
6320,8820,,9290,11790,,12080,14580,,1072,1,52,633,59,1076,1076,0,17,2050,216825,216825
41523,49713,54019,41523,49713,54019,41523,49713,54019,827,1,83,536,75,710,710,0,12,991,216852,216852
35200,42850,46786,35200,42850,46786,35200,42850,46786,584,1,70,462,78,589,589,0,14,836,216931,216931
32450,36950,41963,32450,36950,41963,32450,36950,41963,70,1,54,40,53,75,75,0,8,130,217013,217013
,,14925,,,14925,,,14925,17,1,94,13,93,14,14,0,9,18,217040,217040
20710,30290,29790,20710,30290,29790,20710,30290,29790,1070,1,75,850,75,1135,1135,0,16,1424,217059,217059
16592,26688,,16592,26688,,16592,26688,,35,1,100,30,57,53,53,0,11,35,217086,217086
,,60460,,,60460,,,60460,1542,1,85,1492,97,1536,1536,0,8,1805,217156,217156
41734,50734,53598,41734,50734,53598,41734,50734,53598,890,1,89,695,90,770,772,2,16,1004,217165,217165
31321,35821,41461,31321,35821,41461,31321,35821,41461,1957,1,73,1372,79,1737,1737,0,24,2671,217235,217235
27568,34703,,27568,34703,,27568,34703,,498,1,77,0,,0,0,0,13,645,217305,217305
50030,58690,57625,50030,58690,57625,50030,58690,57625,1027,1,85,906,91,998,998,0,12,1215,217402,217402
11002,23302,20053,11002,23302,20053,21700,34000,30751,1128,1,63,804,77,1038,1038,0,14,1787,217420,217420
9510,18438,,9510,18438,,16142,25070,,1657,1,20,1250,64,1939,1963,24,18,8206,217475,217475
21250,26692,26882,21250,26692,26882,36816,42258,42448,2970,1,79,2422,81,2980,2980,0,17,3779,217484,217484
50128,61054,61054,50128,61054,61054,50128,61054,61054,455,1,88,402,93,434,434,0,9,519,217493,217493
34822,39148,49394,34822,39148,49394,34822,39148,49394,1102,1,85,828,83,997,997,0,14,1304,217518,217518
37850,47150,49950,37850,47150,49950,37850,47150,49950,463,1,88,430,79,544,544,0,13,529,217536,217536
21369,31224,,21369,31224,,21369,31224,,,1,,0,0,1,1,0,8,,217572,217572
17080,31930,23580,17080,31930,23580,17080,31930,23580,42,1,32,26,79,33,33,0,17,131,217606,217606
9968,10268,,10313,10613,,15780,16080,,254,1,30,196,48,405,405,0,16,834,217615,217615
15940,19540,20300,15940,19540,20300,15940,19540,20300,179,1,77,54,45,121,121,0,15,233,217624,217624
29416,38016,37014,29416,38016,37014,29416,38016,37014,502,1,56,389,73,530,530,0,16,894,217633,217633
28090,37140,35740,28090,37140,35740,28090,37140,35740,656,1,65,405,65,626,626,0,15,1009,217688,217688
6340,13540,,6940,14140,,10948,18148,,174,1,20,86,50,173,173,0,15,866,217712,217712
28096,36696,30458,28096,36696,30458,28096,36696,30458,554,1,83,392,53,735,735,0,18,664,217721,217721
17260,27018,23050,17260,27018,23050,17260,27018,23050,667,1,75,531,80,665,665,0,11,884,217749,217749
25210,31255,33750,25210,31255,33750,25210,31255,33750,162,1,53,103,66,157,157,0,18,308,217776,217776
15830,24720,26656,15830,24720,26656,32294,41184,43120,2110,1,68,1759,83,2129,2134,5,16,3090,217819,217819
9777,20832,,9993,21048,,12321,23376,,211,1,49,111,51,216,216,0,17,428,217837,217837
,,25442,,,25442,,,44243,645,1,78,571,85,675,676,1,14,831,217864,217864
25000,35540,32300,25000,35540,32300,25000,35540,32300,385,1,75,309,70,440,440,0,14,512,217873,217873
20360,27698,28502,20360,27698,28502,37794,45132,45936,3286,1,73,3158,92,3435,3435,0,17,4532,217882,217882
6600,14800,14050,6600,14800,14050,6600,14800,14050,78,1,87,0,,0,0,0,21,90,217891,217891
27079,30873,34689,27079,30873,34689,27079,30873,34689,245,1,64,111,59,187,187,0,12,382,217907,217907
26030,36030,32130,26030,36030,32130,26030,36030,32130,102,1,60,86,85,101,101,0,15,171,217925,217925
32684,40645,39316,32684,40645,39316,32684,40645,39316,127,1,45,120,64,187,187,0,10,281,217934,217934
35784,39024,42094,35784,39024,42094,35784,39024,42094,231,1,85,133,73,181,181,0,11,271,217961,217961
8612,12178,12178,8612,12178,12178,10964,14530,14530,350,1,73,229,37,627,627,0,39,477,217989,217989
45130,47530,47610,45130,47530,47610,45130,47530,47610,207,1,83,114,83,137,137,0,12,250,217998,217998
9670,15808,,9932,16070,,11766,17904,,827,1,42,397,46,858,858,0,26,1983,218025,218025
14455,22865,,14455,22865,,14455,22865,,28,1,46,17,61,28,28,0,8,61,218043,218043
13891,20923,20923,13891,20923,20923,22869,29901,29901,743,1,61,544,67,814,814,0,15,1225,218061,218061
45532,57272,57276,45532,57272,57276,45532,57272,57276,755,1,93,607,87,694,694,0,11,814,218070,218070
,,6400,,,6400,,,6400,5,1,14,11,65,17,17,0,4,37,218089,218089
7192,17230,,7528,17566,,11368,21406,,1570,1,44,855,49,1749,1749,0,17,3573,218113,218113
8287,16604,,9201,17518,,10991,19308,,617,1,29,365,57,641,641,0,21,2152,218140,218140
14800,22300,22300,14800,22300,22300,23836,31336,31336,516,1,69,348,61,567,567,0,16,743,218229,218229
33216,35306,36416,33216,35306,36416,33216,35306,36416,448,1,47,155,58,266,266,0,19,963,218238,218238
9320,15827,,10232,16739,,16568,23075,,1568,1,40,816,52,1570,1570,0,20,3897,218353,218353
16487,22412,21481,16487,22412,21481,16487,22412,21481,250,1,84,132,50,264,264,0,15,299,218399,218399
29400,40365,40365,29400,40365,40365,29400,40365,40365,237,1,75,151,69,220,220,0,12,317,218414,218414
