name_x,czname_x,public,iclevel,tier,tier_name,avgfacsal_2013,exp_instr_pc_2013,k_median_x,k_mean,k_rank
University Of North Alabama,Florence,1,1.0,5,Selective public,7152.0,5038.8057,36000,38778.51945855303,0.5690015
Chesapeake College,Easton,1,2.0,9,Two-year (public and private not-for-profit),6292.0,4619.8901,31000,33186.12487636334,0.52815354
Abraham Baldwin Agricultural College,Valdosta,1,1.0,7,Nonselective four-year public,4752.0,3301.0461,32500,35346.92996925601,0.53531063
Washington State University,Pullman,1,1.0,5,Selective public,8547.0,8254.5195,50000,56209.457594956795,0.66634655
Renton Technical College,Seattle,1,2.0,9,Two-year (public and private not-for-profit),6579.0,4945.9551,30000,34206.087249373435,0.51331091
"International Academy Of Design And Technology of Chicago, IL",Chicago,0,1.0,10,Four-year for-profit,4859.5947,5168.6934,24900,26421.746376314703,0.46906307
Oklahoma City University,Oklahoma City,0,1.0,6,Selective private,7055.0,10615.335,39600,46771.27473958334,0.59802622
Montana State University Bozeman,Bozeman,1,1.0,5,Selective public,8068.0,6030.2681,40400,49189.11330909496,0.6152035
Alfred University,Olean,0,1.0,6,Selective private,6408.0,9391.0098,44600,51684.431483114924,0.64449984
Georgia Highlands College,Rome,1,2.0,9,Two-year (public and private not-for-profit),4537.0,2419.5713,29900,33516.1328125,0.5109877
Agnes Scott College,Atlanta,0,1.0,4,Highly selective private,8379.0,10864.845,38900,45756.53515625,0.58335757
Northwest Florida State College,Pensacola,1,1.0,7,Nonselective four-year public,6186.0,2389.8127,29000,31705.236970021364,0.50316483
Eastern Florida State College,Palm Bay,1,1.0,7,Nonselective four-year public,6117.0,2279.7681,25700,30151.524971026152,0.48310146
Vanderbilt University,Nashville,0,1.0,2,Other elite schools (public and private),12871.0,69294.281,72800,97621.93062700043,0.74373597
Motlow State Community College,Tullahoma,1,2.0,9,Two-year (public and private not-for-profit),5050.0,2907.9087,28000,30836.298900989535,0.50167221
Belmont Abbey College,Gastonia,0,1.0,6,Selective private,4524.0,4568.0361,38100,43370.90231467121,0.6071707
Dixie State University,St. George,1,1.0,7,Nonselective four-year public,6490.0,2457.7925,27900,35031.52278677638,0.50273818
Vance - Granville Community College,Henderson,1,2.0,9,Two-year (public and private not-for-profit),4851.0,3844.9136,23800,25315.87891851067,0.45551604
Florence - Darlington Technical College,Florence,1,2.0,9,Two-year (public and private not-for-profit),5525.0,2754.2463,23700,27030.276536659694,0.46799552
Greenville College,Edwardsville,0,1.0,6,Selective private,5649.0,6138.7793,33800,39515.38989216918,0.57417804
Full Sail University,Orlando,0,1.0,10,Four-year for-profit,4007.0,4772.4658,28700,34168.815755735915,0.51047486
"Southwestern Community College of Sylva, NC",Sylva,1,2.0,9,Two-year (public and private not-for-profit),4859.0,3952.0034,22900,25276.302596058456,0.44804123
University Of West Georgia,LaGrange,1,1.0,5,Selective public,5787.0,4775.1904,37500,40477.01257119103,0.58102518
Williams Baptist College,Jonesboro,0,1.0,6,Selective private,5359.0,4279.3994,30500,30799.750823974613,0.53135854
Georgetown College,Lexington-Fayette,0,1.0,6,Selective private,5999.0,6468.4673,44900,55414.287849600456,0.64916283
University Of North Texas,Dallas,1,1.0,5,Selective public,9746.0,5755.0498,42000,46208.195140750664,0.60990536
University Of Virginia,Charlottesville,1,1.0,2,Other elite schools (public and private),12428.0,14793.028,71200,101595.3225910349,0.7574531999999999
Bucknell University,Sunbury,0,1.0,2,Other elite schools (public and private),10168.0,17158.783,71800,100204.6075135265,0.76141262
University Of Sioux Falls,Sioux Falls,0,1.0,6,Selective private,6075.0,5301.0166,42600,48121.81770833334,0.63708878
Carl Sandburg College,Galesburg,1,2.0,9,Two-year (public and private not-for-profit),6028.0,2976.8109999999997,26300,31640.35611979167,0.50335246
"Middlesex Community College of Bedford, MA",Boston,1,2.0,9,Two-year (public and private not-for-profit),6868.0,3086.4294,34100,36356.5991528133,0.55047482
Southern Connecticut State University,Bridgeport,1,1.0,5,Selective public,8318.0,7641.4639,43400,44909.634340564735,0.62148345
Central Connecticut State University,Bridgeport,1,1.0,5,Selective public,8513.0,6440.2061,46600,48401.6263514299,0.65054363
Grinnell College,Marshalltown,0,1.0,4,Highly selective private,9129.0,20974.91,47300,57211.90310574088,0.6582756
Cleveland Community College,Gastonia,1,2.0,9,Two-year (public and private not-for-profit),5120.0,3488.5859,23700,25469.830900765734,0.45707762
Doane College,Lincoln,0,1.0,6,Selective private,5575.1226,5415.4937,45100,51174.44312697785,0.66584432
Multnomah University,Portland,0,1.0,8,Nonselective four-year private not-for-profit,5433.0,4636.4707,24700,31003.878797743062,0.49519008
Manor College,Philadelphia,0,2.0,9,Two-year (public and private not-for-profit),4828.0,3891.4448,33700,36440.45963541666,0.54687911
Southwest Florida College,Cape Coral,0,1.0,10,Four-year for-profit,4363.0,7718.0684,18900,23402.42447916667,0.43416864
Calhoun Community College,Huntsville,1,2.0,9,Two-year (public and private not-for-profit),6083.0,2300.2507,26100,29716.872508375753,0.48694676
Naugatuck Valley Community College,Bridgeport,1,2.0,9,Two-year (public and private not-for-profit),8096.0,3399.1252,33800,35884.4815360711,0.54934299
Northern Oklahoma College,Tulsa,1,2.0,9,Two-year (public and private not-for-profit),5192.0,3955.6665,29800,34816.167099709135,0.52411622
Piedmont Technical College,Greenville,1,2.0,9,Two-year (public and private not-for-profit),4996.0,2501.3401,24800,26672.532295807807,0.47398466
"Manchester Community College of Manchester, CT",Bridgeport,1,2.0,9,Two-year (public and private not-for-profit),7453.0,3069.7761,35200,37142.28133794813,0.55233198
North Carolina Wesleyan College,Wilson,0,1.0,6,Selective private,5438.0,4126.7183,34100,37552.88035192757,0.55390686
Brookdale Community College,Toms River,1,2.0,9,Two-year (public and private not-for-profit),7558.0,3183.7886,33800,40098.1829747466,0.55315858
Phoenix Metro Community Colleges,Phoenix,1,2.0,9,Two-year (public and private not-for-profit),8090.1895,2208.542,31700,35334.97856545351,0.52490836
Kentucky Wesleyan College,Owensboro,0,1.0,6,Selective private,5191.0,4514.0308,38800,46655.01517325682,0.6087538
Francis Marion University,Florence,1,1.0,5,Selective public,7223.0,6034.4995,34100,38398.7099522293,0.56778264
Freed Hardeman University,Jackson,0,1.0,6,Selective private,6154.0,4884.1694,34500,41269.34849269701,0.55978584
Massasoit Community College,Boston,1,2.0,9,Two-year (public and private not-for-profit),6336.0,2187.1414,31500,34849.05194018543,0.52765644
Upper Iowa University,Waterloo,0,1.0,6,Selective private,5794.0,3939.5244,36900,37917.62880945797,0.57560396
Central New Mexico Community College,Albuquerque,1,2.0,9,Two-year (public and private not-for-profit),4942.0,2289.5803,23300,27236.891355762327,0.45718208
Southern New Hampshire University,Manchester,0,1.0,6,Selective private,6991.0,2526.4954,42700,47382.708741679,0.62902522
Gannon University,Erie,0,1.0,6,Selective private,7326.0,6644.4609,49000,55336.588683216585,0.67716718
Holyoke Community College,Springfield,1,2.0,9,Two-year (public and private not-for-profit),6836.0,3306.8718,30500,33768.61422951306,0.5207925999999999
Atlanta Technical College,Atlanta,1,2.0,9,Two-year (public and private not-for-profit),3966.0,3932.1475,18000,20750.52408854167,0.40582091
Albany Technical College,Albany,1,2.0,9,Two-year (public and private not-for-profit),4413.0,3189.8547,15800,19887.24088541667,0.40087923
Edgecombe Community College,Wilson,1,2.0,9,Two-year (public and private not-for-profit),3846.0,3916.5229,20800,24371.450863754893,0.43928879
Abilene Christian University,Abilene,0,1.0,6,Selective private,5508.0,7046.2036,40100,50874.14613349563,0.59242207
Texas A&M University,College Station,1,1.0,3,Highly selective public,10280.497,12058.028,59400,73997.09467522702,0.70535862
Oral Roberts University,Tulsa,0,1.0,6,Selective private,6551.0,5687.4136,32700,40591.42649820655,0.5457135999999999
American Institute Of Business,Des Moines,0,1.0,8,Nonselective four-year private not-for-profit,4706.0,3560.0209999999997,38700,41033.30138922665,0.5984745
Murray State University,Murray,1,1.0,5,Selective public,7145.0,5775.2056,36100,41941.115900394616,0.57827175
Concord University,Bluefield,1,1.0,5,Selective public,6123.0,4757.7935,31800,35334.11635323104,0.5328305999999999
Dunwoody College Of Technology,Minneapolis,0,1.0,8,Nonselective four-year private not-for-profit,5199.0,8188.6685,51600,50832.91369121288,0.69287711
Northwest University,Seattle,0,1.0,6,Selective private,6395.0,5812.0464,38000,38779.796875,0.55346179
Shorter University,Rome,0,1.0,6,Selective private,4851.5273,3735.0005,37400,39544.10415850313,0.56712222
Clinton Community College - SUNY Office Of Community Colleges,Plattsburgh,1,2.0,9,Two-year (public and private not-for-profit),5645.0,3618.7363,29300,32855.33664565058,0.51219392
"Delaware Technical Community College of Dover, DE",Dover,1,2.0,9,Two-year (public and private not-for-profit),6660.0,4954.7764,28900,33895.203108089816,0.5229134
Indiana University Of Pennsylvania,Pittsburgh,1,1.0,5,Selective public,9088.0,7115.855,38800,41936.56806692718,0.59639502
MTI College,Sacramento,0,2.0,11,Two-year for-profit,2405.0,3834.1199,32300,31827.19838169643,0.47871688
University Of Oregon,Eugene,1,1.0,5,Selective public,8828.0,10355.128,43700,52302.19010068656,0.62415242
Endicott College,Boston,0,1.0,6,Selective private,8415.0,4359.9478,47500,50345.366378219034,0.66118622
Dominican University,Chicago,0,1.0,6,Selective private,6685.0,7412.5952,44300,48531.46850260417,0.63895571
Chestnut Hill College,Philadelphia,0,1.0,6,Selective private,6218.0,5528.1357,38900,44728.203125,0.59218025
"Concordia University of Irvine, CA",Los Angeles,0,1.0,6,Selective private,7044.0,5801.956999999999,39600,44780.79943382048,0.58319998
Northeast Mississippi Community College,Corinth,1,2.0,9,Two-year (public and private not-for-profit),5416.0,4262.8423,31500,35827.09895833334,0.53319484
Illinois College,Jacksonville,0,1.0,6,Selective private,5171.0,8813.4502,41000,46997.333975846064,0.63601446
New River Community College,Roanoke,1,2.0,9,Two-year (public and private not-for-profit),7068.0,2451.6541,30500,32729.007696710712,0.51190287
Sauk Valley Community College,Rockford,1,2.0,9,Two-year (public and private not-for-profit),5838.0,3537.4265,28900,32024.492381388463,0.51630741
Jackson State Community College,Jackson,1,2.0,9,Two-year (public and private not-for-profit),7055.0,3064.7878,29400,32946.467242697014,0.51393908
"Blue Ridge Community College of Weyers Cave, VA",Staunton,1,2.0,9,Two-year (public and private not-for-profit),6255.0,2461.9138,31000,33269.726504540515,0.52480859
College Of The Redwoods,Eureka,1,2.0,9,Two-year (public and private not-for-profit),8265.0,4093.7954,20300,26270.295595134434,0.44118643
University Of Denver,Denver,0,1.0,6,Selective private,8914.0,11717.032,51200,65720.68800257731,0.66514242
Luzerne County Community College,Scranton,1,2.0,9,Two-year (public and private not-for-profit),6286.0,3397.6458,29200,31535.09205816453,0.50945991
Point Loma Nazarene University,San Diego,0,1.0,6,Selective private,9653.0,8512.0156,45900,51744.295548691865,0.61900693
Pratt Community College,Pratt,1,2.0,9,Two-year (public and private not-for-profit),4395.0,3023.0759,29600,32783.65299479166,0.52594763
Western Kentucky University,Bowling Green,1,1.0,5,Selective public,6983.0,5567.8457,35100,39026.64807969931,0.56745535
Stillman College,Tuscaloosa,0,1.0,6,Selective private,4743.0,3469.6859999999997,29600,30977.80533854167,0.50768238
"Emmanuel College of Franklin Springs, GA",Toccoa,0,1.0,8,Nonselective four-year private not-for-profit,5151.0,4503.7437,29200,31163.47300644062,0.51437205
Kaskaskia College,Centralia,1,2.0,9,Two-year (public and private not-for-profit),7953.0,2960.1006,27500,33143.23893229166,0.51843941
Medtech College,Washington DC,0,2.0,11,Two-year for-profit,4054.0,2021.2168,17100,22720.80729166667,0.43447903
Orangeburg - Calhoun Technical College,Columbia,1,2.0,9,Two-year (public and private not-for-profit),4830.0,3358.5649,23200,26217.339224969543,0.46081981
South University,Dallas,0,1.0,10,Four-year for-profit,5339.5728,4384.7808,22700,30084.83919270833,0.48006976
East Georgia State College,Statesboro,1,1.0,7,Nonselective four-year public,4276.0,2269.4922,27400,31569.20275564112,0.50024265
Atlantic Cape Community College,Philadelphia,1,2.0,9,Two-year (public and private not-for-profit),6356.0,2237.0066,26500,31138.84557319459,0.49675524
Darton State College,Albany,1,2.0,9,Two-year (public and private not-for-profit),4595.0,2544.9753,28800,32792.82611956909,0.51247728
Ocean County College,Toms River,1,2.0,9,Two-year (public and private not-for-profit),7032.0,1942.3245,32800,37615.596411941224,0.54898763
Brookline College,Phoenix,0,1.0,10,Four-year for-profit,4608.6831,10716.058,16200,19864.069082095917,0.39060855
Lake Tahoe Community College,Sacramento,1,2.0,9,Two-year (public and private not-for-profit),7726.0,2405.0408,22100,29165.23548916035,0.45809174
Northwest Nazarene University,Boise City,0,1.0,6,Selective private,5691.0,6447.4395,34300,41743.73979924842,0.5552417
University Of Maine System,Bangor,1,1.0,5,Selective public,7847.3403,6099.4873,34300,38128.01698368299,0.56202447
University Of Arkansas Community College At Morrilton,Little Rock,1,2.0,9,Two-year (public and private not-for-profit),4606.0,2626.8359,24400,29103.58741890689,0.4822759
Macalester College,Minneapolis,0,1.0,2,Other elite schools (public and private),9450.0,15990.338,47000,56736.68291024479,0.65982276
Rogue Community College,Medford,1,2.0,9,Two-year (public and private not-for-profit),6589.0,3066.1729,21800,27559.987854705458,0.44766638
"Universal Technical Institute of Orlando, FL",Orlando,0,2.0,11,Two-year for-profit,,4095.2688,33700,35313.87434092078,0.53808409
Rowan College At Gloucester County,Philadelphia,1,2.0,9,Two-year (public and private not-for-profit),7406.0,2891.6113,33800,37237.95983347386,0.54396558
Mount Wachusett Community College,Boston,1,2.0,9,Two-year (public and private not-for-profit),6097.0,2980.1475,28900,31955.14568566544,0.50970834
Winthrop University,Charlotte,1,1.0,5,Selective public,7223.0,6363.0942,38600,41556.46991502193,0.59178835
Michigan State University,Lansing,1,1.0,5,Selective public,10614.0,12459.678999999998,52600,63681.26959923642,0.68983477
Texas School Of Business,Houston,0,2.0,11,Two-year for-profit,3473.6104,3348.0337,20200,21630.16892990931,0.41770959
University Of North Carolina School Of The Arts,Winston-Salem,1,1.0,7,Nonselective four-year public,6953.0,18691.824,32000,41258.77701039388,0.54859185
Hardin-Simmons University,Abilene,0,1.0,6,Selective private,6653.0,7766.9106,41600,48270.905926750995,0.60332167
Great Falls College Montana State University,Great Falls,1,2.0,9,Two-year (public and private not-for-profit),5406.0,4064.7908,24200,27219.787103013034,0.46692988
Moravian College,Allentown,0,1.0,6,Selective private,5630.0,8994.0967,56200,57845.97265625,0.70033514
Ithaca College,Elmira,0,1.0,6,Selective private,8425.0,11058.293,52500,60694.34316368178,0.68663323
Washington And Jefferson College,Pittsburgh,0,1.0,6,Selective private,7571.0,9883.4971,54700,63581.24991264693,0.70234174
Glenville State College,Summersville,1,1.0,5,Selective public,6069.0,3827.6343,34300,38045.20561557743,0.53098613
Shippensburg University Of Pennsylvania,Harrisburg,1,1.0,5,Selective public,9483.0,7012.8359,47500,51435.849083805115,0.66833979
North Florida Community College,Lake City,1,2.0,9,Two-year (public and private not-for-profit),4946.0,3303.5596,26500,28600.741585744938,0.48372704
Lee University,Cleveland,0,1.0,6,Selective private,5605.0,4273.2236,32400,36693.3073799435,0.53170145
Central Washington University,Yakima,1,1.0,5,Selective public,7306.0,7196.7778,45000,47688.64033142878,0.62899685
Dartmouth College,Claremont,0,1.0,1,Ivy Plus,13143.0,21772.873,76600,130760.1009245315,0.76683617
Gwynedd Mercy University,Philadelphia,0,1.0,6,Selective private,7046.0,5468.7549,52700,54652.32158446396,0.68861669
Washington State Community College,Parkersburg,1,2.0,9,Two-year (public and private not-for-profit),4865.0,3050.7612,24600,30284.96135204081,0.49090886
Austin Peay State University,Clarksville,1,1.0,5,Selective public,6879.0,5018.3735,33500,37157.31941810682,0.54391879
Zane State College,Zanesville,1,2.0,9,Two-year (public and private not-for-profit),5080.0,3673.2813,27000,31531.19140625,0.50375021
Genesee Community College,Buffalo,1,2.0,9,Two-year (public and private not-for-profit),6109.0,2266.4297,28400,30779.48270413307,0.50667995
Baylor University,Waco,0,1.0,4,Highly selective private,8793.0,12419.548999999999,50300,65545.43303217494,0.65530515
Automotive Training Center,Philadelphia,0,2.0,11,Two-year for-profit,,8396.5127,39900,43009.46693670612,0.60135126
Albright College,Reading,0,1.0,6,Selective private,6340.0,9063.4053,47300,53178.04860419984,0.66668701
Atlanta Metropolitan  State College,Atlanta,1,1.0,7,Nonselective four-year public,4197.0,2222.9597,23800,26594.90912270498,0.4689441
Treasure Valley Community College,Ontario,1,2.0,9,Two-year (public and private not-for-profit),6238.0,3461.5737,23900,32994.225186396434,0.47191805
Elmira College,Elmira,0,1.0,6,Selective private,4676.0,6864.3623,47500,47371.37109375,0.63479525
Illinois Eastern Community Colleges - Olney Central College,Olney,1,2.0,9,Two-year (public and private not-for-profit),6308.0,2722.3379,26200,31022.6559901825,0.49525920000000007
SUNY College Of Agriculture & Technology At Cobleskill,Albany,1,1.0,5,Selective public,6477.0,6765.4102,34200,36901.379124365485,0.5621931
Mars Hill University,Asheville,0,1.0,6,Selective private,5017.0,5047.0986,34300,36688.904020252136,0.55378902
Mount Hood Community College,Portland,1,2.0,9,Two-year (public and private not-for-profit),7774.0,3245.76,30100,32858.60214357898,0.51274961
Skagit Valley College,Seattle,1,2.0,9,Two-year (public and private not-for-profit),6747.0,5053.8267,30600,33995.55222173659,0.52052861
Carleton College,Owatonna,0,1.0,2,Other elite schools (public and private),10669.0,21752.109,51700,66866.31334682938,0.68178016
Lewis & Clark College,Portland,0,1.0,6,Selective private,9221.0,13444.25,41600,49125.55686544513,0.61407632
Berkshire Community College,Pittsfield,1,2.0,9,Two-year (public and private not-for-profit),6871.0,4341.1792,28700,30806.067336748234,0.50555092
Brown College,Minneapolis,0,1.0,10,Four-year for-profit,4907.0786,4852.7944,31000,33721.199055474186,0.54164797
Institute For Business & Technology,San Antonio,0,3.0,12,Less than two-year schools of any type,,2618.3679,18200,29219.427734375,0.44094676
Certain Colorado Community Colleges,Denver,1,2.0,9,Two-year (public and private not-for-profit),5505.895,2243.0291,27900,31724.91004365666,0.4992246
Mountain Empire Community College,Big Stone Gap,1,2.0,9,Two-year (public and private not-for-profit),5917.0,3114.8159,19600,23256.463400407833,0.42251641
Coconino County Community College,Flagstaff,1,2.0,9,Two-year (public and private not-for-profit),6639.0,2184.8457,25000,30081.080032571066,0.48053005
Fort Hays State University,Hays,1,1.0,5,Selective public,6488.0,3106.3174,38500,42354.00798003668,0.5989694000000001
Ogeechee Technical College,Statesboro,1,2.0,9,Two-year (public and private not-for-profit),4079.0,2738.3259,19600,24778.495140460298,0.43961042
Concordia College - Moorhead,Fargo,0,1.0,6,Selective private,4889.0,9934.7656,45600,53204.408914016574,0.65302819
School Of The Museum Of Fine Arts,Boston,0,1.0,8,Nonselective four-year private not-for-profit,5549.0,12272.235,25000,33690.95776367188,0.47728616
Hiram College,Cleveland,0,1.0,6,Selective private,5420.0,7655.4976,43300,48128.03959350587,0.63453603
Pacific University,Portland,0,1.0,6,Selective private,7478.0,9948.1084,47500,51289.51927083333,0.65049332
West Virginia State University,Charleston,1,1.0,5,Selective public,6067.0,4596.8125,27200,30808.801806991898,0.49208882
Virginia Polytechnic Institute & State University,Roanoke,1,1.0,3,Highly selective public,10146.0,9853.499,62300,70050.93190764994,0.73210704
North Carolina State University,Raleigh,1,1.0,5,Selective public,9774.0,11762.114,52300,63117.29576116968,0.68862855
"Carrington College of Spokane Valley, WA",Spokane,0,2.0,11,Two-year for-profit,4168.4922,4874.8633,20400,21232.064453125,0.40423626
Williamsburg Technical College,Florence,1,2.0,9,Two-year (public and private not-for-profit),4040.0,3175.8582,15600,18322.22200520833,0.39786831
James H. Faulkner State Community College,Mobile,1,2.0,9,Two-year (public and private not-for-profit),6116.0,2894.2146,27500,30667.724219057338,0.49913538
Massachusetts College Of Liberal Arts,Pittsfield,1,1.0,5,Selective public,8113.0,7093.3511,36900,40879.06279168192,0.58111972
Seattle Pacific University,Seattle,0,1.0,6,Selective private,8258.0,8969.9629,39100,50907.877285088034,0.57563281
Digipen Institute Of Technology,Seattle,0,1.0,10,Four-year for-profit,7659.0,6652.8066,76000,88204.59635416669,0.76224446
Princeton University,Newark,0,1.0,1,Ivy Plus,15711.0,37336.176,90700,166992.6907953439,0.79054838
Itawamba Community College,Tupelo,1,2.0,9,Two-year (public and private not-for-profit),6292.0,5288.689,28400,30602.48177083333,0.50267196
"University Of Saint Francis of Joliet, IL",Chicago,0,1.0,6,Selective private,7543.0,5087.2192,48500,50007.642225052245,0.66265166
Hodges University,Cape Coral,0,1.0,8,Nonselective four-year private not-for-profit,5132.0,5233.3799,26800,30504.70638020833,0.49505129
Allegheny College,Erie,0,1.0,6,Selective private,8108.0,10659.741000000002,52500,59176.89973958334,0.69026655
Cabrini College,Philadelphia,0,1.0,6,Selective private,7005.0,4842.1592,46700,49354.61884375,0.65229261
Youngstown State University,Youngstown,1,1.0,5,Selective public,7905.0,5409.2378,36000,41010.53022597011,0.57429749
Blue Mountain Community College,Kennewick,1,2.0,9,Two-year (public and private not-for-profit),5525.0,2835.5923,27500,29965.771484375,0.49327916
Moultrie Technical College,Valdosta,1,2.0,9,Two-year (public and private not-for-profit),4229.0,3554.1426,15500,19493.79622395833,0.39342844
Rhode Island School Of Design,Providence,0,1.0,8,Nonselective four-year private not-for-profit,7949.0,19315.066000000003,37800,48511.198957806184,0.58517081
Mount Ida College,Boston,0,1.0,6,Selective private,6336.0,6538.1167,30000,34100.82514444987,0.52117133
Bossier Parish Community College,Shreveport,1,2.0,9,Two-year (public and private not-for-profit),4924.0,2533.8931,27600,33123.26375762195,0.50281465
Virginia Highlands Community College,Johnson City,1,2.0,9,Two-year (public and private not-for-profit),6314.0,3207.1113,24900,26688.423225814,0.47109181
Northern Michigan University,Marquette,1,1.0,5,Selective public,7442.0,5085.8491,35800,39208.03165282936,0.57213718
Massachusetts College Of Art And Design,Boston,1,1.0,7,Nonselective four-year public,9403.0,8651.4873,32700,37527.61467559325,0.54359609
College Of Southern Maryland,Washington DC,1,2.0,9,Two-year (public and private not-for-profit),7967.0,2799.4741,38800,41853.51720195185,0.58424383
Saint Louis University,St. Louis,0,1.0,6,Selective private,10028.0,11813.426000000001,57100,70340.04663304647,0.71508449
Mineral Area College,Farmington,1,2.0,9,Two-year (public and private not-for-profit),5198.0,2941.8801,26100,28749.88387919853,0.48451421
Lake Michigan College,South Bend,1,2.0,9,Two-year (public and private not-for-profit),6704.0,2670.1436,26900,30038.939138142614,0.50326908
South Hills School Of Business & Technology,State College,0,2.0,11,Two-year for-profit,3936.0,5318.9956,29100,30079.43887758436,0.51053536
Lake Superior State University,Sault Ste. Marie,1,1.0,5,Selective public,6061.0,5720.5288,35700,39689.31481621458,0.57547873
Siena College,Albany,0,1.0,6,Selective private,8320.0,9610.4092,61100,75221.96860941517,0.7451281
Tennessee College Of Applied Technology - Morristown,Morristown,1,2.0,9,Two-year (public and private not-for-profit),,3995.4285,25000,28796.27799479167,0.46832871
Eastern Nazarene College,Boston,0,1.0,6,Selective private,5561.0,4478.0376,34400,40489.18466129658,0.55318338
Tulsa Technology Center School,Tulsa,1,2.0,9,Two-year (public and private not-for-profit),,14601.065,25000,28961.138330568036,0.46884692
Pensacola State College,Pensacola,1,1.0,7,Nonselective four-year public,5317.0,2467.7341,26500,29112.97977361762,0.47860512
Jamestown Community College,Erie,1,2.0,9,Two-year (public and private not-for-profit),6598.0,3289.1555,27600,30463.11024234169,0.50105023
Franklin Pierce University,Keene,0,1.0,6,Selective private,5299.0,7458.4048,39100,42566.34156324761,0.60509735
Finger Lakes Community College - SUNY Office Of Community College,Buffalo,1,2.0,9,Two-year (public and private not-for-profit),5806.0,3438.3264,29200,31572.32194448916,0.51350415
Southwest Georgia Technical College,Thomasville,1,2.0,9,Two-year (public and private not-for-profit),4627.0,3557.9565,23000,24292.951171875,0.45257086
Neumann University,Philadelphia,0,1.0,6,Selective private,6649.0,4010.3923,40800,43074.65695039862,0.60366547
Chattahoochee Technical College,Atlanta,1,2.0,9,Two-year (public and private not-for-profit),4642.0,2100.8958,24100,27595.14973958333,0.47147736
Bridgewater State University,Boston,1,1.0,5,Selective public,8315.0,4082.5894,45400,46548.66707230582,0.63724977
Wheeling Jesuit University,Wheeling,0,1.0,6,Selective private,5731.0,5812.4268,47200,54264.33899093512,0.66543138
University Of Hartford,Bridgeport,0,1.0,6,Selective private,8178.0,11399.881000000001,47400,54098.8271005407,0.65237433
Villanova University,Philadelphia,0,1.0,2,Other elite schools (public and private),10425.0,13403.059,78300,96732.57598164373,0.7759077
Southeastern Technical College,Vidalia,1,2.0,9,Two-year (public and private not-for-profit),4421.0,4086.6692,17000,22531.593916949103,0.42586219
Montcalm Community College,Grand Rapids,1,2.0,9,Two-year (public and private not-for-profit),8060.0,3498.5098,20600,26373.263671875,0.46518314
Herzing University,Madison,0,1.0,10,Four-year for-profit,5100.4746,7766.4873,33500,37544.56380208334,0.55256963
Jacksonville State University,LaGrange,1,1.0,5,Selective public,6857.0,5031.4956,34300,35482.28205966728,0.54711288
University Of Dallas,Dallas,0,1.0,6,Selective private,7217.0,7274.8447,44200,48719.752141166566,0.58811259
Anthem College And The Bryman School Of Arizona,Phoenix,0,1.0,10,Four-year for-profit,3628.0640000000003,1968.5941,23100,25831.5,0.46031681
Minneapolis College Of Art & Design,Minneapolis,0,1.0,8,Nonselective four-year private not-for-profit,6334.0,11249.431999999999,28000,35806.38634474734,0.53677082
Otero Junior College,Pueblo,1,2.0,9,Two-year (public and private not-for-profit),5007.0,5987.0967,22500,27636.20614474514,0.45229918
Southern Illinois University At Carbondale,Carbondale,1,1.0,5,Selective public,7208.0,12879.848,42000,47368.328371040196,0.62379104
Lord Fairfax Community College,Winchester,1,2.0,9,Two-year (public and private not-for-profit),6421.0,2405.4202,33200,34996.87798248707,0.54025877
Iowa State University Of Science & Technology,Des Moines,1,1.0,5,Selective public,10027.0,8010.5078,51900,59765.07870323405,0.69768214
Texas Wesleyan University,Fort Worth,0,1.0,6,Selective private,6803.0,7599.5679,42000,42900.3125,0.61143231
"Columbia College of Columbia, SC",Columbia,0,1.0,6,Selective private,5435.0,6111.7671,33800,35072.84456111183,0.55602545
Seton Hill University,Pittsburgh,0,1.0,6,Selective private,6822.0,7043.9712,33800,37017.43716166339,0.54883432
Saint Vincent College & Seminary,Pittsburgh,0,1.0,6,Selective private,7116.0,7797.8164,47600,55393.55516550165,0.67928898
University Of Montana ,Missoula,1,1.0,5,Selective public,9948.0,6069.0742,34600,40551.69245212311,0.56635207
Northwest Mississippi Community College,Memphis,1,2.0,9,Two-year (public and private not-for-profit),5554.0,4127.5586,27200,30860.07053191098,0.49514109
Lenoir Community College,Jacksonville,1,2.0,9,Two-year (public and private not-for-profit),4790.0,5587.7021,24400,27536.676237686817,0.47281867
University Of Mount Olive,Goldsboro,0,1.0,6,Selective private,6231.0,2449.7463,38100,39488.66449185075,0.57097906
Hannibal - Lagrange University,Quincy,0,1.0,6,Selective private,5168.0,3635.1401,30600,35227.324923155735,0.52344412
Southern Illinois University Edwardsville,Edwardsville,1,1.0,5,Selective public,7859.0,9625.1875,41400,46128.56277290131,0.62535119
Stevens Henager College,Salt Lake City,0,1.0,8,Nonselective four-year private not-for-profit,2674.9414,4346.2329,23200,29419.62825520833,0.47709957
Augsburg College,Minneapolis,0,1.0,6,Selective private,6868.0,8099.0962,49000,52349.58390122015,0.66369879
Valdosta State University,Valdosta,1,1.0,5,Selective public,5998.0,4445.8647,37800,41364.91641226733,0.58293021
Saginaw Valley State University,Saginaw,1,1.0,5,Selective public,7489.0,4523.2202,40000,44256.903505434784,0.60756117
West Liberty University,Wheeling,1,1.0,5,Selective public,6482.0,4666.2783,36400,39310.67229285082,0.56933689
Shawnee Community College,Carbondale,1,2.0,9,Two-year (public and private not-for-profit),6519.0,3969.1824,22000,26409.91666666667,0.46252531
