name_x,czname_x,public,iclevel,tier,tier_name,avgfacsal_2013,exp_instr_pc_2013,k_median_x,k_mean,k_rank
Mount Aloysius College,Altoona,0,1.0,6,Selective private,6238.0,4823.1904,40900,42991.11848958334,0.60558575
Howard Community College,Baltimore,1,2.0,9,Two-year (public and private not-for-profit),6889.0,4706.5239,33700,39432.71399373472,0.55126935
Lewis And Clark Community College,Edwardsville,1,2.0,9,Two-year (public and private not-for-profit),7141.0,2697.3333,28100,32119.95930395025,0.50905973
Kankakee Community College,Bourbonnais,1,2.0,9,Two-year (public and private not-for-profit),6680.0,3210.5017,29500,34953.078125,0.5261116
Spokane And Spokane Falls Community Colleges,Spokane,1,2.0,9,Two-year (public and private not-for-profit),6227.9404,3684.2085,28200,32184.492200180848,0.50309795
Lebanon Valley College,Reading,0,1.0,6,Selective private,7793.0,8020.8228,49000,53326.87375161082,0.67441291
Metro Business College,Columbia,0,2.0,11,Two-year for-profit,2799.6274,3833.3559999999998,14100,17520.24088541667,0.36898872
American University ,Washington DC,0,1.0,4,Highly selective private,11074.0,10360.741,59100,67366.26089358567,0.70164877
Delaware County Community College,Philadelphia,1,2.0,9,Two-year (public and private not-for-profit),8194.0,3282.3218,32100,36079.98036680009,0.53715765
Indiana Institute Of Technology,Fort Wayne,0,1.0,6,Selective private,6965.0,2411.7769,40700,45671.01953125,0.60533005
Garden City Community College,Garden City,1,2.0,9,Two-year (public and private not-for-profit),5854.0,3876.2817,32100,34780.79144305661,0.54175287
Maryville University Of Saint Louis,St. Louis,0,1.0,6,Selective private,7411.0,5405.8672,44600,50600.60953776041,0.63888532
Maryville College,Knoxville,0,1.0,6,Selective private,6508.0,6550.5698,37700,46265.202984838135,0.60782284
Rend Lake College,Centralia,1,2.0,9,Two-year (public and private not-for-profit),5802.0,2290.6807,28000,32711.769211169136,0.51181298
Rollins College,Orlando,0,1.0,4,Highly selective private,7767.0,10779.733999999999,42800,60022.002933739626,0.60713106
Virginia Wesleyan College,Virginia Beach,0,1.0,6,Selective private,7466.0,8440.5713,40400,42790.62743055556,0.59829491
Baker University,Topeka,0,1.0,6,Selective private,5758.0,3618.5986,45800,51606.31890323993,0.64553618
Meredith College,Raleigh,0,1.0,6,Selective private,6925.0,8205.8848,35500,39904.122536823255,0.55169648
Boise State University,Boise City,1,1.0,5,Selective public,6905.0,4604.4639,31900,38199.34834422955,0.53644258
Northeastern Junior College,Sterling,1,2.0,9,Two-year (public and private not-for-profit),5021.0,3526.6555,31600,38223.69725680329,0.54273808
Indian Hills Community College,Ottumwa,1,2.0,9,Two-year (public and private not-for-profit),5567.0,5112.8003,32500,34836.39710872887,0.54405373
Martin Community College,Washington,1,2.0,9,Two-year (public and private not-for-profit),4693.0,5211.8315,22200,23966.721742691534,0.42897597
West Chester University Of Pennsylvania,Philadelphia,1,1.0,5,Selective public,8909.0,6302.2764,47500,50830.7919915098,0.64984936
Peru State College,Nebraska City,1,1.0,5,Selective public,6725.0,2758.4678,36000,40008.80410278067,0.57537234
University Of Nebraska System,Lincoln,1,1.0,5,Selective public,8866.502,7258.0063,45200,52762.25348336705,0.65554863
Virginia Western Community College,Roanoke,1,2.0,9,Two-year (public and private not-for-profit),6260.0,2475.5398,28400,30292.79050373177,0.49715182
Kansas State University,Manhattan,1,1.0,5,Selective public,8154.0,8459.4307,45600,54335.87408154221,0.65586811
Linn-Benton Community College,Eugene,1,2.0,9,Two-year (public and private not-for-profit),7426.0,5167.3081,28400,32642.8240363024,0.50704944
Erie Community College,Buffalo,1,2.0,9,Two-year (public and private not-for-profit),6348.0,3806.7383,30900,33811.91746084385,0.52878851
University Of Tennessee System,Knoxville,1,1.0,5,Selective public,8743.2051,13177.065,42000,53050.55121059205,0.62756348
Dalton State College,Rome,1,1.0,7,Nonselective four-year public,5160.0,3135.8394,29700,32172.400890892783,0.51712179
Middlebury College,Burlington,0,1.0,2,Other elite schools (public and private),10587.2,27825.463,61800,98359.42873798756,0.72319168
International Career Development Center,Los Angeles,0,2.0,11,Two-year for-profit,4189.0,2047.4463,16700,18241.47721354167,0.38172649999999997
University Of Rio Grande,Athens,0,1.0,6,Selective private,5976.0,4985.7261,27900,32234.43096826766,0.50766009
University Of North Carolina - Greensboro,Greensboro,1,1.0,5,Selective public,7926.0,7315.3506,36800,39299.914206966096,0.57666248
College Of Du Page,Chicago,1,2.0,9,Two-year (public and private not-for-profit),10742.0,3282.5132,30400,34834.719693938976,0.52450532
Lesley University,Boston,0,1.0,6,Selective private,7838.0,6362.4888,29500,33427.683894629816,0.52087611
"Wheaton College of Norton, MA",Providence,0,1.0,4,Highly selective private,9037.0,14140.552,46600,59152.4945058435,0.64772576
Mendocino College,Santa Rosa,1,2.0,9,Two-year (public and private not-for-profit),8180.0,3423.9702,21400,27068.71580950683,0.44117504
Reinhardt University,Atlanta,0,1.0,6,Selective private,5710.0,5654.4453,31100,35515.40364583334,0.52438956
Pima Medical Institute,Tucson,0,1.0,10,Four-year for-profit,4798.9478,3156.114,22700,24471.777601709906,0.44293156
Cazenovia College,Syracuse,0,1.0,6,Selective private,6671.0,7983.7173,28800,33215.49753289473,0.51207566
Oklahoma Christian University,Oklahoma City,0,1.0,6,Selective private,6581.0,6814.4463,36100,42572.86914757562,0.5801208000000001
Rhodes College,Memphis,0,1.0,4,Highly selective private,8035.0,13834.946000000002,52000,69649.47651667889,0.67339414
Franklin & Marshall College,Reading,0,1.0,2,Other elite schools (public and private),9332.0,18996.242,57800,70874.24340584807,0.70487088
College Of Lake County,Chicago,1,2.0,9,Two-year (public and private not-for-profit),9558.0,2923.2148,33800,37235.50332869382,0.55204558
Central Methodist University,Columbia,0,1.0,6,Selective private,5204.085,10164.646,36200,40218.28670247397,0.58226788
Moraine Valley Community College,Chicago,1,2.0,9,Two-year (public and private not-for-profit),6264.0,2567.3386,36100,39896.85570382864,0.56392062
Catawba College,Charlotte,0,1.0,6,Selective private,6342.0,5846.5889,42000,43134.38671875,0.60263246
John Tyler Community College,Richmond,1,2.0,9,Two-year (public and private not-for-profit),6497.0,1956.3317,29900,32235.283614637367,0.52077901
Western Oregon University,Eugene,1,1.0,5,Selective public,6100.0,5729.9067,40800,41562.514842226345,0.59685761
Judson University,Chicago,0,1.0,6,Selective private,6071.0,8144.1934,35900,38414.74886273734,0.54955882
Tompkins Cortland Community College,Elmira,1,2.0,9,Two-year (public and private not-for-profit),6766.0,3561.9346,27200,29687.311930201315,0.49271235
Brigham Young University - Hawaii,Honolulu,0,1.0,6,Selective private,8794.0,10795.642,22600,35057.53515625,0.48858145
University Of Memphis ,Memphis,1,1.0,5,Selective public,8304.0,6705.3403,36100,42918.67639626912,0.57352173
Oberlin College,Lorain,0,1.0,2,Other elite schools (public and private),9872.0,24666.25,38900,46274.053269206386,0.58647269
Davenport University,Grand Rapids,0,1.0,6,Selective private,6090.0,2740.9392,23400,28433.05554229232,0.47117141
Wilkes Community College,North Wilkesboro,1,2.0,9,Two-year (public and private not-for-profit),5089.0,5559.8032,25000,27615.38107294422,0.47837016
Paul D. Camp Community College,Newport News,1,2.0,9,Two-year (public and private not-for-profit),6237.0,3275.3811,26000,28703.56743958939,0.48544586
College Of Saint Benedict,St. Cloud,0,1.0,6,Selective private,8036.0,10174.049,47300,51491.3648204291,0.6619162
Wingate University,Charlotte,0,1.0,6,Selective private,7232.0,7850.6792,40700,47033.5451407597,0.61691082
Portland Community College,Portland,1,2.0,9,Two-year (public and private not-for-profit),6859.0,3413.9094,26500,30971.8785638852,0.48580885
Moberly Area Community College,Moberly,1,2.0,9,Two-year (public and private not-for-profit),4907.0,1743.9105,26400,29831.301844874462,0.49090534
Walla Walla Community College,Kennewick,1,2.0,9,Two-year (public and private not-for-profit),5822.0,4163.8413,30100,33274.51403248915,0.5182119000000001
Edgewood College,Madison,0,1.0,6,Selective private,5576.0,5392.481,40500,43739.24436828987,0.60667574
Anne Arundel Community College,Baltimore,1,2.0,9,Two-year (public and private not-for-profit),6769.0,3845.0366,36000,39562.5693060068,0.56532937
Jacksonville University,Jacksonville,0,1.0,6,Selective private,6923.0,6036.4932,43700,50111.46484375,0.62791878
Fort Myers Institute Of Technology And Cape Coral Institute Of Technology,Cape Coral,1,2.0,9,Two-year (public and private not-for-profit),,6229.8579,21400,27469.6519639757,0.45825106
Chemeketa Community College,Eugene,1,2.0,9,Two-year (public and private not-for-profit),6353.0,3813.7709999999997,27600,31411.10472388576,0.49338758
Blackburn University,Edwardsville,0,1.0,6,Selective private,5861.0,6313.9009,41300,42374.59244791666,0.62804711
Sierra College,Sacramento,1,2.0,9,Two-year (public and private not-for-profit),7123.0,2116.1255,30900,36985.47884017227,0.52875453
University Of Louisville,Louisville,1,1.0,5,Selective public,9373.0,13208.296,39800,45508.97184577534,0.61449826
Washington College,Easton,0,1.0,6,Selective private,7927.0,12517.691,51500,65631.67485908489,0.68641001
Mayville State University,Grand Forks,1,1.0,5,Selective public,5460.0,6126.3018,40000,41996.58629773054,0.60751384
Simpson College,Des Moines,0,1.0,6,Selective private,6312.0,7099.9219,48800,53602.204494287624,0.67851728
California Lutheran University,Los Angeles,0,1.0,6,Selective private,9597.0,7661.8345,50900,57255.63567708332,0.66655928
Olivet College,Lansing,0,1.0,6,Selective private,5258.0,4176.0425,34700,36802.11470424107,0.55289894
University Of Colorado System,Denver,1,1.0,5,Selective public,9471.7119,12817.367,48300,60883.52901107162,0.65163875
Pulaski Technical College,Little Rock,1,2.0,9,Two-year (public and private not-for-profit),5198.0,1939.1615,24300,27335.910292359178,0.46892029
"Sullivan University, Sullivan College Of Technology And Design And Spencerian College",Louisville,0,1.0,10,Four-year for-profit,6280.6655,4141.5547,27700,29349.237003462968,0.49507719
Concordia University Texas,Austin,0,1.0,6,Selective private,6269.0,4274.6006,40400,50690.25390625,0.64885706
Walla Walla University,Kennewick,0,1.0,6,Selective private,4638.0,8890.2412,39000,50048.48177083334,0.5992319
Greenville Technical College,Greenville,1,2.0,9,Two-year (public and private not-for-profit),5269.0,3447.8406,26800,28759.11746169252,0.48443365
Otterbein University,Columbus,0,1.0,6,Selective private,7287.0,8120.5747,42300,47374.03959779076,0.6223320999999999
Green River Community College,Seattle,1,2.0,9,Two-year (public and private not-for-profit),6316.0,4000.6807,35900,39454.26942695692,0.55719364
Drury University,Springfield,0,1.0,6,Selective private,7024.0,4762.7988,34000,44646.781386063165,0.56912273
Tri-County Technical College,Greenville,1,2.0,9,Two-year (public and private not-for-profit),4914.0,3329.0339,28500,30495.27206487554,0.50169009
Gardner - Webb University,Gastonia,0,1.0,6,Selective private,6413.0,5020.1128,37200,39463.61587696158,0.58107734
Ozark Christian College,Joplin,0,1.0,8,Nonselective four-year private not-for-profit,4654.0,3995.78,25800,29060.16750837053,0.47246662
Olivet Nazarene University,Bourbonnais,0,1.0,6,Selective private,6769.0,4573.0186,35800,46212.93302363172,0.57909477
University Of North Georgia,Gainesville,1,1.0,5,Selective public,5492.0,,40700,43006.86441861195,0.59979934
Coker College,Florence,0,1.0,6,Selective private,6032.0,5160.0498,34600,36753.18229166666,0.5588879
Sarah Lawrence College,New York,0,1.0,4,Highly selective private,9806.0,16999.908,34300,38304.24869791666,0.54740375
Lenoir-Rhyne University,Hickory,0,1.0,6,Selective private,6600.0,6240.416,39400,44797.84258466514,0.61094898
Ozarks Technical Community College,Springfield,1,2.0,9,Two-year (public and private not-for-profit),4573.0,2730.3845,26900,29882.63186683167,0.49327493
Fort Scott Community College,Joplin,1,2.0,9,Two-year (public and private not-for-profit),3526.0,4169.8281,28600,30426.53892611348,0.49847394
Bucks County Community College,Philadelphia,1,2.0,9,Two-year (public and private not-for-profit),6366.0,3896.7319,33100,36177.71783952637,0.54301298
Berry College,Rome,0,1.0,6,Selective private,7060.0,9957.9326,43400,49306.1640625,0.61237258
Western Nevada College,Reno,1,1.0,7,Nonselective four-year public,7708.0,2154.3906,26000,29163.2663624979,0.4774901
Gateway Community College,Bridgeport,1,2.0,9,Two-year (public and private not-for-profit),7774.0,3696.3748,29600,33628.14703576743,0.51893997
Dickinson College,Harrisburg,0,1.0,4,Highly selective private,8726.0,16881.635,55100,67280.7315879159,0.70475048
Wichita State University,Wichita,1,1.0,5,Selective public,7568.0,4746.8936,38000,43097.49840666119,0.5843611999999999
Midlands Technical College,Columbia,1,2.0,9,Two-year (public and private not-for-profit),6006.0,3065.7646,26400,29062.365040012162,0.48201227
Lake Land College,Charleston,1,2.0,9,Two-year (public and private not-for-profit),5887.0,3602.2112,28500,32832.473896229465,0.51515943
Iowa Central Community College,Fort Dodge,1,2.0,9,Two-year (public and private not-for-profit),6595.0,3410.7927,34200,36216.89551963938,0.55786192
Lakes Region Community College,Manchester,1,2.0,9,Two-year (public and private not-for-profit),5939.0,4317.9863,33700,36487.94613024437,0.55146194
University Of Akron ,Cleveland,1,1.0,5,Selective public,9053.3047,6975.6982,35700,42518.20111589696,0.57816756
Missouri Valley College,Marshall,0,1.0,6,Selective private,4635.0,3011.5774,38100,39804.66796875,0.58041894
University Of Charleston,Charleston,0,1.0,6,Selective private,6012.0,8450.7764,38000,46538.68720539456,0.60218436
State University Of New York College At Potsdam,Watertown,1,1.0,5,Selective public,6194.0,9551.6875,39400,40186.426197663015,0.58798397
Cape Fear Community College,Wilmington,1,2.0,9,Two-year (public and private not-for-profit),5368.0,4282.4351,24200,28566.51251995545,0.47062463
Clemson University,Greenville,1,1.0,3,Highly selective public,9907.0,10246.718,52300,62756.05670703307,0.69215232
Geneva College,Pittsburgh,0,1.0,6,Selective private,6808.0,7659.4873,37900,40221.87262369792,0.57011944
Delaware Technical Community College - Owens Campus,Dover,1,2.0,9,Two-year (public and private not-for-profit),6781.0,4284.6357,30000,31739.54750245643,0.52518898
Bluefield State College,Bluefield,1,1.0,5,Selective public,6170.0,4634.3364,24800,29678.156223586586,0.48312131
Idaho State University,Pocatello,1,1.0,5,Selective public,6469.0,5795.2441,29900,36676.81103200235,0.51970506
Tallahassee Community College,Tallahassee,1,2.0,9,Two-year (public and private not-for-profit),5362.0,2514.4585,28500,33584.79247027131,0.50481087
Mary Baldwin College,Staunton,0,1.0,6,Selective private,6471.0,6679.6343,38700,38948.44010416666,0.57828879
"Anderson University of Anderson, SC",Greenville,0,1.0,8,Nonselective four-year private not-for-profit,6409.0,4117.2671,32600,34404.90461033951,0.53385842
University Of New Hampshire,Manchester,1,1.0,5,Selective public,10966.711000000001,9655.9814,49100,55197.61696283071,0.67611426
Community College Of Allegheny County,Pittsburgh,1,2.0,9,Two-year (public and private not-for-profit),6461.0,2788.1228,28100,31723.286231527632,0.50231719
East Carolina University,Jacksonville,1,1.0,5,Selective public,7975.0,10032.889000000001,41200,46837.7266677973,0.62338138
Messiah College,Harrisburg,0,1.0,6,Selective private,7958.0,8915.5664,44100,50693.68489583334,0.63696247
Cecil College,Wilmington,1,2.0,9,Two-year (public and private not-for-profit),6135.0,3627.4312,33000,37274.21223958334,0.5406549
Laramie County Community College,Cheyenne,1,2.0,9,Two-year (public and private not-for-profit),6312.0,4430.9175,31900,34619.54266295099,0.53934973
