Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Enrft,Enrpt,Enrtot,Number of Records,Unitid (Drvef2013),Unitid
10909,18765,18765,10909,18765,18765,24731,32587,32587,3129,655,3784,1,199111,199111
14016,24024,24024,14016,24024,24024,35798,45806,45806,24390,4737,29127,1,199120,199120
9781,18903,19080,9781,18903,19080,22310,31432,31609,20436,6135,26571,1,199139,199139
12214,20966,19172,12214,20966,19172,26012,34764,32970,13858,4216,18074,1,199148,199148
9659,18947,18547,9659,18947,18547,20232,29520,29120,6550,1543,8093,1,199157,199157
12433,21995,21995,12433,21995,21995,25578,35140,35140,895,17,912,1,199184,199184
16150,22184,22184,16150,22184,22184,29605,35639,35639,26770,7239,34009,1,199193,199193
29432,38432,37812,29432,38432,37812,29432,38432,37812,1232,370,1602,1,199209,199209
11977,20601,20601,11977,20601,20601,24114,32738,32738,12001,1936,13937,1,199218,199218
5306,9774,,5306,9774,,11450,15918,,201,396,597,1,199263,199263
30700,37900,38900,30700,37900,38900,30700,37900,38900,950,131,1081,1,199272,199272
10881,17424,17622,10881,17424,17622,20088,26631,26829,4485,1737,6222,1,199281,199281
27650,37140,37140,27650,37140,37140,27650,37140,37140,1041,819,1860,1,199306,199306
17366,28760,23578,17366,28760,23578,17366,28760,23578,177,207,384,1,199315,199315
10231,15982,,10231,15982,,16375,22126,,699,892,1591,1,199324,199324
7779,14979,,7779,14979,,13922,21122,,4670,4232,8902,1,199333,199333
33600,41307,44124,33600,41307,44124,33600,41307,44124,1579,706,2285,1,199412,199412
9546,17580,,9546,17580,,14154,22188,,1155,1869,3024,1,199421,199421
6811,13111,,6811,13111,,12955,19255,,1112,1552,2664,1,199449,199449
19310,28110,25090,19310,28110,25090,19310,28110,25090,129,33,162,1,199458,199458
5389,10589,,5389,10589,,11533,16733,,422,511,933,1,199467,199467
9738,18098,,9738,18098,,15882,24242,,876,1384,2260,1,199476,199476
7732,15332,,7732,15332,,12328,19928,,857,997,1854,1,199485,199485
5520,14020,,5520,14020,,11664,20164,,2610,4121,6731,1,199494,199494
24015,34770,31642,24015,34770,31642,24015,34770,31642,1265,34,1299,1,199582,199582
29688,,41600,29688,,41600,29688,,41600,845,342,1187,1,199607,199607
9488,20099,,9488,20099,,15632,26243,,723,815,1538,1,199625,199625
8296,17392,,8296,17392,,14440,23536,,1973,2185,4158,1,199634,199634
22170,30270,29378,22170,30270,29378,22170,30270,29378,1875,187,2062,1,199643,199643
29542,39400,40000,29542,39400,40000,29542,39400,40000,592,43,635,1,199698,199698
6689,17700,,6689,17700,,12834,23845,,766,636,1402,1,199722,199722
7416,17136,,7416,17136,,12792,22512,,937,1305,2242,1,199731,199731
9778,15390,,9778,15390,,15922,21534,,1072,1813,2885,1,199740,199740
9165,15665,13035,9165,15665,13035,9165,15665,13035,1363,903,2266,1,199759,199759
12026,16556,,12026,16556,,18170,22700,,1640,1814,3454,1,199768,199768
9412,21019,,9412,21019,,15172,26779,,1877,2284,4161,1,199786,199786
8739,15797,,8739,15797,,14883,21941,,654,758,1412,1,199795,199795
6809,14301,,6809,14301,,11417,18909,,1087,2921,4008,1,199838,199838
47292,60242,60242,47292,60242,60242,47292,60242,60242,7375,227,7602,1,199847,199847
8835,19335,,8835,19335,,14979,25479,,5986,13174,19160,1,199856,199856
34204,43000,43000,34204,43000,43000,34204,43000,43000,887,6,893,1,199865,199865
7140,17171,,7140,17171,,13284,23315,,1813,2024,3837,1,199892,199892
7741,19070,,7741,19070,,13923,25252,,1242,1110,2352,1,199908,199908
7518,13518,,7518,13518,,13662,19662,,1500,1253,2753,1,199926,199926
10663,14758,,10663,14758,,16807,20902,,1072,1045,2117,1,199953,199953
27740,34740,37740,27740,34740,37740,27740,34740,37740,2457,545,3002,1,199962,199962
7165,12175,,7165,12175,,7165,12175,,53,0,53,1,199971,199971
8868,16311,16708,8868,16311,16708,17681,25124,25521,4614,785,5399,1,199999,199999
11122,21897,18599,11122,21897,18599,20719,31494,28196,7750,2357,10107,1,200004,200004
16767,24390,,16767,24390,,16767,24390,,526,438,964,1,200013,200013
7787,13301,13301,7787,13301,13301,12362,17876,17876,2365,1697,4062,1,200022,200022
10462,16044,16044,10462,16044,16044,12814,18396,18396,1018,431,1449,1,200059,200059
8110,15310,,8110,15310,,8110,15310,,128,75,203,1,200086,200086
21794,28738,28738,21794,28738,28738,21794,28738,28738,923,74,997,1,200156,200156
8537,13807,13807,8537,13807,13807,8537,13807,13807,486,1412,1898,1,200192,200192
7200,13550,,7200,13550,,7200,13550,,159,95,254,1,200208,200208
18343,25068,24121,18343,25068,24121,18343,25068,24121,1744,1166,2910,1,200217,200217
10423,16445,16445,10423,16445,16445,12745,18767,18767,587,478,1065,1,200226,200226
9456,18746,16196,9456,18746,16196,9456,18746,16196,2273,1260,3533,1,200253,200253
14762,21162,21162,14762,21162,21162,25048,31448,31448,11160,3983,15143,1,200280,200280
8400,14256,14256,8400,14256,14256,14208,20064,20064,1712,1456,3168,1,200305,200305
8529,14529,14316,8529,14529,14316,10130,16130,15917,367,426,793,1,200314,200314
12556,19460,19460,12556,19460,19460,23138,30042,30042,11798,2831,14629,1,200332,200332
7232,17904,15124,7232,17904,15124,8645,19317,16537,430,479,909,1,200341,200341
8610,16026,14156,8610,16026,14156,8610,16026,14156,195,51,246,1,200466,200466
17500,28350,25460,17500,28350,25460,17500,28350,25460,160,38,198,1,200484,200484
8200,17674,,8200,17674,,8200,17674,,483,119,602,1,200527,200527
7810,13570,10990,7810,13570,10990,7810,13570,10990,441,64,505,1,200554,200554
11216,16986,16986,11216,16986,16986,19296,25066,25066,761,605,1366,1,200572,200572
15261,19792,,15261,19792,,15261,19792,,105,56,161,1,200590,200590
30941,39341,,30941,39341,,30941,39341,,33,5,38,1,200624,200624
20169,27009,,20169,27009,,20169,27009,,144,99,243,1,200633,200633
15400,26700,,15400,26700,,15400,26700,,191,111,302,1,200785,200785
14120,25740,23956,14120,25740,23956,22484,34104,32320,18340,6592,24932,1,200800,200800
,,,,,,,,,34,0,34,1,200828,200828
10182,21802,,10182,21802,,17030,28650,,885,1135,2020,1,200846,200846
8660,11140,12212,8660,11140,12212,8660,11140,12212,31,12,43,1,200873,200873
17606,26755,,17606,26755,,17606,26755,,162,18,180,1,201016,201016
28430,34730,37130,28430,34730,37130,28430,34730,37130,201,14,215,1,201061,201061
34805,39963,42833,34805,39963,42833,34805,39963,42833,3357,2014,5371,1,201104,201104
21496,27526,,21496,27526,,21496,27526,,52,254,306,1,201177,201177
32990,40990,39230,32990,40990,39230,32990,40990,39230,3363,690,4053,1,201195,201195
7826,10970,,7826,10970,,10250,13394,,708,551,1259,1,201283,201283
34004,41934,41864,34004,41934,41864,34004,41934,41864,920,226,1146,1,201371,201371
18032,29390,,18032,29390,,18032,29390,,267,89,356,1,201399,201399
11012,17106,,11012,17106,,18320,24414,,1236,1205,2441,1,201432,201432
16788,22882,23506,16788,22882,23506,24096,30190,30814,14764,2194,16958,1,201441,201441
19845,23345,,19845,23345,,19845,23345,,324,338,662,1,201469,201469
,,,,,,,,,303,0,303,1,201496,201496
,,,,,,,,,70,21,91,1,201539,201539
38140,48376,44350,38140,48376,44350,38140,48376,44350,2980,648,3628,1,201548,201548
47245,57798,57798,47245,57798,57798,47245,57798,57798,9270,1055,10325,1,201645,201645
29270,34470,35020,29270,34470,35020,29270,34470,35020,3163,299,3462,1,201654,201654
11560,20512,,11560,20512,,14320,23272,,995,2653,3648,1,201672,201672
9658,18704,17804,9658,18704,17804,17110,26156,25256,1840,228,2068,1,201690,201690
13644,18018,,13644,18018,,13644,18018,,213,214,427,1,201751,201751
16000,20900,,16000,20900,,16000,20900,,105,49,154,1,201803,201803
25683,34783,,25683,34783,,25683,34783,,269,266,535,1,201821,201821
21356,29726,28028,21356,29726,28028,21356,29726,28028,716,202,918,1,201858,201858
17206,29548,27434,17206,29548,27434,32238,44580,42466,25873,8506,34379,1,201885,201885
7441,13141,,7441,13141,,10928,16628,,4157,7010,11167,1,201928,201928
11632,23974,,11632,23974,,18724,31066,,2091,1370,3461,1,201946,201946
12312,24654,,12312,24654,,20938,33280,,2967,1849,4816,1,201955,201955
26420,33920,33418,26420,33920,33418,26420,33920,33418,1859,1852,3711,1,201964,201964
6671,14079,,6671,14079,,9503,16911,,1693,3960,5653,1,201973,201973
46609,51063,54161,46609,51063,54161,46609,51063,54161,558,10,568,1,202046,202046
46569,54669,59413,46569,54669,59413,46569,54669,59413,445,6,451,1,202073,202073
13459,25317,25317,13459,25317,25317,16638,28496,28496,10825,6672,17497,1,202134,202134
6695,8495,,6695,8495,,6695,8495,,154,36,190,1,202152,202152
17773,22773,24925,17773,22773,24925,17773,22773,24925,449,0,449,1,202161,202161
34840,41980,42430,34840,41980,42430,34840,41980,42430,1258,121,1379,1,202170,202170
7122,13518,,7122,13518,,11518,17914,,8817,16432,25249,1,202222,202222
7196,13196,,8013,14013,,11528,17528,,9526,18384,27910,1,202356,202356
19086,30444,,19086,30444,,19086,30444,,53,165,218,1,202435,202435
38050,40550,49540,38050,40550,49540,38050,40550,49540,9393,1445,10838,1,202480,202480
33640,42900,41700,33640,42900,41700,33640,42900,41700,766,223,989,1,202514,202514
45760,56520,56520,45760,56520,56520,45760,56520,56520,2253,21,2274,1,202523,202523
8331,16202,,8331,16202,,11841,19712,,877,2116,2993,1,202648,202648
19845,23345,,19845,23345,,19845,23345,,218,320,538,1,202684,202684
31973,37293,41306,31973,37293,41306,31973,37293,41306,3041,1839,4880,1,202763,202763
16117,30067,,16117,30067,,16117,30067,,2570,3704,6274,1,202806,202806
14050,23050,14900,14050,23050,14900,14050,23050,14900,204,101,305,1,202903,202903
24675,40872,,24675,40872,,24675,40872,,148,207,355,1,202912,202912
,,,,,,,,,77,0,77,1,202985,202985
,,,,,,,,,126,14,140,1,203030,203030
29180,34148,38154,29180,34148,38154,29180,34148,38154,1094,147,1241,1,203085,203085
35949,42813,43145,35949,42813,43145,35949,42813,43145,1117,194,1311,1,203128,203128
9418,14570,14570,9418,14570,14570,13708,18860,18860,3012,1082,4094,1,203155,203155
23710,26639,,23710,26639,,23710,26639,,74,0,74,1,203289,203289
22431,29926,,22431,29926,,22431,29926,,225,79,304,1,203313,203313
6615,8915,,6720,9020,,7560,9860,,1414,1515,2929,1,203331,203331
37970,48310,48310,37970,48310,48310,37970,48310,48310,3213,498,3711,1,203368,203368
25520,38122,,25520,38122,,25520,38122,,1278,378,1656,1,203386,203386
,,,,,,,,,97,59,156,1,203438,203438
11636,21596,,11636,21596,,19596,29556,,670,1671,2341,1,203447,203447
11636,21596,,11636,21596,,19596,29556,,232,1440,1672,1,203456,203456
11636,21596,,11636,21596,,19596,29556,,2215,2671,4886,1,203465,203465
11636,21596,,11636,21596,,19596,29556,,926,2161,3087,1,203474,203474
11636,21596,,11636,21596,,19596,29556,,875,1533,2408,1,203483,203483
11636,21596,,11636,21596,,19596,29556,,703,1143,1846,1,203492,203492
16406,24926,24926,16406,24926,24926,24366,32886,32886,21737,7261,28998,1,203517,203517
11636,21596,,11636,21596,,19596,29556,,589,2064,2653,1,203526,203526
,,60070,,,60070,,,60070,1695,10,1705,1,203535,203535
16398,29267,21762,16398,29267,21762,16398,29267,21762,497,383,880,1,203544,203544
31998,38174,40364,31998,38174,40364,31998,38174,40364,875,211,1086,1,203580,203580
9307,14128,,10156,14977,,14996,19817,,3171,5668,8839,1,203599,203599
10037,17502,,10037,17502,,14736,22201,,1409,2190,3599,1,203678,203678
15025,25150,,15025,25150,,15025,25150,,320,95,415,1,203720,203720
15025,25150,,15025,25150,,15025,25150,,149,122,271,1,203739,203739
6394,10048,,6975,10629,,10476,14130,,3391,8883,12274,1,203748,203748
22757,30283,31157,22757,30283,31157,22757,30283,31157,1452,735,2187,1,203757,203757
29478,35078,37934,29478,35078,37934,29478,35078,37934,1525,549,2074,1,203775,203775
35004,38572,44362,35004,38572,44362,35004,38572,44362,1429,113,1542,1,203845,203845
8872,14342,,8872,14342,,10982,16452,,902,1796,2698,1,203881,203881
19634,27634,,19634,27634,,19634,27634,,501,694,1195,1,203960,203960
12333,20973,,12333,20973,,21426,30066,,2521,1100,3621,1,204006,204006
12333,20973,,12333,20973,,21426,30066,,1330,891,2221,1,204015,204015
21061,29701,29701,21061,29701,29701,36851,45491,45491,16038,1863,17901,1,204024,204024
20049,27020,,20049,27020,,20049,27020,,161,97,258,1,204060,204060
16041,29433,24041,16041,29433,24041,16041,29433,24041,752,369,1121,1,204176,204176
32450,34100,38895,32450,34100,38895,32450,34100,38895,2118,69,2187,1,204185,204185
28590,31380,35020,28590,31380,35020,28590,31380,35020,1667,562,2229,1,204194,204194
28300,37600,35880,28300,37600,35880,28300,37600,35880,1432,894,2326,1,204200,204200
11205,15718,,11205,15718,,15675,20188,,1320,2332,3652,1,204255,204255
30890,35550,35694,30890,35550,35694,30890,35550,35694,1501,653,2154,1,204264,204264
17286,28644,,17286,28644,,17286,28644,,394,77,471,1,204307,204307
20907,24403,,20907,24403,,20907,24403,,563,0,563,1,204316,204316
7341,12099,,7341,12099,,10853,15611,,846,2112,2958,1,204422,204422
10974,16574,,10974,16574,,14334,19934,,798,3805,4603,1,204440,204440
29904,39012,38502,29904,39012,38502,29904,39012,38502,1405,864,2269,1,204468,204468
15265,22015,22015,15265,22015,22015,15265,22015,22015,3669,498,4167,1,204486,204486
50786,61891,62132,50786,61891,62132,50786,61891,62132,2872,39,2911,1,204501,204501
13696,23315,,13696,23315,,13696,23315,,73,30,103,1,204592,204592
34009,40037,42087,34009,40037,42087,34009,40037,42087,1845,728,2573,1,204617,204617
40440,50960,50960,40440,50960,50960,40440,50960,50960,3098,521,3619,1,204635,204635
12664,22000,22000,12664,22000,22000,28384,37720,37720,554,89,643,1,204662,204662
12700,22036,,12700,22036,,28420,37756,,880,197,1077,1,204671,204671
12700,22036,22036,12700,22036,22036,28420,37756,37756,985,219,1204,1,204680,204680
12700,22036,,12700,22036,,28420,37756,,973,286,1259,1,204699,204699
12700,22036,22036,12700,22036,22036,28420,37756,37756,1893,422,2315,1,204705,204705
15723,25479,25479,15723,25479,25479,31443,41199,41199,50012,7454,57466,1,204796,204796
11332,19772,,11332,19772,,13178,21618,,451,640,1091,1,204802,204802
11528,19968,,11528,19968,,16064,24504,,1135,1195,2330,1,204820,204820
11332,19772,,11332,19772,,13178,21618,,1066,946,2012,1,204839,204839
11528,19968,,11528,19968,,16064,24504,,1222,1374,2596,1,204848,204848
17404,25440,24396,17404,25440,24396,26368,34404,33360,19449,9337,28786,1,204857,204857
11536,19976,,11536,19976,,16064,24504,,885,1157,2042,1,204866,204866
15380,21636,,15380,21636,,15380,21636,,153,30,183,1,204884,204884
10092,16032,,10092,16032,,10092,16032,,87,0,87,1,204893,204893
44260,50860,55690,44260,50860,55690,44260,50860,55690,1809,21,1830,1,204909,204909
36764,44372,44276,36764,44372,44276,36764,44372,44276,2411,508,2919,1,204936,204936
8430,12522,,8430,12522,,11644,15736,,5072,9619,14691,1,204945,204945
,,,,,,,,,42,64,106,1,204981,204981
,,36598,,,36598,,,36598,211,2,213,1,205027,205027
22694,32878,,22694,32878,,22694,32878,,311,0,311,1,205054,205054
13200,31670,16700,13200,31670,16700,13200,31670,16700,96,0,96,1,205124,205124
19928,25928,,19928,25928,,19928,25928,,2802,0,2802,1,205179,205179
27868,36508,35008,27868,36508,35008,27868,36508,35008,1808,506,2314,1,205203,205203
33324,40992,,33324,40992,,33324,40992,,138,2,140,1,205391,205391
13891,19843,21451,13891,19843,21451,19005,24957,26565,3710,631,4341,1,205443,205443
5574,11152,,6702,12280,,9870,15448,,6774,12402,19176,1,205470,205470
18570,30570,,18570,30570,,18570,30570,,58,47,105,1,205513,205513
24084,29691,,24084,29691,,24084,29691,,71,16,87,1,205522,205522
24084,29691,,24084,29691,,24084,29691,,59,18,77,1,205531,205531
24084,29691,,24084,29691,,24084,29691,,63,6,69,1,205559,205559
24084,29691,,24084,29691,,24084,29691,,63,13,76,1,205568,205568
21257,24763,,21257,24763,,21257,24763,,1045,0,1045,1,205610,205610
20897,24403,,20897,24403,,20897,24403,,694,0,694,1,205647,205647
16349,27339,,16349,27339,,16349,27339,,123,0,123,1,205708,205708
16349,27339,,16349,27339,,16349,27339,,58,0,58,1,205726,205726
10687,16299,,10687,16299,,12871,18483,,4469,10981,15450,1,205841,205841
16338,25077,,16338,25077,,16338,25077,,383,407,790,1,205887,205887
27090,32190,34490,27090,32190,34490,27090,32190,34490,2148,585,2733,1,205957,205957
8892,12092,,8892,12092,,12512,15712,,1175,1256,2431,1,205966,205966
16155,27549,,16155,27549,,16155,27549,,135,5,140,1,206002,206002
7756,13356,,7756,13356,,10236,15836,,1092,1831,2923,1,206011,206011
26908,36481,36481,26908,36481,36481,26908,36481,36481,2323,2631,4954,1,206048,206048
15103,22834,24109,15103,22834,24109,24223,31954,33229,16179,4564,20743,1,206084,206084
12353,23225,,12353,23225,,12353,23225,,23,36,59,1,206154,206154
21053,28853,,21053,28853,,21053,28853,,166,74,240,1,206224,206224
14104,25612,,14104,25612,,14104,25612,,1041,619,1660,1,206279,206279
23566,28066,31686,23566,28066,31686,23566,28066,31686,786,962,1748,1,206330,206330
31970,37420,38344,31970,37420,38344,31970,37420,38344,626,731,1357,1,206349,206349
22341,29595,,22341,29595,,22341,29595,,94,79,173,1,206394,206394
28948,36964,39390,28948,36964,39390,28948,36964,39390,2118,845,2963,1,206437,206437
8953,14733,,8953,14733,,13033,18813,,721,1038,1759,1,206446,206446
,,26890,,,26890,,,26890,466,13,479,1,206491,206491
31065,34565,40057,31065,34565,40057,31065,34565,40057,1031,142,1173,1,206507,206507
41030,50766,50766,41030,50766,50766,41030,50766,50766,1853,126,1979,1,206525,206525
,,53500,,,53500,,,53500,2077,25,2102,1,206589,206589
11930,22890,22438,11930,22890,22438,19934,30894,30442,12900,3756,16656,1,206604,206604
9470,14274,16010,9470,14274,16010,17474,22278,24014,763,370,1133,1,206613,206613
36000,46520,46520,36000,46520,46520,36000,46520,46520,4811,1822,6633,1,206622,206622
22431,29926,,22431,29926,,22431,29926,,372,100,472,1,206631,206631
12320,20343,20343,12320,20343,20343,12549,20572,20572,10038,3314,13352,1,206695,206695
,,28010,,,28010,,,28010,851,114,965,1,206817,206817
27616,34960,34960,27616,34960,34960,27616,34960,34960,578,777,1355,1,206835,206835
25244,30644,32844,25244,30644,32844,25244,30644,32844,2136,113,2249,1,206862,206862
10666,18896,15337,10666,18896,15337,18106,26336,22777,3772,2126,5898,1,206914,206914
8155,11227,12241,8155,11227,12241,11155,14227,15241,1609,849,2458,1,206923,206923
11983,21299,17293,11983,21299,17293,20097,29413,25407,11644,5576,17220,1,206941,206941
9774,15714,12906,9774,15714,12906,14000,19940,17132,1474,923,2397,1,206996,206996
10665,18007,13063,10665,18007,13063,18067,25409,20465,3327,1260,4587,1,207041,207041
7900,13359,12882,7900,13359,12882,11517,16976,16499,995,837,1832,1,207050,207050
6395,12470,14663,6395,12470,14663,8695,14770,16963,780,2191,2971,1,207069,207069
16711,28105,24954,16711,28105,24954,16711,28105,24954,169,33,202,1,207157,207157
7775,16465,16465,7775,16465,16465,13199,21889,21889,2025,508,2533,1,207209,207209
9404,16732,14834,9404,16732,14834,14562,21890,19992,1070,1273,2343,1,207236,207236
21778,27210,27338,21778,27210,27338,21778,27210,27338,817,0,817,1,207254,207254
11112,17652,14298,11112,17652,14298,18132,24672,21318,5695,2853,8548,1,207263,207263
7819,11829,11219,7819,11829,11219,12259,16269,15659,2348,2561,4909,1,207281,207281
8375,17275,13775,8375,17275,13775,13130,22030,18530,1744,603,2347,1,207290,207290
8842,13842,14522,8842,13842,14522,14964,19964,20644,1605,702,2307,1,207306,207306
23650,29825,29825,23650,29825,29825,23650,29825,29825,2116,305,2421,1,207324,207324
10853,18943,15888,10853,18943,15888,10853,18943,15888,1041,334,1375,1,207351,207351
13312,21842,21842,13312,21842,21842,25897,34427,34427,19959,6114,26073,1,207388,207388
8268,13802,,8268,13802,,12831,18365,,2251,4745,6996,1,207397,207397
26900,33400,33400,26900,33400,33400,26900,33400,33400,1931,166,2097,1,207403,207403
8031,16289,,8031,16289,,12831,21089,,4617,8874,13491,1,207449,207449
33626,42936,44356,33626,42936,44356,33626,42936,44356,2573,606,3179,1,207458,207458
14723,23441,23441,14723,23441,23441,26912,35630,35630,20627,6665,27292,1,207500,207500
7896,13896,13630,7896,13896,13630,13506,19506,19240,2207,1411,3618,1,207564,207564
27654,36950,36950,27654,36950,36950,27654,36950,36950,2862,552,3414,1,207582,207582
12889,20849,18449,12891,20851,18451,19545,27505,25105,2600,1873,4473,1,207661,207661
9105,15812,,9105,15812,,15347,22054,,2688,4505,7193,1,207670,207670
25805,33389,33389,25805,33389,33389,25805,33389,33389,382,302,684,1,207689,207689
7796,14712,13106,7796,14712,13106,14228,21144,19538,805,113,918,1,207722,207722
10225,16725,16725,10225,16725,16725,14875,21375,21375,928,1092,2020,1,207740,207740
11169,16305,15045,11169,16305,15045,19294,24430,23170,2777,1049,3826,1,207847,207847
18220,28620,26470,18220,28620,26470,18220,28620,26470,600,247,847,1,207856,207856
11862,17613,17613,11862,17613,17613,18222,23973,23973,3871,1071,4942,1,207865,207865
6339,16446,,6339,16446,,10781,20888,,6367,12273,18640,1,207935,207935
40559,49147,51035,40559,49147,51035,40559,49147,51035,4102,495,4597,1,207971,207971
8600,15125,13100,8600,15125,13100,12471,18996,16971,675,1015,1690,1,208035,208035
27100,30604,33370,27100,30604,33370,27100,30604,33370,920,428,1348,1,208239,208239
8612,16430,,8612,16430,,16004,23822,,996,884,1880,1,208275,208275
8052,17037,17037,8988,17973,17973,13200,22185,22185,2977,3783,6760,1,208318,208318
8295,16620,,8295,16620,,15585,23910,,6107,6004,12111,1,208390,208390
8633,16283,,8633,16283,,16058,23708,,2838,4530,7368,1,208406,208406
9186,16341,,9186,16341,,13164,20319,,455,614,1069,1,208415,208415
,,,,,,,,,925,0,925,1,208479,208479
30992,39022,39022,30992,39022,39022,30992,39022,39022,4960,468,5428,1,208488,208488
11688,21090,21090,11688,21090,21090,20913,30315,30315,2198,1959,4157,1,208646,208646
19550,27550,26060,19550,27550,26060,19550,27550,26060,154,25,179,1,208725,208725
34414,44044,43800,34414,44044,43800,34414,44044,43800,2493,1219,3712,1,208822,208822
22431,29926,,22431,29926,,22431,29926,,418,187,605,1,208965,208965
7121,14996,14996,7121,14996,14996,11801,19676,19676,4996,6006,11002,1,209038,209038
45030,55666,55666,45030,55666,55666,45030,55666,55666,3110,411,3521,1,209056,209056
40160,48182,48182,40160,48182,48182,40160,48182,48182,1630,41,1671,1,209065,209065
8634,15660,,8634,15660,,13254,20280,,2604,3013,5617,1,209074,209074
24915,35175,,24915,35175,,24915,35175,,255,1153,1408,1,209108,209108
,,32784,,,32784,,,32784,157,13,170,1,209241,209241
8787,16707,,8787,16707,,14187,22107,,4256,5137,9393,1,209250,209250
27995,35995,35395,27995,35995,35395,27995,35995,35395,611,166,777,1,209287,209287
,,,,,,,,,21,0,21,1,209348,209348
28350,37650,37470,28350,37650,37470,28350,37650,37470,541,119,660,1,209409,209409
12348,20196,21163,12348,20196,21163,25988,33836,34803,2370,2037,4407,1,209506,209506
29945,38245,37745,29945,38245,37745,29945,38245,37745,133,23,156,1,209533,209533
12864,23442,23559,12864,23442,23559,28056,38634,38751,21958,5944,27902,1,209542,209542
13243,24352,24352,13243,24352,24352,33268,44377,44377,21920,2553,24473,1,209551,209551
46231,48221,48221,46231,48221,48221,46231,48221,48221,460,57,517,1,209603,209603
39694,50486,50486,39694,50486,50486,39694,50486,50486,3316,267,3583,1,209612,209612
8083,15556,,8083,15556,,12691,20164,,13580,18831,32411,1,209746,209746
13978,25578,23528,13978,25578,23528,29188,40788,38738,17308,10952,28260,1,209807,209807
41290,53958,53958,41290,53958,53958,41290,53958,53958,3515,521,4036,1,209825,209825
47860,54440,59630,47860,54440,59630,47860,54440,59630,1356,55,1411,1,209922,209922
8763,16914,,8763,16914,,9483,17634,,2392,3138,5530,1,209940,209940
16887,27807,,16887,27807,,16887,27807,,757,352,1109,1,210076,210076
11656,20287,21367,11656,20287,21367,24118,32749,33829,3833,2159,5992,1,210146,210146
8874,16824,15375,8874,16824,15375,8874,16824,15375,1077,961,2038,1,210155,210155
11870,19778,19778,11870,19778,19778,12350,20258,20258,1212,1231,2443,1,210234,210234
8790,15390,,8790,15390,,13314,19914,,1081,1102,2183,1,210270,210270
32098,33892,32166,32098,33892,32166,32098,33892,32166,470,36,506,1,210304,210304
30331,41876,40407,30331,41876,40407,30331,41876,40407,916,227,1143,1,210331,210331
20895,28473,,20895,28473,,20895,28473,,122,105,227,1,210359,210359
44433,54813,54813,44433,54813,54813,44433,54813,54813,2660,195,2855,1,210401,210401
13266,22581,22581,13266,22581,22581,26391,35706,35706,4720,1457,6177,1,210429,210429
19474,25774,29734,19474,25774,29734,19474,25774,29734,258,13,271,1,210492,210492
39560,48360,49160,39560,48360,49160,39560,48360,49160,2315,69,2384,1,210571,210571
8728,11670,,11980,14922,,14972,17914,,6317,11912,18229,1,210605,210605
42100,49520,52020,42100,49520,52020,42100,49520,52020,2125,36,2161,1,210669,210669
36978,44906,48398,36978,44906,48398,36978,44906,48398,2067,1203,3270,1,210739,210739
33060,39260,43250,33060,39260,43250,33060,39260,43250,1824,1047,2871,1,210775,210775
24175,28551,33675,24175,28551,33675,24175,28551,33675,189,0,189,1,210890,210890
27028,30532,32911,27028,30532,32911,27028,30532,32911,323,139,462,1,210906,210906
27604,31108,36499,27604,31108,36499,27604,31108,36499,1516,978,2494,1,210942,210942
27316,30820,33514,27316,30820,33514,27316,30820,33514,1137,407,1544,1,210960,210960
22196,31286,29190,22196,31286,29190,22196,31286,29190,549,369,918,1,211024,211024
8310,15375,,12360,19425,,16410,23475,,1014,1321,2335,1,211079,211079
42160,57896,51970,42160,57896,51970,42160,57896,51970,2844,1061,3905,1,211088,211088
,,,,,,,,,159,0,159,1,211149,211149
22182,22182,22182,22182,22182,22182,32306,32306,32306,9155,972,10127,1,211158,211158
19055,25085,27987,19055,25085,27987,19055,25085,27987,439,0,439,1,211200,211200
,,59760,,,59760,,,59760,1663,75,1738,1,211273,211273
,,61060,,,61060,,,61060,3555,53,3608,1,211291,211291
11066,16966,,14258,20158,,17450,23350,,3260,6620,9880,1,211307,211307
6270,9420,,9060,12210,,11850,15000,,1608,2078,3686,1,211343,211343
32089,43726,45322,32089,43726,45322,32089,43726,45322,1303,1145,2448,1,211352,211352
18884,25298,24860,18884,25298,24860,22736,29150,28712,6527,1716,8243,1,211361,211361
17678,24914,,17678,24914,,17678,24914,,141,1,142,1,211398,211398
30936,38450,38450,30936,38450,38450,30936,38450,38450,1732,1280,3012,1,211431,211431
50042,61222,62032,50042,61222,62032,50042,61222,62032,11279,1088,12367,1,211440,211440
36000,44671,45021,36000,44671,45021,36000,44671,45021,681,805,1486,1,211468,211468
19267,26122,25647,19267,26122,25647,19267,26122,25647,638,659,1297,1,211477,211477
36440,46162,46162,36440,46162,46162,36440,46162,46162,1488,682,2170,1,211556,211556
35370,44378,44378,35370,44378,44378,35370,44378,44378,1442,747,2189,1,211583,211583
14056,21794,21716,14056,21794,21716,18552,26290,26212,1123,89,1212,1,211608,211608
13204,23004,22120,13204,23004,22120,17037,26837,25953,4580,1500,6080,1,211644,211644
,,,,,,,,,214,17,231,1,211802,211802
10315,22180,20742,10315,22180,20742,10315,22180,20742,168,0,168,1,211893,211893
19385,27665,,19385,27665,,19385,27665,,116,47,163,1,211909,211909
8270,15270,,11710,18710,,14750,21750,,4844,8354,13198,1,211927,211927
