Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Enrft,Enrpt,Enrtot,Number of Records,Unitid (Drvef2013),Unitid
20214,27510,,20214,27510,,20214,27510,,215,15,230,1,122366,122366
7127,18287,,7127,18287,,11687,22847,,6409,17842,24251,1,122375,122375
7127,18287,,7127,18287,,11687,22847,,2271,9620,11891,1,122384,122384
11300,22728,25068,11300,22728,25068,22460,33888,36228,26859,5040,31899,1,122409,122409
47377,58537,58189,47377,58537,58189,47377,58537,58189,7066,1255,8321,1,122436,122436
44246,58792,57932,44246,58792,57932,44246,58792,57932,622,58,680,1,122454,122454
42430,54430,,42430,54430,,42430,54430,,396,3,399,1,122506,122506
11072,23828,23828,11072,23828,23828,22232,34988,34988,24422,5483,29905,1,122597,122597
44944,58384,58384,44944,58384,58384,44944,58384,58384,9255,857,10112,1,122612,122612
7046,17890,,7046,17890,,12374,23218,,7062,10567,17629,1,122658,122658
19931,28614,,19931,28614,,19931,28614,,1616,0,1616,1,122685,122685
19817,28500,,19817,28500,,19817,28500,,642,0,642,1,122694,122694
30025,41185,38447,30025,41185,38447,30025,41185,38447,859,236,1095,1,122728,122728
12214,18874,,12214,18874,,17836,24496,,2432,7014,9446,1,122746,122746
11964,24682,23629,11964,24682,23629,23124,35842,34789,24196,7082,31278,1,122755,122755
7214,18293,,7214,18293,,11946,23025,,2521,6856,9377,1,122791,122791
16360,26376,,16360,26376,,16360,26376,,543,0,543,1,122834,122834
27653,33021,,27653,33021,,27653,33021,,1071,1096,2167,1,122843,122843
16360,26376,,16360,26376,,16360,26376,,188,0,188,1,122852,122852
6169,16954,,6169,16954,,12049,22834,,8516,10815,19331,1,122889,122889
48141,59301,59589,48141,59301,59589,48141,59301,59589,7225,1545,8770,1,122931,122931
7058,18614,,7094,18650,,13514,25070,,10720,19279,29999,1,122977,122977
7265,18425,,7265,18425,,12584,23744,,6712,15382,22094,1,123013,123013
,,61370,,,61370,,,61370,996,13,1009,1,123165,123165
5462,14462,,5462,14462,,10022,19022,,4928,5792,10720,1,123217,123217
17700,32200,22700,17700,32200,22700,17700,32200,22700,32,21,53,1,123280,123280
6683,15983,11383,6683,15983,11383,11723,21023,16423,3817,4662,8479,1,123299,123299
7774,20338,13390,7774,20338,13390,12814,25378,18430,6951,11423,18374,1,123341,123341
16688,31125,,16688,31125,,16688,31125,,137,0,137,1,123396,123396
32816,38720,35324,32816,38720,35324,32816,38720,35324,1088,167,1255,1,123457,123457
5356,15056,14056,5356,15056,14056,10876,20576,19576,1002,1531,2533,1,123484,123484
7729,18487,,7729,18487,,7729,18487,,2598,7469,10067,1,123509,123509
10415,14310,,10415,14310,,13597,17492,,4413,7916,12329,1,123527,123527
45830,56990,58365,45830,56990,58365,45830,56990,58365,3490,767,4257,1,123554,123554
7722,18882,,7722,18882,,13692,24852,,3249,6334,9583,1,123563,123563
11854,24572,23295,11854,24572,23295,23014,35732,34455,8052,1068,9120,1,123572,123572
39830,46490,43076,39830,46490,43076,39830,46490,43076,1678,737,2415,1,123651,123651
,,,,,,,,,898,0,898,1,123679,123679
7319,18479,,7319,18479,,11351,22511,,7672,11919,19591,1,123800,123800
55730,70202,,55730,70202,,55730,70202,,478,15,493,1,123952,123952
51338,62180,62180,51338,62180,62180,51338,62180,62180,35895,5473,41368,1,123961,123961
7365,18525,11083,7365,18525,11083,13155,24315,16873,1193,4251,5444,1,124113,124113
28864,40024,35716,28864,40024,35716,28864,40024,35716,366,0,366,1,124292,124292
13536,25416,,13536,25416,,13536,25416,,95,175,270,1,124487,124487
,,,,,,,,,753,0,753,1,124706,124706
,,,,,,,,,925,0,925,1,124937,124937
7373,18533,,7373,18533,,13035,24195,,4387,8521,12908,1,125028,125028
7099,18259,,7099,18259,,10429,21589,,4030,7474,11504,1,125091,125091
7273,18433,,7273,18433,,12385,23545,,1049,5422,6471,1,125170,125170
17160,30930,,17160,30930,,17160,30930,,29437,21579,51016,1,125231,125231
7311,18156,14109,7311,18156,14109,14421,25266,21219,951,2104,3055,1,125462,125462
7206,18366,,7206,18366,,12146,23306,,2160,8607,10767,1,125471,125471
7805,19073,,7805,19073,,12701,23969,,3065,6571,9636,1,125499,125499
,,,,,,,,,1145,122,1267,1,125532,125532
42910,50960,53670,42910,50960,53670,42910,50960,53670,1311,10,1321,1,125727,125727
42346,49200,53700,42346,49200,53700,42346,49200,53700,2065,274,2339,1,125763,125763
39300,50519,48512,39300,50519,48512,39300,50519,48512,1393,214,1607,1,125897,125897
,,24850,,,24850,,,24850,131,0,131,1,126076,126076
7129,18289,,7129,18289,,12169,23329,,2672,4202,6874,1,126119,126119
11265,20391,19691,11265,20391,19691,21897,31023,30323,2185,1026,3211,1,126182,126182
8008,17134,,8929,18055,,16597,25723,,2056,2899,4955,1,126207,126207
9483,18339,,9483,18339,,18381,27237,,2295,9326,11621,1,126289,126289
16428,25473,,16428,25473,,16428,25473,,576,0,576,1,126359,126359
17862,26934,,17862,26934,,17862,26934,,310,79,389,1,126401,126401
14431,24799,24555,14431,24799,24555,28555,38923,38679,11800,10406,22206,1,126562,126562
11494,20724,20424,11494,20724,20424,22907,32137,31837,7450,3871,11321,1,126580,126580
22881,27981,,22881,27981,,22881,27981,,581,49,630,1,126605,126605
16485,25609,28887,16485,25609,28887,38253,47377,50655,26242,5775,32017,1,126614,126614
28041,36951,38130,28041,36951,38130,28041,36951,38130,1583,3785,5368,1,126669,126669
46488,,57400,46488,,57400,46488,,57400,2044,17,2061,1,126678,126678
,,,,,,,,,847,0,847,1,126687,126687
27316,30820,34351,27316,30820,34351,27316,30820,34351,1145,649,1794,1,126702,126702
3894,13738,13038,4830,14674,13974,9726,19570,18870,1990,3903,5893,1,126711,126711
9791,18917,16255,9791,18917,16255,12159,21285,18623,490,648,1138,1,126748,126748
20485,29577,30603,20485,29577,30603,36415,45507,46533,5188,602,5790,1,126775,126775
12427,21409,23203,12427,21409,23203,28280,37262,39056,23371,7815,31186,1,126818,126818
15576,24558,,15576,24558,,15576,24558,,1296,753,2049,1,126827,126827
8030,17156,,8030,17156,,16425,25551,,1636,6238,7874,1,126863,126863
23563,30379,,23563,30379,,23563,30379,,190,0,190,1,126872,126872
13093,24728,,13093,24728,,13093,24728,,34,0,34,1,126924,126924
9754,18880,,9754,18880,,18653,27779,,2415,8017,10432,1,126942,126942
24180,28940,,24180,28940,,24180,28940,,310,128,438,1,127024,127024
43821,54901,56077,43821,54901,56077,43821,54901,56077,8411,3367,11778,1,127060,127060
12583,21467,22393,12583,21467,22393,23423,32307,33233,3670,351,4021,1,127185,127185
14042,18848,,14042,18848,,22952,27758,,6120,13499,19619,1,127200,127200
9741,18877,15777,9741,18877,15777,18640,27776,24676,463,439,902,1,127389,127389
11001,19729,19729,11001,19729,19729,21024,29752,29752,7284,2392,9676,1,127556,127556
14194,19000,,14194,19000,,26287,31093,,13508,9244,22752,1,127565,127565
9803,18848,,9803,18848,,18702,27747,,425,1426,1851,1,127617,127617
34690,43820,43620,34690,43820,43620,34690,43820,43620,799,193,992,1,127653,127653
15678,21186,,15678,21186,,15678,21186,,57,224,281,1,127680,127680
15678,21186,,15678,21186,,15678,21186,,55,203,258,1,127699,127699
15500,26700,,15500,26700,,15500,26700,,174,715,889,1,127714,127714
9890,19089,16224,9890,19089,16224,16434,25633,22768,966,996,1962,1,127732,127732
11668,21602,20264,11668,21602,20264,23207,33141,31803,9735,2975,12710,1,127741,127741
14516,19232,16116,14516,19232,16116,17635,22351,19235,679,770,1449,1,127778,127778
20575,29647,,20575,29647,,20575,29647,,288,83,371,1,127787,127787
9798,18780,,9798,18780,,18697,27679,,5547,9087,14634,1,127820,127820
9908,17764,,9908,17764,,18754,26610,,2521,4197,6718,1,127884,127884
9791,18917,,9791,18917,,18690,27816,,2765,5834,8599,1,127909,127909
36802,46326,46326,36802,46326,46326,36802,46326,46326,5251,4471,9722,1,127918,127918
28395,36507,,28395,36507,,28395,36507,,562,213,775,1,127945,127945
,,,,,,,,,79,0,79,1,127954,127954
11938,21064,20938,11938,21064,20938,22260,31386,31260,4051,3038,7089,1,128106,128106
7752,16230,,7752,16230,,10032,18510,,1054,130,1184,1,128151,128151
10734,19860,16770,10734,19860,16770,13852,22978,19888,900,891,1791,1,128258,128258
,,,,,,,,,3993,0,3993,1,128328,128328
11109,20235,20045,11109,20235,20045,21050,30176,29986,1993,411,2404,1,128391,128391
,,20800,,,20800,,,20800,18,0,18,1,128425,128425
35518,47086,47302,35518,47086,47302,35518,47086,47302,1469,113,1582,1,128498,128498
7884,19442,,7884,19442,,15416,26974,,703,1012,1715,1,128577,128577
,,14100,,,14100,,,14100,59,0,59,1,128586,128586
26420,34720,35020,26420,34720,35020,26420,34720,35020,494,343,837,1,128683,128683
20861,27761,,20861,27761,,20861,27761,,158,13,171,1,128726,128726
38661,49335,50043,38661,49335,50043,38661,49335,50043,3159,1683,4842,1,128744,128744
14261,23197,23197,14261,23197,23197,25766,34702,34702,8208,3657,11865,1,128771,128771
48085,57129,60780,48085,57129,60780,48085,57129,60780,1881,41,1922,1,128902,128902
22632,35637,,22632,35637,,22632,35637,,182,116,298,1,129002,129002
15472,27244,27244,15472,27244,27244,34420,46192,46192,22482,3429,25911,1,129020,129020
26476,37838,,26476,37838,,26476,37838,,593,2795,3388,1,129154,129154
15476,24644,24394,15476,24644,24394,26981,36149,35899,4462,906,5368,1,129215,129215
46470,58310,58730,46470,58310,58730,46470,58310,58730,3930,989,4919,1,129242,129242
11136,20136,,11136,20136,,18668,27668,,993,3175,4168,1,129367,129367
35922,48170,48170,35922,48170,48170,35922,48170,48170,5213,1669,6882,1,129525,129525
11245,19945,,11245,19945,,11245,19945,,123,262,385,1,129534,129534
6986,16586,,6986,16586,,14518,24118,,1843,3970,5813,1,129543,129543
33616,42514,,33616,42514,,33616,42514,,69,8,77,1,129686,129686
8062,15070,,8062,15070,,15594,22602,,2712,4859,7571,1,129695,129695
9736,18374,,9736,18374,,9736,18374,,2603,4691,7294,1,129729,129729
7023,16005,,7023,16005,,14555,23537,,1089,1811,2900,1,129756,129756
33108,50738,46750,33108,50738,46750,33108,50738,46750,747,119,866,1,129774,129774
6412,14412,,6412,14412,,14756,22756,,1609,3140,4749,1,129808,129808
41050,49200,50210,41050,49200,50210,41050,49200,50210,5342,1213,6555,1,129941,129941
9043,19341,,9043,19341,,16575,26873,,2180,4376,6556,1,130004,130004
8102,16280,,8102,16280,,15634,23812,,457,1092,1549,1,130040,130040
17460,20960,,17460,20960,,17460,20960,,112,43,155,1,130110,130110
22632,35637,,22632,35637,,22632,35637,,1756,874,2630,1,130174,130174
26675,34679,37105,26675,34679,37105,26675,34679,37105,3155,4927,8082,1,130183,130183
7176,15600,,7176,15600,,14708,23132,,677,1252,1929,1,130217,130217
43530,55050,55780,43530,55050,55780,43530,55050,55780,7602,1201,8803,1,130226,130226
40550,45510,53569,40550,45510,53569,40550,45510,53569,4542,2441,6983,1,130253,130253
36137,49923,49923,36137,49923,49923,36137,49923,49923,1220,1420,2640,1,130314,130314
8212,15900,,8212,15900,,15744,23432,,2689,5497,8186,1,130396,130396
23850,33750,,23850,33750,,23850,33750,,165,662,827,1,130448,130448
11575,22990,22945,11575,22990,22945,23041,34456,34411,7892,2912,10804,1,130493,130493
50010,62310,62310,50010,62310,62310,50010,62310,62310,2188,202,2390,1,130590,130590
9886,17389,,9886,17389,,17418,24921,,1688,2859,4547,1,130606,130606
,,,,,,,,,902,0,902,1,130624,130624
,,62849,,,62849,,,62849,3091,114,3205,1,130697,130697
13117,23726,23426,13117,23726,23426,24622,35231,34931,4465,1560,6025,1,130776,130776
,,61620,,,61620,,,61620,11927,182,12109,1,130794,130794
7700,10900,,7700,10900,,12230,15430,,1980,2449,4429,1,130891,130891
7700,10900,,7700,10900,,12230,15430,,1444,1587,3031,1,130907,130907
7700,10900,,7700,10900,,12230,15430,,2615,4415,7030,1,130916,130916
14200,25808,21581,14200,25808,21581,22556,34164,29937,3926,410,4336,1,130934,130934
14412,25612,25612,14412,25612,25612,32232,43432,43432,19685,2481,22166,1,130943,130943
28721,35536,34074,28721,35536,34074,28721,35536,34074,429,1439,1868,1,130989,130989
27990,38430,38230,27990,38430,38230,27990,38430,38230,1463,192,1655,1,131098,131098
13550,19550,,13550,19550,,13550,19550,,4698,8923,13621,1,131113,131113
43328,56808,56808,43328,56808,56808,43328,56808,56808,10233,2585,12818,1,131159,131159
42516,56842,56842,42516,56842,56842,42516,56842,56842,4756,1969,6725,1,131283,131283
37930,47730,51080,37930,47730,51080,37930,47730,51080,362,186,548,1,131308,131308
9876,25251,,9876,25251,,13516,28891,,2199,2812,5011,1,131399,131399
19932,31988,31988,19932,31988,31988,19932,31988,31988,1367,194,1561,1,131450,131450
50068,61446,61446,50068,61446,61446,50068,61446,61446,17109,8155,25264,1,131469,131469
,,62179,,,62179,,,62179,14407,3442,17849,1,131496,131496
,,41643,,,41643,,,41643,9123,1174,10297,1,131520,131520
21147,32064,,21147,32064,,21147,32064,,236,1136,1372,1,131803,131803
13648,29242,,13648,29242,,13648,29242,,37,0,37,1,131830,131830
25330,36770,34470,25330,36770,34470,25330,36770,34470,1301,1205,2506,1,131876,131876
27388,30892,33181,27388,30892,33181,27388,30892,33181,1112,812,1924,1,132338,132338
12600,21218,16738,12600,21218,16738,12600,21218,16738,398,131,529,1,132408,132408
36000,49700,45100,36000,49700,45100,36000,49700,45100,5887,3143,9030,1,132471,132471
19710,29110,27058,19710,29110,27058,19710,29110,27058,3671,116,3787,1,132602,132602
41165,49215,49535,41165,49215,49535,41165,49215,49535,1945,352,2297,1,132657,132657
8574,14334,,8574,14334,,15817,21577,,5929,10782,16711,1,132693,132693
8413,21913,,8413,21913,,14583,28083,,13342,30541,43883,1,132709,132709
26649,37602,,26649,37602,,26649,37602,,59,0,59,1,132806,132806
23715,45204,,23715,45204,,23715,45204,,591,400,991,1,132842,132842
9297,15093,,9297,15093,,16901,22697,,3048,5114,8162,1,132851,132851
15752,22655,20706,15752,22655,20706,15752,22655,20706,232,70,302,1,132879,132879
11539,20839,20839,11539,20839,20839,27638,36938,36938,39966,19623,59589,1,132903,132903
9007,19377,,9007,19377,,17354,27724,,252,0,252,1,132976,132976
8268,13656,11415,8268,13656,11415,14098,19486,17245,942,1218,2160,1,133021,133021
24225,34225,30125,24225,34225,30125,24225,34225,30125,479,26,505,1,133085,133085
6845,13621,,6845,13621,,15915,22691,,6156,8709,14865,1,133386,133386
26043,29550,,26043,29550,,26043,29550,,488,621,1109,1,133465,133465
41142,51892,51796,41142,51892,51796,41142,51892,51796,1947,226,2173,1,133492,133492
10829,18455,18455,10829,18455,18455,20527,28153,28153,5040,10383,15423,1,133508,133508
16677,25441,23833,16677,25441,23833,16677,25441,23833,845,17,862,1,133526,133526
37084,46634,46614,37084,46634,46614,37084,46634,46614,4831,448,5279,1,133553,133553
11053,19861,19545,11053,19861,19545,22993,31801,31485,9597,1146,10743,1,133650,133650
11304,21648,21583,11304,21648,21583,23748,34092,34027,17779,12980,30759,1,133669,133669
8340,16600,,8340,16600,,15454,23714,,9217,18917,28134,1,133702,133702
20780,29560,29560,20780,29560,29560,20780,29560,29560,2746,93,2839,1,133711,133711
17990,28990,26750,17990,28990,26750,17990,28990,26750,533,25,558,1,133809,133809
,,,,,,,,,630,0,630,1,133845,133845
,,,,,,,,,508,0,508,1,133854,133854
,,,,,,,,,454,0,454,1,133863,133863
18780,30050,24584,18780,30050,24584,18780,30050,24584,737,1556,2293,1,133872,133872
41820,52690,52690,41820,52690,52690,41820,52690,52690,4138,1506,5644,1,133881,133881
15100,24748,22968,15100,24748,22968,27499,37147,35367,31932,15731,47663,1,133951,133951
12707,24617,19945,12707,24617,19945,20157,32067,27395,435,704,1139,1,133960,133960
21276,31276,26588,21276,31276,26588,21276,31276,26588,1430,130,1560,1,133979,133979
32934,52779,,32934,52779,,32934,52779,,5818,0,5818,1,133997,133997
31190,40700,40700,31190,40700,40700,31190,40700,40700,2283,336,2619,1,134079,134079
11631,21257,21543,11631,21257,21543,26797,36423,36709,34882,6027,40909,1,134097,134097
12657,18726,,12657,18726,,12657,18726,,103,0,103,1,134121,134121
9583,19103,19103,9583,19103,19103,31861,41381,41381,42490,7388,49878,1,134130,134130
21308,28841,,21308,28841,,21308,28841,,1166,888,2054,1,134149,134149
24664,42616,,24664,42616,,24664,42616,,20949,0,20949,1,134237,134237
5985,13565,,5985,13565,,13292,20872,,2224,4047,6271,1,134343,134343
15306,25373,,15306,25373,,15306,25373,,68,0,68,1,134422,134422
7830,16230,16230,7830,16230,16230,14435,22835,22835,11532,15058,26590,1,134495,134495
6700,14140,14140,6700,14140,14140,6700,14140,14140,95,105,200,1,134510,134510
4784,10484,,4784,10484,,12221,17921,,5940,11308,17248,1,134608,134608
19152,25896,,19152,25896,,19152,25896,,397,77,474,1,134680,134680
27388,30892,34486,27388,30892,34486,27388,30892,34486,2435,773,3208,1,134811,134811
22431,29926,,22431,29926,,22431,29926,,314,149,463,1,134909,134909
34306,46293,44670,34306,46293,44670,34306,46293,44670,2388,1769,4157,1,134945,134945
10775,16105,,10775,16105,,10775,16105,,64,385,449,1,135063,135063
21004,31100,,21004,31100,,21004,31100,,12264,4865,17129,1,135081,135081
6368,13569,,6368,13569,,15015,22216,,951,2106,3057,1,135160,135160
7324,15558,,7324,15558,,17428,25662,,1246,3042,4288,1,135188,135188
11393,21042,,11393,21042,,11393,21042,,285,992,1277,1,135364,135364
12768,22876,,12768,22876,,21291,31399,,4381,6152,10533,1,135391,135391
4951,13951,,4951,13951,,13505,22505,,325,121,446,1,135522,135522
15351,35643,,15351,35643,,23880,44172,,26579,39719,66298,1,135717,135717
49642,61202,60906,49642,61202,60906,49642,61202,60906,15597,1338,16935,1,135726,135726
20873,28496,,20873,28496,,20873,28496,,189,0,189,1,135939,135939
21252,28785,,21252,28785,,21252,28785,,669,99,768,1,135957,135957
18012,29113,,18012,29113,,18012,29113,,681,57,738,1,136066,136066
27123,34539,,27123,34539,,27123,34539,,39,0,39,1,136075,136075
7354,12754,,7324,12724,,15700,21100,,482,697,1179,1,136145,136145
11913,20877,20575,11913,20877,20575,26316,35280,34978,10829,5254,16083,1,136172,136172
26816,35818,36028,26816,35818,36028,26816,35818,36028,555,91,646,1,136206,136206
35880,52512,43580,35880,52512,43580,35880,52512,43580,13390,12280,25670,1,136215,136215
8880,17820,,8880,17820,,17189,26129,,2677,4031,6708,1,136233,136233
20435,28031,,20435,28031,,20435,28031,,563,196,759,1,136288,136288
31392,39302,39302,31392,39302,39302,31392,39302,39302,2989,775,3764,1,136330,136330
6378,15878,,6378,15878,,12612,22112,,9460,20303,29763,1,136358,136358
8267,13801,,8267,13801,,16964,22498,,4004,6202,10206,1,136400,136400
8516,16166,,8516,16166,,16687,24337,,4467,6768,11235,1,136473,136473
12221,17401,,12221,17401,,21127,26307,,3841,7244,11085,1,136516,136516
12280,21780,,12280,21780,,16780,26280,,522,195,717,1,136765,136765
42785,56978,55557,42785,56978,55557,42785,56978,55557,1212,41,1253,1,136774,136774
44747,54313,59438,44747,54313,59438,44747,54313,59438,2589,564,3153,1,136950,136950
23520,34215,33200,23520,34215,33200,23520,34215,33200,12228,4047,16275,1,137032,137032
9531,20376,,9531,20376,,17776,28621,,9118,22702,31820,1,137078,137078
7708,14684,,7708,14684,,14333,21309,,6059,9054,15113,1,137096,137096
21935,25063,,21935,25063,,21935,25063,,58,735,793,1,137148,137148
7735,14199,,7735,14199,,16060,22524,,6885,11542,18427,1,137209,137209
,,37300,,,37300,,,37300,94,0,94,1,137272,137272
8263,16304,,8263,16304,,15933,23974,,2292,3835,6127,1,137281,137281
8044,13865,,8044,13865,,16738,22559,,970,1729,2699,1,137315,137315
11510,20760,20760,11510,20760,20760,22424,31674,31674,29437,11991,41428,1,137351,137351
34376,44704,41649,34376,44704,41649,34376,44704,41649,1817,498,2315,1,137476,137476
20656,32014,,20656,32014,,20656,32014,,117,115,232,1,137537,137537
42530,53712,53712,42530,53712,53712,42530,53712,53712,3828,216,4044,1,137546,137546
22386,32046,32234,22386,32046,32234,22386,32046,32234,2634,800,3434,1,137564,137564
4824,10624,,4824,10624,,10851,16651,,6355,7154,13509,1,137759,137759
19400,30400,23900,19400,30400,23900,19400,30400,23900,44,0,44,1,137777,137777
20885,28436,,20885,28436,,20885,28436,,630,140,770,1,137801,137801
20543,28139,,20543,28139,,20543,28139,,368,118,486,1,137810,137810
30302,36402,39375,30302,36402,39375,30302,36402,39375,6450,810,7260,1,137847,137847
13340,23368,18860,13340,23368,18860,13340,23368,18860,233,87,320,1,137953,137953
17588,24688,25412,17588,24688,25412,17588,24688,25412,202,22,224,1,137962,137962
7011,16185,,7011,16185,,13638,22812,,16523,25657,42180,1,138187,138187
23730,31722,29879,23730,31722,29879,23730,31722,29879,975,187,1162,1,138275,138275
27338,37410,37173,27338,37410,37173,27338,37410,37173,671,44,715,1,138293,138293
16767,24390,,16767,24390,,16767,24390,,3304,2336,5640,1,138309,138309
