Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Unitid
13889,28489,20049,13889,28489,20049,13889,28489,20049,1,216773
16683,23242,,16683,23242,,16683,23242,,1,216782
36695,44555,43805,36695,44555,43805,36695,44555,43805,1,216807
6320,8820,,9290,11790,,12080,14580,,1,216825
41523,49713,54019,41523,49713,54019,41523,49713,54019,1,216852
35200,42850,46786,35200,42850,46786,35200,42850,46786,1,216931
16468,26318,,16468,26318,,16468,26318,,1,216986
32450,36950,41963,32450,36950,41963,32450,36950,41963,1,217013
,,14925,,,14925,,,14925,1,217040
20710,30290,29790,20710,30290,29790,20710,30290,29790,1,217059
16592,26688,,16592,26688,,16592,26688,,1,217086
,,60460,,,60460,,,60460,1,217156
41734,50734,53598,41734,50734,53598,41734,50734,53598,1,217165
31321,35821,41461,31321,35821,41461,31321,35821,41461,1,217235
27568,34703,,27568,34703,,27568,34703,,1,217305
50030,58690,57625,50030,58690,57625,50030,58690,57625,1,217402
11002,23302,20053,11002,23302,20053,21700,34000,30751,1,217420
9510,18438,,9510,18438,,16142,25070,,1,217475
21250,26692,26882,21250,26692,26882,36816,42258,42448,1,217484
50128,61054,61054,50128,61054,61054,50128,61054,61054,1,217493
34822,39148,49394,34822,39148,49394,34822,39148,49394,1,217518
37850,47150,49950,37850,47150,49950,37850,47150,49950,1,217536
21369,31224,,21369,31224,,21369,31224,,1,217572
17080,31930,23580,17080,31930,23580,17080,31930,23580,1,217606
9968,10268,,10313,10613,,15780,16080,,1,217615
15940,19540,20300,15940,19540,20300,15940,19540,20300,1,217624
29416,38016,37014,29416,38016,37014,29416,38016,37014,1,217633
28090,37140,35740,28090,37140,35740,28090,37140,35740,1,217688
6340,13540,,6940,14140,,10948,18148,,1,217712
28096,36696,30458,28096,36696,30458,28096,36696,30458,1,217721
17260,27018,23050,17260,27018,23050,17260,27018,23050,1,217749
25210,31255,33750,25210,31255,33750,25210,31255,33750,1,217776
15830,24720,26656,15830,24720,26656,32294,41184,43120,1,217819
9777,20832,,9993,21048,,12321,23376,,1,217837
,,25442,,,25442,,,44243,1,217864
25000,35540,32300,25000,35540,32300,25000,35540,32300,1,217873
20360,27698,28502,20360,27698,28502,37794,45132,45936,1,217882
6600,14800,14050,6600,14800,14050,6600,14800,14050,1,217891
27079,30873,34689,27079,30873,34689,27079,30873,34689,1,217907
26030,36030,32130,26030,36030,32130,26030,36030,32130,1,217925
32684,40645,39316,32684,40645,39316,32684,40645,39316,1,217934
35784,39024,42094,35784,39024,42094,35784,39024,42094,1,217961
8612,12178,12178,8612,12178,12178,10964,14530,14530,1,217989
45130,47530,47610,45130,47530,47610,45130,47530,47610,1,217998
9670,15808,,9932,16070,,11766,17904,,1,218025
14455,22865,,14455,22865,,14455,22865,,1,218043
13891,20923,20923,13891,20923,20923,22869,29901,29901,1,218061
45532,57272,57276,45532,57272,57276,45532,57272,57276,1,218070
,,6400,,,6400,,,6400,1,218089
7192,17230,,7528,17566,,11368,21406,,1,218113
8287,16604,,9201,17518,,10991,19308,,1,218140
14800,22300,22300,14800,22300,22300,23836,31336,31336,1,218229
33216,35306,36416,33216,35306,36416,33216,35306,36416,1,218238
9320,15827,,10232,16739,,16568,23075,,1,218353
16487,22412,21481,16487,22412,21481,16487,22412,21481,1,218399
29400,40365,40365,29400,40365,40365,29400,40365,40365,1,218414
21346,30000,30000,21346,30000,30000,21346,30000,30000,1,218441
11779,13783,,12691,14695,,14467,16471,,1,218487
11251,16854,,11659,17262,,12859,18462,,1,218520
38350,46378,46378,38350,46378,46378,38350,46378,46378,1,218539
14075,21701,21701,14075,21701,21701,23107,30733,30733,1,218645
14014,22796,21396,14014,22796,21396,23866,32648,31248,1,218654
15895,26007,24804,15895,26007,24804,33607,43719,42516,1,218663
12395,21837,,12395,21837,,21545,30987,,1,218672
12395,21837,,12395,21837,,21545,30987,,1,218681
12395,21837,,12395,21837,,21545,30987,,1,218690
12395,21837,,12395,21837,,21545,30987,,1,218706
15437,23682,22656,15437,23682,22656,28447,36692,35666,1,218724
16290,27292,26244,16290,27292,26244,25424,36426,35378,1,218733
15483,26256,22804,15483,26256,22804,25511,36284,32832,1,218742
17795,27595,28791,17795,27595,28791,17795,27595,28791,1,218821
10445,16544,,11395,17494,,14409,20508,,1,218830
9490,16184,,10037,16731,,12076,18770,,1,218858
12242,19334,,13370,20462,,16826,23918,,1,218885
10929,19370,,11345,19786,,14317,22758,,1,218894
,,19876,,,19876,,,19876,1,218919
8961,20355,,9081,20475,,12367,23761,,1,218955
17610,24840,25450,17610,24840,25450,30180,37410,38020,1,218964
39866,46632,49449,39866,46632,49449,39866,46632,49449,1,218973
11020,19120,,11368,19468,,15796,23896,,1,218991
31030,37330,38200,31030,37330,38200,31030,37330,38200,1,219000
11917,18629,17862,11917,18629,17862,13917,20629,19862,1,219046
18765,30132,,18765,30132,,18765,30132,,1,219055
12592,19456,18048,12592,19456,18048,14592,21456,20048,1,219082
26460,33860,33060,26460,33860,33060,26460,33860,33060,1,219091
8570,14770,,8570,14770,,8570,14770,,1,219143
7842,13942,,7842,13942,,7842,13942,,1,219189
27468,35234,34802,27468,35234,34802,27468,35234,34802,1,219198
15714,21222,,15714,21222,,15714,21222,,1,219204
14922,20430,,14922,20430,,14922,20430,,1,219213
12463,19013,18921,12463,19013,18921,14462,21012,20920,1,219259
9188,14038,11038,9188,14038,11038,9188,14038,11038,1,219277
21914,28914,28914,21914,28914,28914,21914,28914,28914,1,219295
16340,23270,21970,16340,23270,21970,19170,26100,24800,1,219347
13018,21118,19446,13018,21118,19446,15100,23200,21528,1,219356
11154,21154,,11154,21154,,11154,21154,,1,219374
28005,37645,35780,28005,37645,35780,28005,37645,35780,1,219383
11010,10010,,11010,10010,,11010,10010,,1,219408
11132,18132,18132,11132,18132,18132,11132,18132,18132,1,219426
12929,21586,20183,12929,21586,20183,15011,23668,22265,1,219471
11187,19449,,11187,19449,,11187,19449,,1,219480
14350,23974,19545,14350,23974,19545,14350,23974,19545,1,219505
28323,37105,35933,28323,37105,35933,28323,37105,35933,1,219578
12964,21513,21513,12964,21513,21513,27460,36009,36009,1,219602
18725,27492,24556,18725,27492,24556,18725,27492,24556,1,219639
33030,43030,43030,33030,43030,43030,33030,43030,43030,1,219709
21414,30196,30196,21414,30196,30196,21414,30196,30196,1,219718
25173,31752,31075,25173,31752,31075,25173,31752,31075,1,219790
28696,30896,34100,28696,30896,34100,28696,30896,34100,1,219806
9251,16451,,9251,16451,,19691,26891,,1,219824
31371,38495,38113,31371,38495,38113,31371,38495,38113,1,219833
7842,14223,,7842,14223,,18282,24663,,1,219879
9082,15639,,9082,15639,,19522,26079,,1,219888
,,,,,,,,,1,219903
32700,35360,34130,32700,35360,34130,32700,35360,34130,1,219949
30594,39824,40448,30594,39824,40448,30594,39824,40448,1,219976
24084,29691,,24084,29691,,24084,29691,,1,220002
13085,16025,,13085,16025,,23525,26465,,1,220057
15855,23607,23607,15855,23607,23607,31167,38919,38919,1,220075
15721,27079,,15721,27079,,15721,27079,,1,220118
,,35899,,,35899,,,35899,1,220181
19504,28816,26444,19504,28816,26444,19504,28816,26444,1,220206
23768,29268,32908,23768,29268,32908,23768,29268,32908,1,220215
17490,24205,23810,17490,24205,23810,17490,24205,23810,1,220312
9474,20154,,9474,20154,,19914,30594,,1,220400
15318,25759,25759,15318,25759,25759,15318,25759,25759,1,220464
17052,23910,20802,17052,23910,20802,17052,23910,20802,1,220473
32558,36462,37758,32558,36462,37758,32558,36462,37758,1,220516
25635,37596,,25635,37596,,25635,37596,,1,220552
13230,17330,18900,13230,17330,18900,13230,17330,18900,1,220598
14780,22088,18540,14780,22088,18540,14780,22088,18540,1,220604
17750,32000,26100,17750,32000,26100,17750,32000,26100,1,220613
25340,31440,32620,25340,31440,32620,25340,31440,32620,1,220631
28572,35172,33472,28572,35172,33472,28572,35172,33472,1,220701
34482,44472,44472,34482,44472,44472,34482,44472,44472,1,220710
34150,44150,40650,34150,44150,40650,34150,44150,40650,1,220808
14819,23535,23535,14819,23535,23535,29531,38247,38247,1,220862
15123,25239,23780,15123,25239,23780,15123,25239,23780,1,220941
12998,20818,20818,12998,20818,20818,28454,36274,36274,1,220978
32096,38128,38266,32096,38128,38266,32096,38128,38266,1,221014
14038,12863,,14038,12863,,24478,23303,,1,221096
7533,17157,,7533,17157,,17973,27597,,1,221184
32300,39500,,32300,39500,,32300,39500,,1,221254
43317,53422,53422,43317,53422,53422,43317,53422,53422,1,221351
13550,13550,,13550,13550,,23990,23990,,1,221397
6941,12801,,6941,12801,,17381,23241,,1,221485
37756,47756,47970,37756,47756,47970,37756,47756,47970,1,221519
9360,17560,,9360,17560,,19800,28000,,1,221643
24974,32914,30874,24974,32914,30874,24974,32914,30874,1,221661
24200,32345,31400,24200,32345,31400,24200,32345,31400,1,221731
12240,20530,20530,12240,20530,20530,27446,35736,35736,1,221740
18560,27450,27450,18560,27450,27450,37050,45940,45940,1,221759
13619,21387,18509,13619,21387,18509,27563,35331,32453,1,221768
26100,32336,,26100,32336,,26100,32336,,1,221795
9483,19883,17693,9483,19883,17693,22203,32603,30413,1,221838
14663,22963,22963,14663,22963,22963,29663,37963,37963,1,221847
19320,28320,23250,19320,28320,23250,19320,28320,23250,1,221856
27138,40844,33322,27138,40844,33322,27138,40844,33322,1,221892
7638,16256,,7638,16256,,18360,26978,,1,221908
27202,35702,35702,27202,35702,35702,27202,35702,35702,1,221953
34230,44220,44220,34230,44220,44220,34230,44220,44220,1,221971
,,61112,,,61112,,,61112,1,221999
8031,18926,,8031,18926,,18471,29366,,1,222053
8615,12215,,8615,12215,,19055,22655,,1,222062
9744,19698,,9744,19698,,9744,19698,,1,222105
33000,41800,41800,33000,41800,41800,33000,41800,41800,1,222178
7510,14865,,8566,15921,,9670,17025,,1,222567
7273,13461,,8257,14445,,9721,15909,,1,222576
8440,14875,12050,9640,16075,13250,10960,17395,14570,1,222822
11359,18915,18915,11359,18915,18915,19855,27411,27411,1,222831
15040,27040,20610,15040,27040,20610,15040,27040,20610,1,222877
27352,30856,35467,27352,30856,35467,27352,30856,35467,1,222938
36625,40275,47625,36625,40275,47625,36625,40275,47625,1,222983
7240,16512,,12610,21882,,14620,23892,,1,222992
6500,11650,10850,6500,11650,10850,6500,11650,10850,1,223117
42810,53952,53886,42810,53952,53886,42810,53952,53886,1,223232
6833,13225,11380,6833,13225,11380,6833,13225,11380,1,223320
8816,17248,14300,10224,18656,15708,12472,20904,17956,1,223427
23618,28370,,23618,28370,,23618,28370,,1,223463
16434,21434,,16434,21434,,16434,21434,,1,223472
7951,17206,,8971,18226,,10381,19636,,1,223506
6250,14803,,7600,16153,,9280,17833,,1,223524
6250,14503,,7600,15853,,9280,17533,,1,223773
6241,12007,10910,6811,12577,11480,9901,15667,14570,1,223816
9458,14289,13451,10358,15189,14351,10358,15189,14351,1,223898
10124,14013,10432,10676,14565,10984,11420,15309,11728,1,223922
29680,35740,38420,29680,35740,38420,29680,35740,38420,1,224004
6651,12296,9590,7659,13304,10598,9027,14672,11966,1,224110
11310,21239,20611,11310,21239,20611,19806,29735,29107,1,224147
21432,29055,,21432,29055,,21432,29055,,1,224183
29415,39378,34176,29415,39378,34176,29415,39378,34176,1,224226
18988,26188,26188,18988,26188,26188,18988,26188,26188,1,224244
12675,21150,,12675,21150,,12675,21150,,1,224271
36910,45410,48710,36910,45410,48710,36910,45410,48710,1,224323
8469,12915,,9769,14215,,10809,15255,,1,224350
25627,33063,,25627,33063,,25627,33063,,1,224439
25874,30646,32160,25874,30646,32160,25874,30646,32160,1,224527
7278,16078,16078,7278,16078,16078,15702,24502,24502,1,224545
9850,13000,14867,9850,13000,14867,20470,23620,25487,1,224554
6250,14503,,7600,15853,,9280,17533,,1,224572
6250,14503,,7600,15853,,9280,17533,,1,224615
7149,15092,,7149,15092,,8709,16652,,1,224642
27352,30856,33445,27352,30856,33445,27352,30856,33445,1,224776
11816,13144,10920,12506,13834,11610,12716,14044,11820,1,224891
6117,12443,11149,6477,12803,11509,8367,14693,13399,1,224961
8800,15518,10660,9712,16430,11572,10816,17534,12676,1,225070
25610,33626,33626,25610,33626,33626,25610,33626,33626,1,225247
8240,14440,13440,9680,15880,14880,10520,16720,15720,1,225308
9924,17699,12109,10614,18389,12799,11014,18789,13199,1,225371
33691,41673,39001,33691,41673,39001,33691,41673,39001,1,225399
8650,18810,,10378,20538,,10774,20934,,1,225423
12980,21351,,12980,21351,,21476,29847,,1,225432
11604,19448,18118,11604,19448,18118,22224,30068,28738,1,225502
15101,25701,22463,15101,25701,22463,23597,34197,30959,1,225511
5387,13399,10052,6557,14569,11222,8187,16199,12852,1,225520
26950,32043,33853,26950,32043,33853,26950,32043,33853,1,225548
19967,29291,27044,19967,29291,27044,19967,29291,27044,1,225575
28980,37530,39124,28980,37530,39124,28980,37530,39124,1,225627
22431,29926,,22431,29926,,22431,29926,,1,225849
22431,29926,,22431,29926,,22431,29926,,1,225858
10803,15570,16575,10803,15570,16575,10803,15570,16575,1,225876
15969,23644,23532,15969,23644,23532,15969,23644,23532,1,225885
23047,29107,,23047,29107,,23047,29107,,1,225991
6642,11766,11112,8250,13374,12720,9402,14526,13872,1,226019
13573,21769,21769,13573,21769,21769,22069,30265,30265,1,226091
6246,9846,,6246,9846,,14742,18342,,1,226107
13583,17990,,13583,17990,,24203,28610,,1,226116
8400,14896,,9600,16096,,10848,17344,,1,226134
10993,17511,17366,10993,17511,17366,19489,26007,25862,1,226152
10890,18378,,11610,19098,,12882,20370,,1,226204
29745,40189,38775,29745,40189,38775,29745,40189,38775,1,226231
24520,30966,30966,24520,30966,30966,24520,30966,30966,1,226383
8104,19434,,9064,20394,,9784,21114,,1,226408
29430,36180,36180,29430,36180,36180,29430,36180,36180,1,226471
9005,15020,,9437,15452,,10805,16820,,1,226578
29551,35003,36421,29551,35003,36421,29551,35003,36421,1,226587
7423,19530,12244,8833,20940,13654,10003,22110,14824,1,226806
13132,17834,17904,13132,17834,17904,15082,19784,19854,1,226833
20687,28055,,20687,28055,,20687,28055,,1,226879
6250,14503,,7600,15853,,9280,17533,,1,226930
9855,16212,16212,10905,17262,17262,12405,18762,18762,1,227146
4950,14658,,6630,16338,,6990,16698,,1,227182
6250,14503,,7600,15853,,9280,17533,,1,227191
13803,21229,20232,13803,21229,20232,22299,29725,28728,1,227216
8792,14606,14641,10016,15830,15865,11130,16944,16979,1,227225
26816,35818,35370,26816,35818,35370,26816,35818,35370,1,227243
6333,17136,10599,7593,18396,11859,8793,19596,13059,1,227304
29638,37078,37078,29638,37078,37078,29638,37078,37078,1,227331
11238,18731,16245,11238,18731,16245,19734,27227,24741,1,227368
10482,21977,13842,10482,21977,13842,19944,31439,23304,1,227377
10091,15431,14891,11123,16463,15923,11843,17183,16643,1,227386
8617,16086,13187,9361,16830,13931,10489,17958,15059,1,227401
20950,30450,26300,20950,30450,26300,20950,30450,26300,1,227429
9764,21053,17592,9764,21053,17592,18350,29639,26178,1,227526
7070,13745,10887,8150,14825,11967,9110,15785,12927,1,227687
23103,31944,,23103,31944,,23103,31944,,1,227748
41291,54291,54291,41291,54291,54291,41291,54291,54291,1,227757
6250,14503,,7600,15853,,9280,17533,,1,227766
37576,47500,47500,37576,47500,47500,37576,47500,47500,1,227845
9248,17284,,12710,20746,,18032,26068,,1,227854
34096,44186,41486,34096,44186,41486,34096,44186,41486,1,227863
12006,20714,20024,12006,20714,20024,20502,29210,28520,1,227881
9248,17284,,12710,20746,,18032,26068,,1,227924
7154,14662,,8138,15646,,9338,16846,,1,227979
25684,35514,35509,25684,35514,35509,25684,35514,35509,1,228042
28426,33426,38192,28426,33426,38192,28426,33426,38192,1,228149
4899,10099,8719,5187,10387,9007,5379,10579,9199,1,228158
47400,54900,61355,47400,54900,61355,47400,54900,61355,1,228246
8547,15073,12673,9929,16455,14055,10539,17065,14665,1,228316
23892,37586,31802,23892,37586,31802,23892,37586,31802,1,228325
39120,44840,48080,39120,44840,48080,39120,44840,48080,1,228343
14339,22948,22948,14339,22948,22948,24959,33568,33568,1,228431
14920,19620,19620,14920,19620,19620,24124,28824,28824,1,228459
22370,29466,29602,22370,29466,29602,22370,29466,29602,1,228468
9920,15795,15085,9920,15795,15085,9920,15795,15085,1,228486
11710,22284,18556,11710,22284,18556,20206,30780,27052,1,228501
10410,19376,17964,10410,19376,17964,18906,27872,26460,1,228529
7153,13682,,7897,14426,,10753,17282,,1,228547
6140,14140,,7724,15724,,9644,17644,,1,228608
7608,14485,12441,7608,14485,12441,11466,18343,16299,1,228680
10027,16350,,11377,17700,,12727,19050,,1,228699
12707,20497,20423,12707,20497,20423,23327,31117,31043,1,228705
12601,21051,21051,12601,21051,21051,29221,37671,37671,1,228723
14370,22234,22234,14370,22234,22234,22866,30730,30730,1,228769
14794,26156,26156,14794,26156,26156,38838,50200,50200,1,228778
16204,25624,24784,16204,25624,24784,31378,40798,39958,1,228787
12319,21499,21399,12319,21499,21399,24239,33419,33319,1,228796
12186,22396,21222,12186,22396,21222,22806,33016,31842,1,228802
40260,51100,50720,40260,51100,50720,40260,51100,50720,1,228875
13808,22158,21008,13808,22158,21008,13808,22158,21008,1,228884
29840,37165,37620,29840,37165,37620,29840,37165,37620,1,228981
9586,14646,16749,9586,14646,16749,18010,23070,25173,1,229018
11913,22476,20598,11913,22476,20598,20487,31050,29172,1,229027
14000,26974,24566,14000,26974,24566,24620,37594,35186,1,229063
12263,14993,21601,12263,14993,21601,20759,23489,30097,1,229115
27790,36005,35454,27790,36005,35454,27790,36005,35454,1,229160
10747,18416,18259,10747,18416,18259,21373,29042,28885,1,229179
41172,46226,48630,41172,46226,48630,41172,46226,48630,1,229267
5718,13321,11257,5718,13321,11257,8958,16561,14497,1,229319
11163,21377,18842,11163,21377,18842,16815,27029,24494,1,229328
7938,14960,13982,9348,16370,15392,9948,16970,15992,1,229355
7839,13594,12635,9099,14854,13895,11199,16954,15995,1,229504
9214,14604,,10624,16014,,11224,16614,,1,229540
19200,27790,23410,19200,27790,23410,19200,27790,23410,1,229780
7867,13699,13361,9127,14959,14621,10777,16609,16271,1,229799
12264,20760,19154,12264,20760,19154,12984,21480,19874,1,229814
5372,10963,12098,6072,11663,12798,6954,12545,13680,1,229832
7512,13852,10387,8736,15076,11611,9504,15844,12379,1,229841
14882,21598,21598,14882,21598,21598,14882,21598,21598,1,229887
9528,17496,17496,9528,17496,17496,9528,17496,17496,1,230038
10526,16564,16564,10526,16564,16564,10526,16564,16564,1,230047
21762,26910,,21762,26910,,21762,26910,,1,230056
10803,20579,19743,10803,20579,19743,18819,28595,27759,1,230171
19776,26129,,19776,26129,,19776,26129,,1,230366
22431,29926,,22431,29926,,22431,29926,,1,230384
7010,12510,,7010,12510,,7010,12510,,1,230418
19101,26616,,19101,26616,,19101,26616,,1,230472
8520,13520,15020,8520,13520,15020,16022,21022,22522,1,230597
12324,19824,19082,12324,19824,19082,24302,31802,31060,1,230603
22450,35880,,22450,35880,,22450,35880,,1,230621
20044,30140,,20044,30140,,20044,30140,,1,230630
9180,17720,17720,9180,17720,17720,20700,29240,29240,1,230728
9458,15542,,9458,15542,,18628,24712,,1,230737
7992,16292,,7992,16292,,15244,23544,,1,230746
13623,23937,21920,13623,23937,21920,29902,40216,38199,1,230764
10242,19242,19242,10242,19242,19242,18563,27563,27563,1,230782
34040,41540,42108,34040,41540,42108,34040,41540,42108,1,230807
