Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Unitid
5389,10589,,5389,10589,,11533,16733,,1,199467
9738,18098,,9738,18098,,15882,24242,,1,199476
7732,15332,,7732,15332,,12328,19928,,1,199485
5520,14020,,5520,14020,,11664,20164,,1,199494
24015,34770,31642,24015,34770,31642,24015,34770,31642,1,199582
29688,,41600,29688,,41600,29688,,41600,1,199607
9488,20099,,9488,20099,,15632,26243,,1,199625
8296,17392,,8296,17392,,14440,23536,,1,199634
22170,30270,29378,22170,30270,29378,22170,30270,29378,1,199643
29542,39400,40000,29542,39400,40000,29542,39400,40000,1,199698
6689,17700,,6689,17700,,12834,23845,,1,199722
7416,17136,,7416,17136,,12792,22512,,1,199731
9778,15390,,9778,15390,,15922,21534,,1,199740
9165,15665,13035,9165,15665,13035,9165,15665,13035,1,199759
12026,16556,,12026,16556,,18170,22700,,1,199768
9412,21019,,9412,21019,,15172,26779,,1,199786
8739,15797,,8739,15797,,14883,21941,,1,199795
6809,14301,,6809,14301,,11417,18909,,1,199838
47292,60242,60242,47292,60242,60242,47292,60242,60242,1,199847
8835,19335,,8835,19335,,14979,25479,,1,199856
34204,43000,43000,34204,43000,43000,34204,43000,43000,1,199865
7140,17171,,7140,17171,,13284,23315,,1,199892
7741,19070,,7741,19070,,13923,25252,,1,199908
7518,13518,,7518,13518,,13662,19662,,1,199926
10663,14758,,10663,14758,,16807,20902,,1,199953
27740,34740,37740,27740,34740,37740,27740,34740,37740,1,199962
7165,12175,,7165,12175,,7165,12175,,1,199971
8868,16311,16708,8868,16311,16708,17681,25124,25521,1,199999
11122,21897,18599,11122,21897,18599,20719,31494,28196,1,200004
16767,24390,,16767,24390,,16767,24390,,1,200013
7787,13301,13301,7787,13301,13301,12362,17876,17876,1,200022
10462,16044,16044,10462,16044,16044,12814,18396,18396,1,200059
8110,15310,,8110,15310,,8110,15310,,1,200086
21794,28738,28738,21794,28738,28738,21794,28738,28738,1,200156
8537,13807,13807,8537,13807,13807,8537,13807,13807,1,200192
7200,13550,,7200,13550,,7200,13550,,1,200208
18343,25068,24121,18343,25068,24121,18343,25068,24121,1,200217
10423,16445,16445,10423,16445,16445,12745,18767,18767,1,200226
9456,18746,16196,9456,18746,16196,9456,18746,16196,1,200253
14762,21162,21162,14762,21162,21162,25048,31448,31448,1,200280
8400,14256,14256,8400,14256,14256,14208,20064,20064,1,200305
8529,14529,14316,8529,14529,14316,10130,16130,15917,1,200314
12556,19460,19460,12556,19460,19460,23138,30042,30042,1,200332
7232,17904,15124,7232,17904,15124,8645,19317,16537,1,200341
8610,16026,14156,8610,16026,14156,8610,16026,14156,1,200466
17500,28350,25460,17500,28350,25460,17500,28350,25460,1,200484
8200,17674,,8200,17674,,8200,17674,,1,200527
7810,13570,10990,7810,13570,10990,7810,13570,10990,1,200554
11216,16986,16986,11216,16986,16986,19296,25066,25066,1,200572
15261,19792,,15261,19792,,15261,19792,,1,200590
30941,39341,,30941,39341,,30941,39341,,1,200624
20169,27009,,20169,27009,,20169,27009,,1,200633
15400,26700,,15400,26700,,15400,26700,,1,200785
14120,25740,23956,14120,25740,23956,22484,34104,32320,1,200800
,,,,,,,,,1,200828
10182,21802,,10182,21802,,17030,28650,,1,200846
8660,11140,12212,8660,11140,12212,8660,11140,12212,1,200873
17606,26755,,17606,26755,,17606,26755,,1,201016
28430,34730,37130,28430,34730,37130,28430,34730,37130,1,201061
34805,39963,42833,34805,39963,42833,34805,39963,42833,1,201104
21496,27526,,21496,27526,,21496,27526,,1,201177
32990,40990,39230,32990,40990,39230,32990,40990,39230,1,201195
7826,10970,,7826,10970,,10250,13394,,1,201283
34004,41934,41864,34004,41934,41864,34004,41934,41864,1,201371
18032,29390,,18032,29390,,18032,29390,,1,201399
11012,17106,,11012,17106,,18320,24414,,1,201432
16788,22882,23506,16788,22882,23506,24096,30190,30814,1,201441
19845,23345,,19845,23345,,19845,23345,,1,201469
,,,,,,,,,1,201496
,,,,,,,,,1,201539
38140,48376,44350,38140,48376,44350,38140,48376,44350,1,201548
47245,57798,57798,47245,57798,57798,47245,57798,57798,1,201645
29270,34470,35020,29270,34470,35020,29270,34470,35020,1,201654
11560,20512,,11560,20512,,14320,23272,,1,201672
9658,18704,17804,9658,18704,17804,17110,26156,25256,1,201690
13644,18018,,13644,18018,,13644,18018,,1,201751
16000,20900,,16000,20900,,16000,20900,,1,201803
25683,34783,,25683,34783,,25683,34783,,1,201821
21356,29726,28028,21356,29726,28028,21356,29726,28028,1,201858
17206,29548,27434,17206,29548,27434,32238,44580,42466,1,201885
7441,13141,,7441,13141,,10928,16628,,1,201928
11632,23974,,11632,23974,,18724,31066,,1,201946
12312,24654,,12312,24654,,20938,33280,,1,201955
26420,33920,33418,26420,33920,33418,26420,33920,33418,1,201964
6671,14079,,6671,14079,,9503,16911,,1,201973
46609,51063,54161,46609,51063,54161,46609,51063,54161,1,202046
46569,54669,59413,46569,54669,59413,46569,54669,59413,1,202073
13459,25317,25317,13459,25317,25317,16638,28496,28496,1,202134
6695,8495,,6695,8495,,6695,8495,,1,202152
17773,22773,24925,17773,22773,24925,17773,22773,24925,1,202161
34840,41980,42430,34840,41980,42430,34840,41980,42430,1,202170
7122,13518,,7122,13518,,11518,17914,,1,202222
7196,13196,,8013,14013,,11528,17528,,1,202356
19086,30444,,19086,30444,,19086,30444,,1,202435
38050,40550,49540,38050,40550,49540,38050,40550,49540,1,202480
33640,42900,41700,33640,42900,41700,33640,42900,41700,1,202514
45760,56520,56520,45760,56520,56520,45760,56520,56520,1,202523
8331,16202,,8331,16202,,11841,19712,,1,202648
19845,23345,,19845,23345,,19845,23345,,1,202684
31973,37293,41306,31973,37293,41306,31973,37293,41306,1,202763
16117,30067,,16117,30067,,16117,30067,,1,202806
14050,23050,14900,14050,23050,14900,14050,23050,14900,1,202903
24675,40872,,24675,40872,,24675,40872,,1,202912
,,,,,,,,,1,202985
,,,,,,,,,1,203030
29180,34148,38154,29180,34148,38154,29180,34148,38154,1,203085
35949,42813,43145,35949,42813,43145,35949,42813,43145,1,203128
9418,14570,14570,9418,14570,14570,13708,18860,18860,1,203155
23710,26639,,23710,26639,,23710,26639,,1,203289
22431,29926,,22431,29926,,22431,29926,,1,203313
6615,8915,,6720,9020,,7560,9860,,1,203331
37970,48310,48310,37970,48310,48310,37970,48310,48310,1,203368
25520,38122,,25520,38122,,25520,38122,,1,203386
,,,,,,,,,1,203438
11636,21596,,11636,21596,,19596,29556,,1,203447
11636,21596,,11636,21596,,19596,29556,,1,203456
11636,21596,,11636,21596,,19596,29556,,1,203465
11636,21596,,11636,21596,,19596,29556,,1,203474
11636,21596,,11636,21596,,19596,29556,,1,203483
11636,21596,,11636,21596,,19596,29556,,1,203492
16406,24926,24926,16406,24926,24926,24366,32886,32886,1,203517
11636,21596,,11636,21596,,19596,29556,,1,203526
,,60070,,,60070,,,60070,1,203535
16398,29267,21762,16398,29267,21762,16398,29267,21762,1,203544
31998,38174,40364,31998,38174,40364,31998,38174,40364,1,203580
9307,14128,,10156,14977,,14996,19817,,1,203599
10037,17502,,10037,17502,,14736,22201,,1,203678
15025,25150,,15025,25150,,15025,25150,,1,203720
15025,25150,,15025,25150,,15025,25150,,1,203739
6394,10048,,6975,10629,,10476,14130,,1,203748
22757,30283,31157,22757,30283,31157,22757,30283,31157,1,203757
29478,35078,37934,29478,35078,37934,29478,35078,37934,1,203775
35004,38572,44362,35004,38572,44362,35004,38572,44362,1,203845
8872,14342,,8872,14342,,10982,16452,,1,203881
19634,27634,,19634,27634,,19634,27634,,1,203960
12333,20973,,12333,20973,,21426,30066,,1,204006
12333,20973,,12333,20973,,21426,30066,,1,204015
21061,29701,29701,21061,29701,29701,36851,45491,45491,1,204024
20049,27020,,20049,27020,,20049,27020,,1,204060
16041,29433,24041,16041,29433,24041,16041,29433,24041,1,204176
32450,34100,38895,32450,34100,38895,32450,34100,38895,1,204185
28590,31380,35020,28590,31380,35020,28590,31380,35020,1,204194
28300,37600,35880,28300,37600,35880,28300,37600,35880,1,204200
11205,15718,,11205,15718,,15675,20188,,1,204255
30890,35550,35694,30890,35550,35694,30890,35550,35694,1,204264
17286,28644,,17286,28644,,17286,28644,,1,204307
20907,24403,,20907,24403,,20907,24403,,1,204316
7341,12099,,7341,12099,,10853,15611,,1,204422
10974,16574,,10974,16574,,14334,19934,,1,204440
29904,39012,38502,29904,39012,38502,29904,39012,38502,1,204468
15265,22015,22015,15265,22015,22015,15265,22015,22015,1,204486
50786,61891,62132,50786,61891,62132,50786,61891,62132,1,204501
13696,23315,,13696,23315,,13696,23315,,1,204592
34009,40037,42087,34009,40037,42087,34009,40037,42087,1,204617
40440,50960,50960,40440,50960,50960,40440,50960,50960,1,204635
12664,22000,22000,12664,22000,22000,28384,37720,37720,1,204662
12700,22036,,12700,22036,,28420,37756,,1,204671
12700,22036,22036,12700,22036,22036,28420,37756,37756,1,204680
12700,22036,,12700,22036,,28420,37756,,1,204699
12700,22036,22036,12700,22036,22036,28420,37756,37756,1,204705
15723,25479,25479,15723,25479,25479,31443,41199,41199,1,204796
11332,19772,,11332,19772,,13178,21618,,1,204802
11528,19968,,11528,19968,,16064,24504,,1,204820
11332,19772,,11332,19772,,13178,21618,,1,204839
11528,19968,,11528,19968,,16064,24504,,1,204848
17404,25440,24396,17404,25440,24396,26368,34404,33360,1,204857
11536,19976,,11536,19976,,16064,24504,,1,204866
15380,21636,,15380,21636,,15380,21636,,1,204884
10092,16032,,10092,16032,,10092,16032,,1,204893
44260,50860,55690,44260,50860,55690,44260,50860,55690,1,204909
36764,44372,44276,36764,44372,44276,36764,44372,44276,1,204936
8430,12522,,8430,12522,,11644,15736,,1,204945
,,,,,,,,,1,204981
,,36598,,,36598,,,36598,1,205027
22694,32878,,22694,32878,,22694,32878,,1,205054
13200,31670,16700,13200,31670,16700,13200,31670,16700,1,205124
19928,25928,,19928,25928,,19928,25928,,1,205179
27868,36508,35008,27868,36508,35008,27868,36508,35008,1,205203
33324,40992,,33324,40992,,33324,40992,,1,205391
13891,19843,21451,13891,19843,21451,19005,24957,26565,1,205443
5574,11152,,6702,12280,,9870,15448,,1,205470
18570,30570,,18570,30570,,18570,30570,,1,205513
24084,29691,,24084,29691,,24084,29691,,1,205522
24084,29691,,24084,29691,,24084,29691,,1,205531
24084,29691,,24084,29691,,24084,29691,,1,205559
24084,29691,,24084,29691,,24084,29691,,1,205568
21257,24763,,21257,24763,,21257,24763,,1,205610
20897,24403,,20897,24403,,20897,24403,,1,205647
16349,27339,,16349,27339,,16349,27339,,1,205708
16349,27339,,16349,27339,,16349,27339,,1,205726
10687,16299,,10687,16299,,12871,18483,,1,205841
16338,25077,,16338,25077,,16338,25077,,1,205887
27090,32190,34490,27090,32190,34490,27090,32190,34490,1,205957
8892,12092,,8892,12092,,12512,15712,,1,205966
16155,27549,,16155,27549,,16155,27549,,1,206002
7756,13356,,7756,13356,,10236,15836,,1,206011
26908,36481,36481,26908,36481,36481,26908,36481,36481,1,206048
15103,22834,24109,15103,22834,24109,24223,31954,33229,1,206084
12353,23225,,12353,23225,,12353,23225,,1,206154
21053,28853,,21053,28853,,21053,28853,,1,206224
14104,25612,,14104,25612,,14104,25612,,1,206279
23566,28066,31686,23566,28066,31686,23566,28066,31686,1,206330
31970,37420,38344,31970,37420,38344,31970,37420,38344,1,206349
22341,29595,,22341,29595,,22341,29595,,1,206394
,,,,,,,,,1,206428
28948,36964,39390,28948,36964,39390,28948,36964,39390,1,206437
8953,14733,,8953,14733,,13033,18813,,1,206446
,,26890,,,26890,,,26890,1,206491
31065,34565,40057,31065,34565,40057,31065,34565,40057,1,206507
41030,50766,50766,41030,50766,50766,41030,50766,50766,1,206525
,,53500,,,53500,,,53500,1,206589
11930,22890,22438,11930,22890,22438,19934,30894,30442,1,206604
9470,14274,16010,9470,14274,16010,17474,22278,24014,1,206613
36000,46520,46520,36000,46520,46520,36000,46520,46520,1,206622
22431,29926,,22431,29926,,22431,29926,,1,206631
12320,20343,20343,12320,20343,20343,12549,20572,20572,1,206695
,,28010,,,28010,,,28010,1,206817
27616,34960,34960,27616,34960,34960,27616,34960,34960,1,206835
25244,30644,32844,25244,30644,32844,25244,30644,32844,1,206862
10666,18896,15337,10666,18896,15337,18106,26336,22777,1,206914
8155,11227,12241,8155,11227,12241,11155,14227,15241,1,206923
11983,21299,17293,11983,21299,17293,20097,29413,25407,1,206941
9774,15714,12906,9774,15714,12906,14000,19940,17132,1,206996
10665,18007,13063,10665,18007,13063,18067,25409,20465,1,207041
7900,13359,12882,7900,13359,12882,11517,16976,16499,1,207050
6395,12470,14663,6395,12470,14663,8695,14770,16963,1,207069
16711,28105,24954,16711,28105,24954,16711,28105,24954,1,207157
7775,16465,16465,7775,16465,16465,13199,21889,21889,1,207209
9404,16732,14834,9404,16732,14834,14562,21890,19992,1,207236
21778,27210,27338,21778,27210,27338,21778,27210,27338,1,207254
11112,17652,14298,11112,17652,14298,18132,24672,21318,1,207263
7819,11829,11219,7819,11829,11219,12259,16269,15659,1,207281
8375,17275,13775,8375,17275,13775,13130,22030,18530,1,207290
8842,13842,14522,8842,13842,14522,14964,19964,20644,1,207306
23650,29825,29825,23650,29825,29825,23650,29825,29825,1,207324
10853,18943,15888,10853,18943,15888,10853,18943,15888,1,207351
13312,21842,21842,13312,21842,21842,25897,34427,34427,1,207388
8268,13802,,8268,13802,,12831,18365,,1,207397
26900,33400,33400,26900,33400,33400,26900,33400,33400,1,207403
8031,16289,,8031,16289,,12831,21089,,1,207449
33626,42936,44356,33626,42936,44356,33626,42936,44356,1,207458
14723,23441,23441,14723,23441,23441,26912,35630,35630,1,207500
7896,13896,13630,7896,13896,13630,13506,19506,19240,1,207564
27654,36950,36950,27654,36950,36950,27654,36950,36950,1,207582
12889,20849,18449,12891,20851,18451,19545,27505,25105,1,207661
9105,15812,,9105,15812,,15347,22054,,1,207670
25805,33389,33389,25805,33389,33389,25805,33389,33389,1,207689
7796,14712,13106,7796,14712,13106,14228,21144,19538,1,207722
10225,16725,16725,10225,16725,16725,14875,21375,21375,1,207740
11169,16305,15045,11169,16305,15045,19294,24430,23170,1,207847
18220,28620,26470,18220,28620,26470,18220,28620,26470,1,207856
11862,17613,17613,11862,17613,17613,18222,23973,23973,1,207865
6339,16446,,6339,16446,,10781,20888,,1,207935
40559,49147,51035,40559,49147,51035,40559,49147,51035,1,207971
8600,15125,13100,8600,15125,13100,12471,18996,16971,1,208035
27100,30604,33370,27100,30604,33370,27100,30604,33370,1,208239
8612,16430,,8612,16430,,16004,23822,,1,208275
8052,17037,17037,8988,17973,17973,13200,22185,22185,1,208318
8295,16620,,8295,16620,,15585,23910,,1,208390
8633,16283,,8633,16283,,16058,23708,,1,208406
9186,16341,,9186,16341,,13164,20319,,1,208415
,,,,,,,,,1,208479
30992,39022,39022,30992,39022,39022,30992,39022,39022,1,208488
11688,21090,21090,11688,21090,21090,20913,30315,30315,1,208646
19550,27550,26060,19550,27550,26060,19550,27550,26060,1,208725
34414,44044,43800,34414,44044,43800,34414,44044,43800,1,208822
22431,29926,,22431,29926,,22431,29926,,1,208965
7121,14996,14996,7121,14996,14996,11801,19676,19676,1,209038
45030,55666,55666,45030,55666,55666,45030,55666,55666,1,209056
40160,48182,48182,40160,48182,48182,40160,48182,48182,1,209065
8634,15660,,8634,15660,,13254,20280,,1,209074
24915,35175,,24915,35175,,24915,35175,,1,209108
,,32784,,,32784,,,32784,1,209241
8787,16707,,8787,16707,,14187,22107,,1,209250
27995,35995,35395,27995,35995,35395,27995,35995,35395,1,209287
,,,,,,,,,1,209348
28350,37650,37470,28350,37650,37470,28350,37650,37470,1,209409
12348,20196,21163,12348,20196,21163,25988,33836,34803,1,209506
29945,38245,37745,29945,38245,37745,29945,38245,37745,1,209533
12864,23442,23559,12864,23442,23559,28056,38634,38751,1,209542
13243,24352,24352,13243,24352,24352,33268,44377,44377,1,209551
46231,48221,48221,46231,48221,48221,46231,48221,48221,1,209603
39694,50486,50486,39694,50486,50486,39694,50486,50486,1,209612
8083,15556,,8083,15556,,12691,20164,,1,209746
13978,25578,23528,13978,25578,23528,29188,40788,38738,1,209807
41290,53958,53958,41290,53958,53958,41290,53958,53958,1,209825
47860,54440,59630,47860,54440,59630,47860,54440,59630,1,209922
8763,16914,,8763,16914,,9483,17634,,1,209940
16887,27807,,16887,27807,,16887,27807,,1,210076
11656,20287,21367,11656,20287,21367,24118,32749,33829,1,210146
8874,16824,15375,8874,16824,15375,8874,16824,15375,1,210155
11870,19778,19778,11870,19778,19778,12350,20258,20258,1,210234
8790,15390,,8790,15390,,13314,19914,,1,210270
32098,33892,32166,32098,33892,32166,32098,33892,32166,1,210304
30331,41876,40407,30331,41876,40407,30331,41876,40407,1,210331
20895,28473,,20895,28473,,20895,28473,,1,210359
44433,54813,54813,44433,54813,54813,44433,54813,54813,1,210401
13266,22581,22581,13266,22581,22581,26391,35706,35706,1,210429
19474,25774,29734,19474,25774,29734,19474,25774,29734,1,210492
39560,48360,49160,39560,48360,49160,39560,48360,49160,1,210571
8728,11670,,11980,14922,,14972,17914,,1,210605
42100,49520,52020,42100,49520,52020,42100,49520,52020,1,210669
36978,44906,48398,36978,44906,48398,36978,44906,48398,1,210739
33060,39260,43250,33060,39260,43250,33060,39260,43250,1,210775
24175,28551,33675,24175,28551,33675,24175,28551,33675,1,210890
27028,30532,32911,27028,30532,32911,27028,30532,32911,1,210906
27604,31108,36499,27604,31108,36499,27604,31108,36499,1,210942
27316,30820,33514,27316,30820,33514,27316,30820,33514,1,210960
22196,31286,29190,22196,31286,29190,22196,31286,29190,1,211024
8310,15375,,12360,19425,,16410,23475,,1,211079
42160,57896,51970,42160,57896,51970,42160,57896,51970,1,211088
,,,,,,,,,1,211149
22182,22182,22182,22182,22182,22182,32306,32306,32306,1,211158
19055,25085,27987,19055,25085,27987,19055,25085,27987,1,211200
,,59760,,,59760,,,59760,1,211273
,,61060,,,61060,,,61060,1,211291
11066,16966,,14258,20158,,17450,23350,,1,211307
6270,9420,,9060,12210,,11850,15000,,1,211343
32089,43726,45322,32089,43726,45322,32089,43726,45322,1,211352
18884,25298,24860,18884,25298,24860,22736,29150,28712,1,211361
17678,24914,,17678,24914,,17678,24914,,1,211398
30936,38450,38450,30936,38450,38450,30936,38450,38450,1,211431
50042,61222,62032,50042,61222,62032,50042,61222,62032,1,211440
36000,44671,45021,36000,44671,45021,36000,44671,45021,1,211468
19267,26122,25647,19267,26122,25647,19267,26122,25647,1,211477
36440,46162,46162,36440,46162,46162,36440,46162,46162,1,211556
35370,44378,44378,35370,44378,44378,35370,44378,44378,1,211583
14056,21794,21716,14056,21794,21716,18552,26290,26212,1,211608
13204,23004,22120,13204,23004,22120,17037,26837,25953,1,211644
,,,,,,,,,1,211802
10315,22180,20742,10315,22180,20742,10315,22180,20742,1,211893
19385,27665,,19385,27665,,19385,27665,,1,211909
8270,15270,,11710,18710,,14750,21750,,1,211927
35990,47467,47467,35990,47467,47467,35990,47467,47467,1,211981
48615,60183,60183,48615,60183,60183,48615,60183,60183,1,212009
25439,33959,,25439,33959,,25439,33959,,1,212045
44255,57870,57870,44255,57870,57870,44255,57870,57870,1,212054
15255,18855,19255,15255,18855,19255,15255,18855,19255,1,212072
19059,26808,,19059,26808,,19059,26808,,1,212090
35435,44567,44567,35435,44567,44567,35435,44567,44567,1,212106
14986,23586,20866,14986,23586,20866,25110,33710,30990,1,212115
34272,39984,42192,34272,39984,42192,34272,39984,42192,1,212133
12349,22649,20287,12349,22649,20287,16201,26501,24139,1,212160
40300,46690,49650,40300,46690,49650,40300,46690,49650,1,212197
11658,15558,,11658,15558,,11658,15558,,1,212425
21920,24435,,21920,24435,,21920,24435,,1,212434
17950,32950,,17950,32950,,17950,32950,,1,212452
19316,31190,,19316,31190,,19316,31190,,1,212568
51161,60765,60765,51161,60765,60765,51161,60765,60765,1,212577
30880,41820,41820,30880,41820,41820,30880,41820,41820,1,212601
27270,31270,36520,27270,31270,36520,27270,31270,36520,1,212656
,,58320,,,58320,,,58320,1,212674
16730,24838,24838,16730,24838,24838,16730,24838,24838,1,212805
32450,45780,42030,32450,45780,42030,32450,45780,42030,1,212832
31894,34506,34840,31894,34506,34840,31894,34506,34840,1,212869
10826,18710,,12731,20615,,15896,23780,,1,212878
48088,61898,61898,48088,61898,61898,48088,61898,61898,1,212911
17184,34166,31207,17184,34166,31207,17184,34166,31207,1,212975
29440,38312,41960,29440,38312,41960,29440,38312,41960,1,212984
20214,30792,,20214,30792,,20214,30792,,1,212993
37316,49576,49130,37316,49576,49130,37316,49576,49130,1,213011
12800,23500,23920,12800,23500,23920,23936,34636,35056,1,213020
12947,22207,,12947,22207,,12947,22207,,1,213057
22195,28807,27765,22195,28807,27765,22195,28807,27765,1,213233
41020,49220,49220,41020,49220,49220,41020,49220,49220,1,213251
27980,33970,35500,27980,33970,35500,27980,33970,35500,1,213303
17958,35958,,17958,35958,,17958,35958,,1,213312
36732,40560,45468,36732,40560,45468,36732,40560,45468,1,213321
13895,22265,22265,13895,22265,22265,24019,32389,32389,1,213349
29236,37348,38434,29236,37348,38434,29236,37348,38434,1,213358
41700,44900,51770,41700,44900,51770,41700,44900,51770,1,213367
17248,23218,25052,17248,23218,25052,17248,23218,25052,1,213376
,,59750,,,59750,,,59750,1,213385
21970,27470,29980,21970,27470,29980,21970,27470,29980,1,213400
14340,25539,,14340,25539,,14340,25539,,1,213473
39700,47090,48630,39700,47090,48630,39700,47090,48630,1,213507
8650,12650,,11860,15860,,15070,19070,,1,213525
18325,25165,,18325,25165,,18325,25165,,1,213534
45585,57145,57145,45585,57145,57145,45585,57145,57145,1,213543
16292,20282,23239,16292,20282,23239,21572,25562,28519,1,213598
13674,23374,21874,13674,23374,21874,21798,31498,29998,1,213613
28340,38300,,28340,38300,,28340,38300,,1,213622
7540,12990,,11170,16620,,14800,20250,,1,213659
36817,44729,46707,36817,44729,46707,36817,44729,46707,1,213668
9077,12971,,9077,12971,,9077,12971,,1,213686
21962,31116,28013,21962,31116,28013,21962,31116,28013,1,213774
13242,18757,22434,13242,18757,22434,23366,28881,32558,1,213783
35850,39790,46556,35850,39790,46556,35850,39790,46556,1,213826
17235,22635,,17235,22635,,17235,22635,,1,213914
33250,44838,44838,33250,44838,44838,33250,44838,44838,1,213987
34820,43890,42990,34820,43890,42990,34820,43890,42990,1,213996
31452,37516,,31452,37516,,31452,37516,,1,214023
11216,22725,21309,11216,22725,21309,21340,32849,31433,1,214041
30310,37060,41940,30310,37060,41940,30310,37060,41940,1,214069
10245,16080,,14295,20130,,18345,24180,,1,214111
40728,50838,50838,40728,50838,50838,40728,50838,50838,1,214148
40458,52428,49090,40458,52428,49090,40458,52428,49090,1,214157
25768,35768,34598,25768,35768,34598,25768,35768,34598,1,214166
44450,55370,55370,44450,55370,55370,44450,55370,55370,1,214175
30335,39975,39475,30335,39975,39475,30335,39975,39475,1,214272
,,,,,,,,,1,214290
16983,23188,,16983,23188,,16983,23188,,1,214315
9190,17986,17138,13600,22396,21548,17500,26296,25448,1,214379
16504,25629,,16504,25629,,16504,25629,,1,214476
,,,,,,,,,1,214528
15150,21450,,15150,21450,,15150,21450,,1,214582
20040,30840,30840,20040,30840,30840,27102,37902,37902,1,214591
19212,30012,,19212,30012,,25818,36618,,1,214625
19118,29918,,19118,29918,,25674,36474,,1,214634
19154,29954,,19154,29954,,25760,36560,,1,214643
19286,30086,,19286,30086,,25962,36762,,1,214652
19402,30202,,19402,30202,,26078,36878,,1,214670
20040,30840,30840,20040,30840,30840,27102,37902,37902,1,214689
19270,30070,30070,19270,30070,30070,25876,36676,36676,1,214698
20040,30840,30840,20040,30840,30840,27102,37902,37902,1,214704
20040,30840,30840,20040,30840,30840,27102,37902,37902,1,214713
19408,30208,,19408,30208,,26084,36884,,1,214731
19154,29954,,19154,29954,,25760,36560,,1,214740
19212,30012,,19212,30012,,25818,36618,,1,214759
19350,30150,30150,19350,30150,30150,26026,36826,36826,1,214768
22792,33592,33592,22792,33592,33592,35366,46166,46166,1,214777
19264,30064,30064,19264,30064,30064,25870,36670,36670,1,214786
19270,30070,30070,19270,30070,30070,25876,36676,36676,1,214795
19408,30208,,19408,30208,,26084,36884,,1,214801
19350,30150,30150,19350,30150,30150,26026,36826,36826,1,214810
19402,30202,,19402,30202,,26078,36878,,1,214829
12346,19706,,12346,19706,,12346,19706,,1,214838
20240,26430,,20240,26430,,20240,26430,,1,214883
27100,33900,,27100,33900,,27100,33900,,1,214892
34450,47180,47180,34450,47180,47180,34450,47180,47180,1,214971
25548,30172,,25548,30172,,25548,30172,,1,215053
48878,61800,61800,48878,61800,61800,48878,61800,61800,1,215062
39110,49624,49426,39110,49624,49426,39110,49624,49426,1,215099
41839,51415,55327,41839,51415,55327,41839,51415,55327,1,215105
25290,35290,34090,25290,35290,34090,25290,35290,34090,1,215114
39194,52766,52766,39194,52766,52766,39194,52766,52766,1,215132
8215,15525,,12655,19965,,17095,24405,,1,215239
17224,25642,25642,17224,25642,25642,27828,36246,36246,1,215266
17274,26714,26714,17274,26714,26714,27878,37318,37318,1,215275
17276,26262,26262,17276,26262,26262,27880,36866,36866,1,215284
21246,32126,32126,21246,32126,32126,31252,42132,42132,1,215293
15470,25614,25614,15470,25614,25614,24844,34988,34988,1,215309
30324,38277,,30324,38277,,30324,38277,,1,215381
,,,,,,,,,1,215390
21066,29319,29319,21066,29319,29319,21066,29319,29319,1,215415
28359,41667,,28359,41667,,28359,41667,,1,215433
29350,35450,39800,29350,35450,39800,29350,35450,39800,1,215442
11850,22650,,15180,25980,,18450,29250,,1,215585
20681,28121,27246,20681,28121,27246,20681,28121,27246,1,215594
29370,39245,37870,29370,39245,37870,29370,39245,37870,1,215637
32392,38004,40755,32392,38004,40755,32392,38004,40755,1,215655
25422,36722,,25422,36722,,25422,36722,,1,215682
37425,46305,46305,37425,46305,46305,37425,46305,46305,1,215691
37692,48192,45038,37692,48192,45038,37692,48192,45038,1,215743
45040,54772,54772,45040,54772,54772,45040,54772,54772,1,215770
36180,44278,42838,36180,44278,42838,36180,44278,42838,1,215798
44422,49922,55008,44422,49922,55008,44422,49922,55008,1,215929
33600,42800,43900,33600,42800,43900,33600,42800,43900,1,215947
22240,38200,,22240,38200,,22240,38200,,1,215974
12044,15360,,12044,15360,,12044,15360,,1,215992
14502,22622,24046,14502,22622,24046,22970,31090,32514,1,216010
14768,22100,22132,14768,22100,22132,18270,25602,25634,1,216038
21600,27600,37000,21600,27600,37000,21600,27600,37000,1,216047
23527,31596,,23527,31596,,23527,31596,,1,216083
41500,51400,51400,41500,51400,51400,41500,51400,51400,1,216278
,,60671,,,60671,,,60671,1,216287
11130,12130,16780,11130,12130,16780,11130,12130,16780,1,216296
,,18650,,,18650,,,18650,1,216311
17166,32296,29632,17166,32296,29632,27192,42322,39658,1,216339
30602,39102,41078,30602,39102,41078,30602,39102,41078,1,216357
18594,29718,,18594,29718,,18594,29718,,1,216418
23795,29933,,23795,29933,,23795,29933,,1,216427
23566,29704,,23566,29704,,23566,29704,,1,216436
19814,29669,,19814,29669,,19814,29669,,1,216445
23594,29732,,23594,29732,,23594,29732,,1,216454
52630,58880,58880,52630,58880,58880,52630,58880,58880,1,216524
23232,31026,31026,23232,31026,31026,23232,31026,31026,1,216542
27455,29055,43595,27455,29055,43595,27455,29055,43595,1,216551
48780,58736,58736,48780,58736,58736,48780,58736,58736,1,216597
12887,21437,,12887,21437,,12887,21437,,1,216630
41410,51690,51690,41410,51690,51690,41410,51690,51690,1,216667
23340,29500,31500,23340,29500,31500,23340,29500,31500,1,216694
14950,25690,25690,14950,25690,25690,25074,35814,35814,1,216764
